match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_penaltyConceded,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalOffside,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_savedShotsFromInsideTheBox,stat_hitWoodwork,stat_penaltyWon
10388367,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36498,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,35.0,30.0,7.0,2.0,30.0,31.0,4.0,7.0,1.0,1.0,1.0,1.0,90.0,41.0,6.2,5.0,0.0,0.0,0.00010964,0,-0.1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388367,home,FC Bayern München,Noussair Mazraoui,noussair-mazraoui,N. Mazraoui,D,3,183,53749,M,nousmaz97,847030,EUR,879465600,D,40,40,False,,61.0,57.0,1.0,,28.0,28.0,35.0,5.0,,,,,61.0,79.0,7.8,5.0,0.0,0.0,0.0864379,0,,1.0,30.0,2.0,1.0,1.0,3.0,9.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,
10388367,home,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14152,M,Upamecano,798583,EUR,909446400,D,2,2,False,,86.0,80.0,7.0,4.0,50.0,52.0,34.0,7.0,,,,,90.0,96.0,7.0,6.0,0.0,0.0,0.0114008,0,,,30.0,,,2.0,5.0,4.0,,,,1.0,2.0,1.0,,1.0,,4.0,3.0,1.0,,,,,,,,,,,,,,,
10388367,home,FC Bayern München,Matthijs de Ligt,matthijs-de-ligt,M. de Ligt,D,4,188,32702,M,mdeligt,803031,EUR,934416000,D,4,4,False,,66.0,61.0,4.0,3.0,40.0,42.0,24.0,7.0,,,,,90.0,75.0,6.3,7.0,0.0,0.0,0.0106199,0,,,21.0,,,2.0,5.0,4.0,,,,1.0,1.0,1.0,1.0,4.0,,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,
10388367,home,FC Bayern München,Alphonso Davies,alphonso-davies,A. Davies,D,19,185,29613,M,ADavies19,843665,EUR,973123200,D,19,19,False,,49.0,44.0,5.0,3.0,25.0,28.0,21.0,12.0,,,,,90.0,86.0,7.0,16.0,0.0666,0.0,0.146083,1,,1.0,19.0,,,,9.0,10.0,10.0,3.0,,2.0,6.0,4.0,1.0,,4.0,,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,
10388367,home,FC Bayern München,Leon Goretzka,leon-goretzka,L. Goretzka,M,8,189,12148,M,leon_goretzka,184661,EUR,792028800,M,8,8,False,,56.0,49.0,1.0,1.0,17.0,20.0,36.0,10.0,,,,,90.0,68.0,7.2,8.0,0.2161,0.0,0.130825,2,,,32.0,,,,3.0,5.0,1.0,1.0,,,4.0,4.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,
10388367,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,Jok_32,259117,EUR,792201600,M,6,6,False,,95.0,86.0,6.0,5.0,36.0,40.0,59.0,8.0,,,,,90.0,117.0,7.3,15.0,0.0756,0.0,0.2349,2,,,50.0,4.0,,,6.0,5.0,,,,2.0,2.0,1.0,3.0,1.0,,1.0,1.0,,1.0,,3.0,1.0,2.0,,,,,,,,,,
10388367,home,FC Bayern München,Mathys Tel,mathys-tel,M. Tel,F,11,183,11316,M,m.tel14,1048888,EUR,1114560000,M,39,39,False,,30.0,26.0,,,12.0,14.0,16.0,4.0,,,,,61.0,48.0,6.8,12.0,0.5088,0.396,0.0113178,3,,,14.0,,,,4.0,2.0,4.0,1.0,,,,,1.0,,,,,1.0,4.0,,,1.0,,,1.0,,,1.0,2.0,1.0,,,
10388367,home,FC Bayern München,Jamal Musiala,jamal-musiala,J. Musiala,M,10,184,116690,M,Bambi,1010231,EUR,1046217600,M,42,42,False,,26.0,20.0,2.0,1.0,7.0,7.0,19.0,3.0,,,,,81.0,48.0,7.5,14.0,0.2446,0.4993,0.259866,4,,,13.0,,,,6.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,,,2.0,1.0,,,3.0,,,4.0,,,2.0,,,,2.0,1.0,,,
10388367,home,FC Bayern München,Serge Gnabry,serge-gnabry,S. Gnabry,M,7,176,19183,M,sergegnabry,187433,EUR,805680000,M,7,7,False,,31.0,26.0,,,7.0,8.0,23.0,1.0,,,,,81.0,44.0,6.7,10.0,0.6867,0.7292,0.14164,4,,,19.0,,,,3.0,2.0,4.0,2.0,,,,,,,1.0,,,,3.0,,1.0,,2.0,1.0,,,,1.0,2.0,,,,
