match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_wonContest,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,player_firstName,player_lastName,stat_goals,stat_savedShotsFromInsideTheBox,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot
14025066,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,1,1,False,23.0,15.0,16.0,8.0,0.0,9.0,12.0,6.0,11.0,1.0,5.0,1.0,2.0,1.0,90.0,29.0,6.9,9.0,0.00252405,-0.0006,0,-0.873,0.12,0.01,-0.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025066,home,Arsenal,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21624,M,jurrientimber,958959,EUR,992736000,D,12,12,False,56.0,44.0,5.0,1.0,1.0,20.0,23.0,24.0,33.0,4.0,4.0,1.0,,,90.0,75.0,6.5,18.0,0.0395251,,3,,0.14,0.24,-0.19,,1.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,0.4997,1.0,-0.54,,,,,,,,,,,,,,,,,,,,,
14025066,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,2,2,False,66.0,63.0,3.0,2.0,0.0,36.0,38.0,27.0,28.0,1.0,3.0,,,,90.0,71.0,6.6,3.0,0.00785198,,0,,0.26,0.09,-0.17,,,,3.0,,,,,,,,,,,2.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
14025066,home,Arsenal,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184,30788,M,pierohincapie,1002837,EUR,1010534400,D,5,5,False,37.0,34.0,6.0,3.0,0.0,20.0,20.0,14.0,17.0,3.0,5.0,,,,88.0,48.0,6.6,5.0,0.0052511,,0,,0.16,0.03,-0.14,,,2.0,4.0,1.0,1.0,,,1.0,,1.0,,,,1.0,,4.0,1.0,1.0,,,,,,,,,,,,,,,,
14025066,home,Arsenal,Riccardo Calafiori,riccardo-calafiori,R. Calafiori,D,33,188,24414,M,richycala,957602,EUR,1021766400,D,33,33,False,29.0,27.0,1.0,,0.0,13.0,14.0,14.0,15.0,7.0,3.0,,,,89.0,50.0,6.8,9.0,0.0266823,,1,,0.12,0.06,-0.18,,2.0,3.0,2.0,1.0,1.0,,1.0,3.0,,1.0,0.0748,,-0.3,,,1.0,3.0,3.0,,1.0,,,,,,,,,,,,,,
14025066,home,Arsenal,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26245,M,martin_zubimendi,966837,EUR,917913600,M,36,36,False,60.0,49.0,3.0,2.0,0.0,25.0,28.0,24.0,32.0,6.0,3.0,1.0,,,90.0,76.0,6.3,16.0,0.013968,,1,,0.03,0.09,-0.37,,,3.0,5.0,1.0,1.0,,,1.0,1.0,2.0,0.0462,1.0,0.0,1.0,,4.0,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,
14025066,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,57.0,47.0,9.0,3.0,1.0,24.0,26.0,23.0,31.0,6.0,6.0,,,,90.0,77.0,7.7,17.0,0.384747,,1,,0.7,0.09,-0.07,,7.0,2.0,4.0,,,1.0,,,2.0,2.0,0.2617,3.0,-0.39,1.0,1.0,3.0,4.0,2.0,,,,,2.0,1.0,1.0,0.0939,,,,,,,,
14025066,home,Arsenal,Bukayo Saka,bukayo-saka,B. Saka,F,7,178,182271,M,BSaka7,934235,EUR,999648000,M,7,7,False,32.0,24.0,3.0,,0.0,9.0,11.0,15.0,21.0,7.0,8.0,4.0,,,90.0,61.0,6.9,15.0,0.0933155,,3,,0.29,0.35,-0.05,,3.0,,4.0,1.0,2.0,,1.0,2.0,2.0,1.0,0.1119,2.0,0.03,1.0,,1.0,3.0,,,,,,1.0,,2.0,0.4822,True,,,,,,,
14025066,home,Arsenal,Eberechi Eze,eberechi-eze,E. Eze,F,10,178,55840,M,eze,864921,EUR,899078400,M,10,10,False,26.0,21.0,2.0,1.0,0.0,7.0,7.0,14.0,19.0,7.0,4.0,2.0,,,90.0,47.0,10.0,7.0,0.365249,,6,,-0.15,0.54,-0.07,,,,3.0,1.0,3.0,,2.0,2.0,,,0.656,1.0,1.0,1.0,1.0,,2.0,1.0,,3.0,,,,1.0,4.0,1.7158,,,,3.0,,,,
14025066,home,Arsenal,Leandro Trossard,leandro-trossard,L. Trossard,F,19,172,31477,M,leandrotrossard,135666,EUR,786499200,M,19,19,False,23.0,11.0,2.0,,1.0,2.0,3.0,9.0,20.0,4.0,5.0,2.0,,,78.0,39.0,7.8,17.0,0.0835152,,1,,0.3,0.14,-0.05,,1.0,,6.0,,4.0,,,,1.0,,0.2156,2.0,0.51,2.0,,,2.0,1.0,,,,,1.0,,1.0,0.859,,,,1.0,,,,
