match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_wonTackle,stat_expectedGoalsOnTarget,stat_totalCross,stat_penaltyConceded,stat_accurateCross,stat_totalOffside,stat_goals,player_sofascoreId,captain,stat_bigChanceMissed,stat_punches,stat_errorLeadToAShot
14065123,home,VfB Stuttgart,Deniz Undav,,,deniz-undav,D. Undav,F,26,179,7593,M,794298,EUR,837734400,F,26,26,False,24.0,15.0,2.0,,0.0,2.0,4.0,13.0,20.0,3.0,,,3.0,1.0,,,,,,,90.0,33.0,8.1,11.0,0.271213,,4.0,3,,0.03,0.59,-0.02,,5.0,1.0,5.0,,,,,,,1.0,,,0.8439,0.57,,3.0,1.0,1.0,1.1264,,,,3.0,1.0,denizundav,True,1.0,,
14065123,home,VfB Stuttgart,Angelo Stiller,,,stiller-angelo,A. Stiller,M,6,183,7426,M,901882,EUR,986342400,M,6,6,True,20.0,18.0,2.0,1.0,0.0,6.0,6.0,12.0,14.0,2.0,,1.0,2.0,1.0,,,,,,,28.0,29.0,6.9,5.0,0.179193,,1.0,0,,0.16,0.14,-0.01,,,,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,3.0,,1.0,,,,,,,
14065123,home,VfB Stuttgart,Lorenz Assignon,,,lorenz-assignon,L. Assignon,M,22,179,649,M,1009334,EUR,961632000,D,22,22,True,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,1.0,,1.0,,,,,,,,,28.0,14.0,6.5,4.0,0.0007439,,,1,,-0.09,0.12,0.18,,1.0,1.0,4.0,,1.0,,,,,,,2.0,0.0515,-0.04,1.0,,2.0,,,1.0,,,,,,,,,
14065123,home,VfB Stuttgart,Bilal El Khannouss,Bilal,El Khannouss,bilal-el-khannouss,B. E. Khannouss,M,11,180,25244,M,1126569,EUR,1084147200,M,11,11,True,8.0,4.0,1.0,1.0,0.0,1.0,3.0,3.0,5.0,2.0,,,1.0,,,,,,,,18.0,10.0,6.7,4.0,0.00175527,,,1,,-0.15,0.2,-0.03,,,1.0,,,,,,,,1.0,,,0.0288,-0.2,,1.0,,,0.0117,,,,,,bilalekns_34,,,,
14065123,home,VfB Stuttgart,Tiago Tomás,,,tiago-tomas,T. Tomás,F,8,180,1353,M,983540,EUR,1024185600,F,8,8,True,7.0,5.0,1.0,,0.0,1.0,1.0,4.0,6.0,2.0,,1.0,3.0,1.0,,,,,,,18.0,13.0,6.7,2.0,0.00175739,,,0,,-0.01,0.05,0.2,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14065123,home,VfB Stuttgart,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,True,5.0,5.0,1.0,1.0,0.0,4.0,4.0,1.0,1.0,3.0,,4.0,1.0,1.0,,,,,,,15.0,11.0,7.0,,0.00012247,,,0,,0.01,0.0,0.18,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
14065123,home,VfB Stuttgart,Fabian Bredlow,,,fabian-bredlow,F. Bredlow,G,1,191,219,M,152463,EUR,794102400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065123,home,VfB Stuttgart,Ramon Hendriks,,,ramon-hendriks,R. Hendriks,D,3,189,435,M,916943,EUR,995414400,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065123,home,VfB Stuttgart,Atakan Karazor,,,atakan-karazor,A. Karazor,M,16,190,1082,M,801030,EUR,845164800,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065123,home,VfB Stuttgart,Badredine Bouanani,Badredine Bouanani,,badredine-bouanani,B. Bouanani,M,27,177,10055,M,1153265,EUR,1102464000,F,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bouanani,,,,
14065123,away,1. FSV Mainz 05,Robin Zentner,,,robin-zentner,R. Zentner,G,27,193,298,M,174345,EUR,783302400,G,27,27,False,44.0,20.0,31.0,7.0,0.0,14.0,16.0,6.0,28.0,,,1.0,10.0,,,3.0,,6.0,,,90.0,52.0,7.5,24.0,0.0238881,1.0482,,0,0.2488,0.26,0.05,-0.24,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
14065123,away,1. FSV Mainz 05,Danny da Costa,,,danny-da-costa,D. Costa,D,21,186,305,M,97926,EUR,742521600,D,21,21,False,26.0,21.0,6.0,3.0,0.0,9.0,10.0,12.0,16.0,2.0,,7.0,4.0,1.0,,,,,,,90.0,43.0,6.9,8.0,0.18318,,1.0,3,,0.3,0.17,-0.14,,1.0,1.0,2.0,,,1.0,,1.0,,,,,0.1287,0.12,1.0,1.0,,,0.1584,2.0,,1.0,,,,,1.0,,
14065123,away,1. FSV Mainz 05,Stefan Bell,,,stefan-bell,S. Bell,D,16,192,142,M,106662,EUR,682992000,D,16,16,False,22.0,13.0,8.0,1.0,0.0,11.0,13.0,2.0,9.0,2.0,,5.0,2.0,1.0,,,,,,,87.0,37.0,5.9,10.0,0.00140762,,1.0,0,,0.09,0.01,-0.12,,6.0,1.0,8.0,,,,,,2.0,,1.0,3.0,,,,,3.0,,,,,,1.0,,,,,,
14065123,away,1. FSV Mainz 05,Dominik Kohr,,,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,D,31,31,False,29.0,20.0,10.0,2.0,0.0,18.0,20.0,2.0,9.0,,,2.0,4.0,,,,,,,,67.0,36.0,5.8,10.0,0.0006024,,,0,,0.02,0.01,-0.17,,2.0,,6.0,1.0,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,1.0
14065123,away,1. FSV Mainz 05,Phillipp Mwene,,,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,M,2,2,False,19.0,14.0,3.0,1.0,0.0,7.0,8.0,7.0,11.0,6.0,,1.0,2.0,3.0,,,,,,,90.0,42.0,6.8,10.0,0.0287118,,,1,,-0.04,0.09,0.23,,1.0,,3.0,,,3.0,2.0,,1.0,1.0,1.0,1.0,0.0526,-0.3,1.0,,,1.0,,2.0,,,,,,,,,
14065123,away,1. FSV Mainz 05,Nadiem Amiri,,,nadiem-amiri,N. Amiri,M,10,180,2793,M,327755,EUR,846374400,M,10,10,False,56.0,46.0,8.0,3.0,0.0,26.0,28.0,20.0,28.0,5.0,1.0,1.0,6.0,,,,,,,,90.0,82.0,7.3,21.0,0.148969,,1.0,3,,0.31,0.05,-0.11,,,,4.0,,3.0,2.0,1.0,1.0,,4.0,2.0,,0.827,0.31,1.0,1.0,3.0,3.0,0.838,3.0,,1.0,,1.0,,,,,
14065123,away,1. FSV Mainz 05,Kaishu Sano,,,kaishu-sano,K. Sano,M,6,176,2306,M,1028307,EUR,978134400,M,6,6,False,34.0,27.0,4.0,1.0,0.0,12.0,14.0,15.0,20.0,4.0,,1.0,5.0,,,,,,,,90.0,42.0,6.7,9.0,0.00833397,,,0,,0.01,0.17,-0.02,,,3.0,2.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,
14065123,away,1. FSV Mainz 05,Silvan Widmer,,,silvan-widmer,S. Widmer,M,30,182,532,M,157377,EUR,731289600,M,30,30,False,14.0,11.0,3.0,2.0,0.0,9.0,9.0,2.0,5.0,4.0,,2.0,1.0,3.0,,,,,,,81.0,32.0,6.8,9.0,0.0852348,,,1,,0.12,-0.03,-0.04,,3.0,1.0,3.0,,,,,,,,1.0,,0.0241,-0.24,1.0,,,,,2.0,,,,,,True,,,
14065123,away,1. FSV Mainz 05,Paul Nebel,,,paul-nebel,P. Nebel,F,8,169,1155,M,980621,EUR,1034208000,F,8,8,False,29.0,21.0,2.0,,0.0,9.0,12.0,12.0,17.0,3.0,,,7.0,,,,,,,,90.0,50.0,6.2,19.0,0.0762278,,1.0,0,,-0.17,0.02,-0.14,,,,5.0,2.0,1.0,3.0,2.0,,,1.0,3.0,1.0,,,,,,,,7.0,,1.0,,,,,,,
14065123,away,1. FSV Mainz 05,Jae-sung Lee,,,jae-sung-lee,J. Lee,F,7,180,2646,M,537552,EUR,713404800,F,7,7,False,14.0,10.0,2.0,,0.0,6.0,7.0,4.0,7.0,5.0,,1.0,5.0,1.0,,,,,,,87.0,24.0,6.5,6.0,0.00690461,,,1,,-0.11,0.06,0.13,,2.0,1.0,4.0,1.0,,,,,,3.0,2.0,1.0,0.2694,-0.6,1.0,,1.0,1.0,,,,,3.0,,,,,,
14065123,away,1. FSV Mainz 05,Benedict Hollerbach,,,benedict-hollerbach,B. Hollerbach,F,17,181,519,M,975800,EUR,990057600,F,17,17,False,8.0,5.0,,,0.0,3.0,3.0,2.0,5.0,2.0,,1.0,1.0,1.0,,,,,,,67.0,22.0,6.7,10.0,0.235319,,1.0,1,,0.35,0.23,-0.01,,3.0,,8.0,1.0,3.0,2.0,1.0,1.0,,,2.0,,0.0132,0.01,,,,,,2.0,,1.0,,,,,,,
14065123,away,1. FSV Mainz 05,Andreas Hanche-Olsen,,,andreas-hanche-olsen,A. Hanche-Olsen,D,25,185,370,M,794294,EUR,853459200,D,25,25,True,17.0,13.0,,,0.0,12.0,13.0,1.0,4.0,3.0,,1.0,,,,,,,,,23.0,19.0,6.5,5.0,0.0012153,,,0,,0.01,0.0,-0.17,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065123,away,1. FSV Mainz 05,Armindo Sieb,,,armindo-sieb,A. Sieb,F,11,180,600,M,1005834,EUR,1045440000,F,11,11,True,5.0,3.0,1.0,1.0,0.0,,,3.0,5.0,2.0,,,1.0,,,,,,,,23.0,12.0,6.5,4.0,0.00765863,,2.0,2,,-0.04,0.02,0.0,,,1.0,4.0,,2.0,1.0,1.0,1.0,,,,2.0,0.1039,-0.17,1.0,,,,,1.0,,1.0,1.0,,,,,,
14065123,away,1. FSV Mainz 05,Nikolas Veratschnig,Nikolas Veratschnig,,nikolas-veratschnig,N. Veratschnig,D,22,178,239,M,1138150,EUR,1043366400,D,22,22,True,5.0,3.0,,,0.0,2.0,3.0,1.0,2.0,,,,1.0,,,,,,,,9.0,9.0,6.5,2.0,0.00358616,,,1,,-0.02,,-0.01,,1.0,,1.0,,,,,,,,,,0.0357,-0.21,1.0,,,,,,,,,,,,,,
14065123,away,1. FSV Mainz 05,Arnaud Nordin,,,nordin-arnaud,A. Nordin,M,70,170,380,M,848458,EUR,900633600,F,9,9,True,2.0,1.0,,,0.0,,,1.0,2.0,,,,,,,,,,,,11.0,3.0,6.5,2.0,0.00120271,,,0,,-0.01,0.01,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
14065123,away,1. FSV Mainz 05,Nelson Weiper,Nelson Weiper,,nelson-weiper,N. Weiper,F,44,192,1136,M,1152505,EUR,1111017600,F,44,44,True,2.0,1.0,,,0.0,,,1.0,2.0,1.0,,,,,,,,,,,11.0,3.0,6.5,2.0,0.00011854,,,0,,0.02,-0.15,0.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
14065123,away,1. FSV Mainz 05,Lasse Riess,,,lasse-riess,L. Riess,G,1,191,83,M,1069252,EUR,996192000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065123,away,1. FSV Mainz 05,Sota Kawasaki,,,sota-kawasaki,S. Kawasaki,M,24,171,441,M,1028306,EUR,996451200,M,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065123,away,1. FSV Mainz 05,Lennard Maloney,,,lennard-maloney,L. Maloney,M,15,187,256,M,893962,EUR,939340800,M,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065123,away,1. FSV Mainz 05,Ben Justus Bobzien,,,ben-justus-bobzien,B. J. Bobzen,F,20,174,165,M,1134525,EUR,1051574400,F,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
