match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_totalCross,stat_totalContest,stat_wonContest,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_totalOffside,stat_challengeLost,player_sofascoreId,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12476536,home,Watford,Jonathan Bond,jonathan-bond,J. Bond,G,31,193.0,73,M,94743,EUR,737769600.0,G,23,23,False,27.0,25.0,6.0,5.0,0.0,22.0,24.0,3.0,3.0,1.0,1.0,2.0,90.0,30.0,7.4,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476536,home,Watford,Matthew Pollock,matthew-pollock,M. Pollock,D,6,190.0,154,M,959208,EUR,1001635200.0,D,6,6,False,83.0,68.0,12.0,6.0,0.0,37.0,40.0,31.0,43.0,6.0,,,90.0,92.0,8.7,15.0,1,True,1.0,6.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
12476536,home,Watford,Francisco Sierralta,francisco-sierralta,F. Sierralta,D,4,192.0,1146,M,805096,EUR,862876800.0,D,3,3,False,77.0,70.0,4.0,2.0,0.0,51.0,54.0,19.0,23.0,,,,76.0,86.0,7.1,8.0,2,,3.0,1.0,6.0,3.0,,,,2.0,,,,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
12476536,home,Watford,James Morris,james-morris,J. Morris,D,3,183.0,41,M,1004344,EUR,1006473600.0,D,22,22,False,68.0,59.0,9.0,5.0,0.0,30.0,31.0,29.0,39.0,5.0,,,90.0,83.0,7.3,13.0,0,,1.0,1.0,2.0,3.0,,,,,1.0,1.0,,1.0,1.0,,,,,2.0,,,,2.0,1.0,1.0,,,,,,,,,
12476536,home,Watford,Ryan Andrews,andrews-ryan,R. Andrews,D,2,170.0,136,M,1461597,EUR,1093478400.0,M,45,45,False,30.0,20.0,4.0,2.0,1.0,9.0,12.0,11.0,19.0,3.0,,,90.0,44.0,7.2,13.0,2,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,2.0,,,,,Ryan Andrews,,1.0,,,,,,,,,,,
12476536,home,Watford,Thomas Ince,thomas-ince,T. Ince,M,7,178.0,145,M,122663,EUR,696729600.0,M,7,7,False,28.0,25.0,2.0,1.0,1.0,7.0,7.0,20.0,27.0,4.0,,,90.0,53.0,10.0,12.0,6,,,,3.0,3.0,,4.0,3.0,,,2.0,2.0,,5.0,2.0,,,,2.0,1.0,,,6.0,2.0,,2.0,1.0,1.0,1.0,,,,,
12476536,home,Watford,Tom Dele-Bashiru,tom-dele-bashiru,T. Dele-Bashiru,M,15,185.0,385,M,904845,EUR,937526400.0,M,24,24,False,52.0,49.0,,,0.0,21.0,23.0,28.0,29.0,6.0,,,76.0,65.0,7.3,7.0,3,,,,1.0,1.0,,2.0,,,1.0,1.0,1.0,,,1.0,,,,2.0,,,,,,,,1.0,,,,,,,
12476536,home,Watford,Ken Sema,ken-sema,K. Sema,M,12,177.0,578,M,319847,EUR,749347200.0,M,12,12,False,21.0,17.0,1.0,1.0,0.0,9.0,10.0,9.0,15.0,7.0,,,61.0,36.0,7.1,10.0,0,,,1.0,2.0,3.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,2.0,,,,4.0,,,1.0,1.0,,,,,,,
12476536,home,Watford,Imrân Louza,imran-louza,I. Louza,M,10,178.0,3404,M,965943,EUR,925516800.0,F,10,10,False,86.0,75.0,7.0,4.0,0.0,34.0,37.0,44.0,52.0,14.0,,,90.0,103.0,7.8,16.0,2,,,,2.0,2.0,,,,,1.0,,,,5.0,1.0,1.0,,,3.0,2.0,,,3.0,,,3.0,1.0,,,1.0,,,,
12476536,home,Watford,Rocco Vata,rocco-vata,R. Vata,F,11,184.0,549,M,1149235,EUR,1113782400.0,F,11,11,False,24.0,22.0,4.0,2.0,0.0,7.0,8.0,16.0,20.0,2.0,,,62.0,43.0,7.3,9.0,5,,,,2.0,3.0,,3.0,,,,2.0,1.0,,,1.0,1.0,,,3.0,,Rocco Vata,,4.0,1.0,1.0,1.0,1.0,,,1.0,,,,
