match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_dispossessed,stat_wonTackle,stat_totalCross,stat_onTargetScoringAttempt,stat_keyPass,stat_outfielderBlock,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalAssist,stat_hitWoodwork,stat_goals
10886838,home,Ebbsfleet United,Mark Cousins,mark-cousins,M. Cousins,G,185.0,7,M,16324,EUR,537148800,G,1,1,False,23.0,16.0,12.0,7.0,15.0,19.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,14.0,1.0,1.0,1.0,1.0,90.0,41.0,6.6,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886838,home,Ebbsfleet United,Luke O'Neill,luke-oneill,L. O'Neill,D,183.0,2,M,372328,EUR,682646400,D,2,2,False,50.0,44.0,8.0,6.0,26.0,29.0,18.0,21.0,1.0,7.0,3.0,1.0,2.0,2.0,2.0,,,,89.0,74.0,6.8,10.0,0,Luke,O'Neill,2,1.0,5.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10886838,home,Ebbsfleet United,Chris Solly,chris-solly,C. Solly,D,173.0,4,M,40691,EUR,664329600,D,20,20,False,33.0,29.0,7.0,4.0,22.0,23.0,7.0,10.0,,2.0,,,1.0,4.0,1.0,,,,54.0,41.0,6.8,6.0,0,,,,1.0,2.0,,2.0,1.0,1.0,,True,1.0,1.0,,,,,,,,,,,,,,,
10886838,home,Ebbsfleet United,Haydn Hollis,haydn-hollis,H. Hollis,D,193.0,20,M,108311,EUR,719020800,D,26,26,False,37.0,21.0,8.0,2.0,15.0,20.0,6.0,17.0,2.0,5.0,,,4.0,7.0,,,,,90.0,53.0,6.6,19.0,0,,,26,1.0,4.0,1.0,3.0,3.0,2.0,2.0,,,3.0,,,,,,,,,,,,,,,
10886838,home,Ebbsfleet United,Omari Sterling-James,omari-sterling-james,O. Sterling-James,M,177.0,10,M,583204,EUR,748051200,M,7,7,False,17.0,14.0,1.0,,9.0,10.0,5.0,8.0,,6.0,3.0,1.0,,3.0,4.0,,,,77.0,30.0,6.7,8.0,1,,,,,4.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10886838,home,Ebbsfleet United,Christian N'Guessan,christian-nguessan,C. N'Guessan,M,176.0,10,M,864456,EUR,908841600,M,8,8,False,25.0,24.0,1.0,1.0,12.0,13.0,12.0,12.0,,2.0,,,1.0,4.0,1.0,,,,77.0,35.0,6.9,3.0,0,,,8,,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,
10886838,home,Ebbsfleet United,Toby Edser,toby-edser,T. Edser,M,174.0,7,M,858937,EUR,920160000,M,17,17,False,28.0,21.0,5.0,2.0,5.0,6.0,16.0,22.0,1.0,4.0,2.0,1.0,1.0,2.0,,,,,89.0,42.0,6.6,10.0,1,,,8,1.0,5.0,2.0,,2.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,
10886838,home,Ebbsfleet United,Greg Cundle,greg-cundle,G. Cundle,M,182.0,3,M,803178,EUR,858816000,M,15,15,False,40.0,32.0,2.0,,8.0,10.0,24.0,31.0,1.0,6.0,2.0,,3.0,4.0,1.0,,,,90.0,62.0,7.3,15.0,0,,,,,4.0,1.0,1.0,4.0,3.0,,,1.0,2.0,1.0,,4.0,1.0,,1.0,,,,,,,,,
10886838,home,Ebbsfleet United,Craig Tanner,craig-tanner,C. Tanner,M,171.0,10,M,372366,EUR,783216000,F,10,10,False,42.0,35.0,5.0,2.0,14.0,15.0,22.0,30.0,,6.0,1.0,,,6.0,4.0,,,,90.0,60.0,7.0,11.0,2,Craig,Tanner,27,1.0,4.0,,2.0,2.0,,1.0,,1.0,1.0,3.0,,1.0,,1.0,,1.0,1.0,,,,,,,
10886838,home,Ebbsfleet United,Dominic Poleon,dominic-poleon,D. Poleon,F,190.0,31,M,254715,EUR,747360000,F,14,14,False,10.0,7.0,,,3.0,4.0,4.0,7.0,,3.0,4.0,1.0,,1.0,1.0,,,,90.0,26.0,6.7,11.0,4,,,14,,5.0,,,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,,,1.0,,,1.0,1.0,,,,,,
10886838,home,Ebbsfleet United,Rakish Bingham,rakish-bingham,R. Bingham,F,184.0,18,M,371400,EUR,751507200,F,9,9,False,27.0,18.0,3.0,2.0,4.0,7.0,14.0,20.0,,3.0,3.0,1.0,,1.0,1.0,,,,90.0,39.0,6.9,14.0,1,,,9,2.0,7.0,1.0,2.0,1.0,3.0,2.0,,,1.0,,1.0,2.0,,,,,,,,,,,,
10886838,home,Ebbsfleet United,Joe Martin,joe-martin,J. Martin,D,183.0,1,M,36453,EUR,596764800,D,3,3,True,16.0,14.0,3.0,2.0,8.0,8.0,6.0,8.0,2.0,3.0,,,2.0,1.0,,,,,36.0,27.0,6.8,5.0,0,,,,1.0,2.0,,4.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,
10886838,home,Ebbsfleet United,Kieran Monlouis,kieran-monlouis,K. Monlouis,M,,2,M,878207,EUR,829526400,M,23,23,True,6.0,4.0,1.0,,,1.0,4.0,5.0,1.0,2.0,2.0,1.0,,1.0,,,,,13.0,13.0,6.3,8.0,0,,,23,,3.0,,,,5.0,2.0,,,,,,,,,,,,,,,,,,
10886838,home,Ebbsfleet United,Darren McQueen,darren-mcqueen,D. McQueen,F,174.0,9,M,595202,EUR,799891200,M,11,11,True,6.0,5.0,,,3.0,3.0,2.0,3.0,,3.0,,,1.0,,2.0,,,,13.0,12.0,6.9,1.0,0,Darren,McQueen,11,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,
10886838,home,Ebbsfleet United,Sido Jombati,sido-jombati,S. Jombati,D,182.0,8,,126518,EUR,556416000,D,6,6,True,5.0,4.0,,,2.0,3.0,2.0,2.0,,2.0,,,,2.0,,,,,8.0,8.0,6.9,1.0,0,,,,,,,1.0,2.0,,1.0,,,2.0,,,,,,,,,,,,,,,
10886838,home,Ebbsfleet United,Franklin Domi,franklin-domi,F. Domi,D,,1,M,1006327,EUR,959126400,D,16,16,True,1.0,,,,,,,1.0,,,,,,,,,,,8.0,3.0,6.2,2.0,1,,,16,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,
