match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_lastName,stat_aerialLost,stat_wonContest,stat_keyPass,captain,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,player_sofascoreId,stat_hitWoodwork,stat_errorLeadToAShot,stat_errorLeadToAGoal,stat_penaltyFaced,stat_penaltyConceded
14065167,home,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,24.0,21.0,6.0,3.0,0.0,21.0,23.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,90.0,29.0,7.2,3.0,5.419e-05,30.461701016455,6.0,1.155,2.835,0.3026,0,0.1017,0.03,0.01,0.36,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065167,home,RB Leipzig,Kosta Nedeljković,kosta-nedeljkovic,K. Nedeljković,D,19,184,2309,M,1152923,EUR,1134691200,D,19,19,False,46.0,41.0,3.0,2.0,0.0,22.0,25.0,21.0,1.0,1.0,2.0,,,,90.0,62.0,6.9,10.0,0.0490071,115.93420219918,16.0,77.7,16.275,,0,,0.18,-0.25,0.2,,Kosta Nedeljkovic,19.0,4.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065167,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,62.0,55.0,6.0,2.0,0.0,41.0,42.0,20.0,7.0,10.0,3.0,,,,90.0,78.0,8.2,7.0,0.0153371,145.16112026724,18.0,-7.14,20.685,,0,,0.29,0.04,0.69,,,14.0,,,1.0,,,8.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14065167,home,RB Leipzig,Castello Lukeba,castello-lukeba,C. Lukeba,D,23,184,2734,M,976421,EUR,1040083200,D,23,23,False,75.0,63.0,11.0,5.0,0.0,40.0,42.0,33.0,2.0,7.0,5.0,,,,90.0,93.0,7.8,13.0,0.0145626,107.0639861093,16.0,46.095,23.73,,0,,0.34,0.04,0.38,,,23.0,,,3.0,,2.0,4.0,1.0,3.0,2.0,1.0,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14065167,home,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,D,22,22,False,46.0,30.0,8.0,3.0,0.0,14.0,21.0,25.0,1.0,5.0,6.0,,,,67.0,80.0,7.9,21.0,0.487984,50.344146788274,9.0,23.1,7.665,,1,,0.65,-0.04,-0.02,,,16.0,4.0,2.0,10.0,,5.0,4.0,,1.0,2.0,2.0,,2.0,,4.0,2.0,3.0,True,1.0,2.0,1.0,1.0,0.7884,0.8612,0.32,,,,,,,,,,,
14065167,home,RB Leipzig,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2738,M,825956,EUR,933465600,M,14,14,False,30.0,18.0,3.0,2.0,2.0,6.0,7.0,23.0,1.0,3.0,4.0,,,,67.0,39.0,8.3,13.0,0.240339,40.239227573881,7.0,12.705,8.295,,2,,0.15,0.16,0.18,,,12.0,,,,,,1.0,1.0,,1.0,,1.0,,,,,2.0,,,1.0,1.0,1.0,1.1014,0.9945,0.3,1.0,1.0,1.0,,,,,,,,
14065167,home,RB Leipzig,Nicolas Seiwald,seiwald-nicolas,N. Seiwald,M,13,179,1528,M,976575,EUR,988934400,M,13,13,False,37.0,31.0,6.0,3.0,1.0,18.0,21.0,16.0,,1.0,6.0,,,,72.0,43.0,7.3,6.0,0.218709,36.829583053718,6.0,20.265,10.5,,0,,0.31,0.04,0.0,,,13.0,,,1.0,,,2.0,,,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
14065167,home,RB Leipzig,Xaver Schlager,xaver-schlager,X. Schlager,M,24,174,1069,M,791079,EUR,875404800,M,24,24,False,45.0,42.0,2.0,2.0,0.0,16.0,17.0,28.0,2.0,8.0,11.0,,,,90.0,68.0,7.3,12.0,0.0695667,145.98097533238,13.0,102.48,24.045,,1,,0.25,0.31,0.23,,,26.0,,,6.0,1.0,4.0,1.0,,2.0,4.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,0.0527,,0.0,1.0,4.0,,,,,,,,,
14065167,home,RB Leipzig,Yan Diomande,yan-diomande,Y. Diomande,F,49,180,20986,M,2087085,EUR,1163462400,F,49,49,False,31.0,28.0,,,0.0,9.0,10.0,21.0,,6.0,5.0,,,,87.0,51.0,10.0,11.0,0.0594343,214.55576128131,21.0,139.755,23.415,,3,,0.28,0.37,-0.09,,Yan Diomande,19.0,,,7.0,1.0,8.0,,,,1.0,,1.0,,,,4.0,1.0,,2.0,,3.0,3.0,1.0364,1.9101,1.0,,2.0,,,,,,,,,
14065167,home,RB Leipzig,Conrad Harder,harder-conrad,C. Harder,F,11,186,4734,M,1494826,EUR,1112832000,F,11,11,False,12.0,8.0,,,1.0,2.0,5.0,7.0,4.0,6.0,1.0,,,,67.0,29.0,8.6,11.0,0.349072,83.332945777874,8.0,39.585,27.405,,4,,0.57,0.14,0.14,,,6.0,,,4.0,,1.0,1.0,,1.0,,,2.0,1.0,,2.0,,2.0,,,1.0,2.0,1.0,0.6313,0.3372,0.42,1.0,6.0,,2.0,1.0,,,,,,
