match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_errorLeadToAGoal,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_fouls,stat_penaltyMiss,stat_totalCross,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_goals,stat_penaltyConceded,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_penaltyWon,stat_totalOffside,player_firstName,player_lastName,stat_penaltySave
10388522,home,Bayer 04 Leverkusen,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190,2547,M,15219,EUR,627868800,G,1,1,False,True,24.0,16.0,11.0,4.0,15.0,18.0,1.0,6.0,1.0,9.0,1.0,4.0,1.0,4.0,90.0,35.0,6.6,8.0,0.0,0.0,0.00173061,0,-0.7169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388522,home,Bayer 04 Leverkusen,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191,9920,M,973437,EUR,978566400,D,6,6,False,,35.0,31.0,1.0,1.0,14.0,17.0,17.0,18.0,4.0,2.0,,,,,45.0,45.0,6.1,4.0,0.0,0.0,0.0131347,0,,odilonkossounou,4.0,6.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388522,home,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,,72.0,68.0,6.0,4.0,49.0,50.0,19.0,22.0,3.0,7.0,,,,,90.0,82.0,6.4,6.0,0.0407,0.0,0.027488,1,,jonatah,3.0,3.0,1.0,,,5.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10388522,home,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,False,,84.0,71.0,3.0,2.0,48.0,56.0,23.0,28.0,9.0,9.0,,,,,90.0,101.0,6.6,13.0,0.8144,0.9865,0.0283768,2,,edmondtapsoba,9.0,9.0,,,,5.0,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10388522,home,Bayer 04 Leverkusen,Daley Sinkgraven,daley-sinkgraven,D. Sinkgraven,D,24,179,225,M,377206,EUR,804816000,D,22,22,False,,41.0,33.0,6.0,1.0,13.0,17.0,20.0,25.0,1.0,3.0,,,,,55.0,60.0,6.5,11.0,0.0348,0.0,0.127241,1,,,1.0,3.0,,,,2.0,5.0,1.0,1.0,,,,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10388522,home,Bayer 04 Leverkusen,Kerem Demirbay,kerem-demirbay,K. Demirbay,M,26,185,2108,M,142619,EUR,741657600,M,10,10,False,,51.0,43.0,7.0,4.0,18.0,20.0,27.0,39.0,,7.0,,,,,84.0,74.0,6.7,15.0,0.2203,0.0,0.085052,4,,,,5.0,1.0,1.0,,2.0,7.0,2.0,,,,2.0,3.0,4.0,,8.0,1.0,1.0,,,3.0,1.0,2.0,1.0,,,,,,,,,,
10388522,home,Bayer 04 Leverkusen,Robert Andrich,robert-andrich,R. Andrich,M,8,189,3316,M,168903,EUR,780192000,M,8,8,False,,61.0,49.0,3.0,,20.0,24.0,30.0,38.0,2.0,8.0,,,,,90.0,75.0,6.9,13.0,0.0,0.0,0.110527,0,,,3.0,6.0,,,,3.0,4.0,,,,,,2.0,1.0,,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
10388522,home,Bayer 04 Leverkusen,Nadiem Amiri,nadiem-amiri,N. Amiri,M,10,180,2793,M,327755,EUR,846374400,M,11,11,False,,27.0,26.0,1.0,1.0,11.0,12.0,15.0,15.0,,,,,,,55.0,46.0,7.5,6.0,0.2143,0.6776,0.215956,3,,,1.0,7.0,6.0,4.0,,1.0,5.0,,,,2.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,
10388522,home,Bayer 04 Leverkusen,Amine Adli,amine-adli,A. Adli,F,21,174,17615,M,991478,EUR,957916800,F,21,21,False,,38.0,26.0,1.0,1.0,11.0,13.0,16.0,29.0,,3.0,,,,,80.0,60.0,6.8,20.0,0.0,0.0,0.369191,0,,amine_ad10,1.0,8.0,2.0,2.0,,2.0,3.0,,,,,,1.0,1.0,,4.0,,1.0,1.0,3.0,4.0,4.0,1.0,,,1.0,,,,,,,,
10388522,home,Bayer 04 Leverkusen,Sardar Azmoun,sardar-azmoun,S. Azmoun,F,20,186,7715,M,150998,EUR,788918400,F,9,9,False,,19.0,16.0,1.0,1.0,10.0,11.0,6.0,8.0,3.0,6.0,,,,,90.0,36.0,6.9,10.0,0.3709,0.0,0.108429,2,,sardarazmoun,,2.0,2.0,,,4.0,9.0,,,1.0,,2.0,,1.0,,,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,2.0,,,
10388522,home,Bayer 04 Leverkusen,Callum Hudson-Odoi,callum-hudson-odoi,C. Hudson-Odoi,M,7,177,9217,M,867442,EUR,973555200,F,17,17,False,,14.0,12.0,4.0,2.0,1.0,1.0,11.0,14.0,,1.0,,,,,45.0,24.0,6.6,7.0,0.1025,0.0632,0.016337,2,,Calteck10,,2.0,3.0,1.0,,1.0,3.0,,,,1.0,1.0,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,
