match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_outfielderBlock,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_goals,stat_wasFouled,stat_goodHighClaim,stat_punches
13473369,home,Botafogo,John Victor,john-victor,John,G,12,197,3318,M,840103,EUR,824169600,G,12,12,False,26.0,24.0,6.0,4.0,0.0,24.0,24.0,2.0,1.0,9.0,1.0,1.0,2.0,2.0,90.0,34.0,6.6,2.0,0.0002298,0,-0.6177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473369,home,Botafogo,Vitinho,vitinho,Vitinho,D,2,175,3615,M,914477,EUR,932688000,D,2,2,False,29.0,24.0,3.0,1.0,0.0,11.0,13.0,16.0,4.0,5.0,2.0,1.0,,,88.0,52.0,6.7,10.0,0.0128372,0,,13.0,4.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
13473369,home,Botafogo,Jair,jair-paula,Jair,D,23,198,2965,M,1170722,EUR,1110153600,D,32,32,False,56.0,51.0,3.0,2.0,0.0,38.0,40.0,16.0,5.0,2.0,2.0,1.0,,,90.0,65.0,6.7,6.0,0.00643047,0,,13.0,,,2.0,2.0,1.0,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
13473369,home,Botafogo,Alexander Barboza,alexander-barboza,A. Barboza,D,20,193,2577,M,801044,EUR,795312000,D,20,20,False,64.0,52.0,11.0,4.0,0.0,27.0,30.0,34.0,6.0,6.0,3.0,3.0,,,90.0,82.0,6.8,15.0,0.0157954,2,,25.0,,2.0,3.0,7.0,1.0,6.0,3.0,1.0,1.0,1.0,,1.0,1.0,2.0,0.0368,,,,,,,,,,,,,,,,
13473369,home,Botafogo,Cuiabano,cuiabano,Cuiabano,D,6,179,2699,M,1160554,EUR,1045353600,D,66,66,False,26.0,22.0,2.0,1.0,0.0,6.0,8.0,18.0,1.0,,1.0,,,,90.0,51.0,6.8,14.0,0.127013,2,,16.0,9.0,1.0,,2.0,,1.0,2.0,3.0,,,,,1.0,1.0,0.2069,Cuiabano,,3.0,1.0,1.0,0.3748,2.0,,,,,,,,,
13473369,home,Botafogo,Gregore,gregore,Gregore,M,26,181,1634,M,840276,EUR,762566400,M,26,26,False,53.0,49.0,2.0,2.0,0.0,20.0,20.0,33.0,6.0,4.0,4.0,4.0,,,63.0,62.0,6.9,4.0,0.0401918,0,,29.0,,2.0,2.0,7.0,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
13473369,home,Botafogo,Marlon Freitas,marlon-freitas,M. Freitas,M,17,185,3107,M,840202,EUR,796262400,M,17,17,False,84.0,78.0,16.0,12.0,0.0,25.0,25.0,59.0,3.0,4.0,3.0,2.0,,,90.0,94.0,7.7,8.0,0.171841,0,,53.0,2.0,,,1.0,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,3.0,True,2.0,,,,,,,
13473369,home,Botafogo,Artur,artur,Artur,M,7,168,3069,M,841128,EUR,887500800,M,7,7,False,32.0,29.0,1.0,1.0,1.0,5.0,5.0,27.0,3.0,4.0,,,,,88.0,53.0,7.5,13.0,0.332239,1,,24.0,8.0,1.0,,5.0,2.0,,,2.0,1.0,4.0,3.0,1.0,,,0.0192,,,2.0,,,,4.0,,,1.0,1.0,,,,,
13473369,home,Botafogo,Jefferson Savarino,jefferson-savarino,J. Savarino,M,10,169,6802,M,874739,EUR,847670400,M,10,10,False,49.0,37.0,7.0,3.0,1.0,8.0,10.0,39.0,,5.0,,,,,90.0,68.0,8.6,20.0,0.314474,7,,29.0,7.0,,,1.0,,,,2.0,,1.0,,4.0,,,0.3813,,,3.0,1.0,3.0,0.7364,5.0,,,,,savarino10,1.0,,,
13473369,home,Botafogo,Matheus Martins,matheus-martins,M. Martins,F,11,179,1836,M,1106779,EUR,1058313600,M,11,11,False,31.0,27.0,1.0,1.0,0.0,6.0,7.0,24.0,6.0,8.0,3.0,3.0,,,81.0,48.0,6.9,11.0,0.0561382,1,,21.0,1.0,2.0,,6.0,,,1.0,3.0,1.0,3.0,1.0,,,1.0,0.1965,Matheus Martins,,,1.0,1.0,0.8041,1.0,,,,,,,2.0,,
