match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,playerName,reason,rescinded,player_id,player_name,length,confirmed,from
12765148,FT,1.0,4.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
12765148,,,,,90,4.0,,1,,,substitution,123214203.0,True,True,injury,,,,,,,,
12765148,,,,,90,3.0,,1,,,card,121664996.0,,False,yellow,Roberto Lopes,Foul,False,147138.0,Roberto Lopes,,,
12765148,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,4.0,,
12765148,,,,,74,,,17,,,substitution,123214130.0,False,True,regular,,,,,,,,
12765148,,,,,73,,,18,,,substitution,123214129.0,False,True,regular,,,,,,,,
12765148,,,,,73,,,18,,,substitution,123214133.0,False,False,regular,,,,,,,,
12765148,,,,,73,,,18,,,substitution,123214132.0,False,False,regular,,,,,,,,
12765148,,,,,73,,,18,,,substitution,123214131.0,False,False,regular,,,,,,,,
12765148,,,,,66,,,25,,,substitution,123214068.0,False,False,regular,,,,,,,,
12765148,,,,,60,,,31,,,substitution,123214041.0,False,False,regular,,,,,,,,
12765148,,,,,60,,,31,,,substitution,123214040.0,False,True,regular,,,,,,,,
12765148,,1.0,4.0,,53,,,38,,,goal,189137082.0,,False,regular,,,,204272.0,Graham Burke,,,
12765148,,1.0,3.0,,48,,,43,,,goal,189136894.0,,True,regular,,,,994982.0,Chris Gallagher,,,
12765148,HT,0.0,3.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
12765148,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,2.0,,
12765148,,,,,37,,,9,,,card,121664844.0,,True,yellow,Tomas Cosgrove,Foul,False,242593.0,Tomas Cosgrove,,,
12765148,,,,,32,,,14,,,varDecision,28952.0,,False,goalNotAwarded,,,,204272.0,Graham Burke,,False,
12765148,,0.0,3.0,,30,,,16,,,goal,189135058.0,,False,ownGoal,,,,242593.0,Tomas Cosgrove,,,owngoal
12765148,,,,,27,,,19,,,card,121664833.0,,True,yellow,Sean Graham,Persistent fouling,False,1000782.0,Sean Graham,,,
12765148,,0.0,2.0,,24,,,22,,,goal,189134522.0,,False,regular,,,,1116315.0,Johnny Kenny,,,
12765148,,0.0,1.0,,3,,,43,,,goal,189133593.0,,False,regular,,,,993936.0,Joshua Honohan,,,
