match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_fouls,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_goals,captain,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_bigChanceMissed
12437553,home,Rayo Vallecano,Augusto Batalla,augusto-batalla,A. Batalla,G,13,186.0,1488,M,358910,EUR,830822400,G,13,13,False,38.0,19.0,25.0,6.0,0.0,15.0,17.0,4.0,21.0,1.0,8.0,1.0,2.0,90.0,45.0,6.2,19.0,0.00110223,0,-1.0363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437553,home,Rayo Vallecano,Andrei Rațiu,andrei-ratiu,A. Rațiu,D,2,183.0,8158,M,965031,EUR,898300800,D,2,2,False,52.0,45.0,1.0,1.0,1.0,28.0,30.0,18.0,23.0,3.0,15.0,,,90.0,88.0,7.5,14.0,0.0646325,1,,Sonic,1.0,1.0,1.0,6.0,10.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,0.0159,2.0,,,,,,,,,,,,,
12437553,home,Rayo Vallecano,Florian Lejeune,florian-lejeune,F. Lejeune,D,24,190.0,1047,M,88528,EUR,674697600,D,24,24,False,69.0,57.0,12.0,5.0,0.0,39.0,45.0,18.0,25.0,6.0,7.0,,,90.0,88.0,7.4,13.0,0.00685294,2,,,1.0,,7.0,3.0,10.0,,,,,,1.0,3.0,3.0,1.0,,,0.0511,,3.0,1.0,2.0,1.0,0.0283,,,,,,,,
12437553,home,Rayo Vallecano,Aridane Hernández,aridane-hernandez,A. Hernández,D,15,186.0,254,M,41013,EUR,606614400,D,5,5,False,48.0,42.0,4.0,1.0,0.0,32.0,35.0,10.0,13.0,14.0,6.0,,,90.0,63.0,6.9,7.0,0.00320201,0,,,,,5.0,2.0,5.0,,,,,,,,,,1.0,,,1.0,,,,2.0,,,,,,,,,
12437553,home,Rayo Vallecano,Josep Chavarría,josep-chavarria,J. Chavarría,D,3,174.0,630,M,1010421,EUR,892166400,D,3,3,False,45.0,37.0,8.0,5.0,0.0,18.0,20.0,19.0,28.0,2.0,6.0,,,90.0,64.0,6.5,15.0,0.025775,0,,,3.0,,,5.0,3.0,,1.0,1.0,1.0,,,,1.0,1.0,3.0,1.0,,1.0,2.0,,,2.0,,,,,,,,,
12437553,home,Rayo Vallecano,Pathé Ismaël Ciss,ismaila-ciss,P. I. Ciss,M,6,183.0,4735,M,913679,EUR,763776000,M,6,6,False,35.0,32.0,5.0,2.0,0.0,18.0,18.0,14.0,17.0,2.0,5.0,,,76.0,51.0,7.2,5.0,0.0122672,1,,,,,2.0,2.0,5.0,,,1.0,,,1.0,3.0,3.0,2.0,,,0.0533,,1.0,,,,,,,,,,,,
12437553,home,Rayo Vallecano,Pedro Díaz,pedro-diaz,P. Díaz,M,4,180.0,572,M,900669,EUR,897004800,M,4,4,False,34.0,29.0,4.0,3.0,0.0,8.0,10.0,22.0,31.0,1.0,5.0,,,76.0,54.0,7.2,14.0,0.127323,2,,,7.0,1.0,,5.0,3.0,3.0,,1.0,,,,,1.0,1.0,1.0,2.0,0.0451,,1.0,1.0,,1.0,0.0831,,,1.0,1.0,,,,
12437553,home,Rayo Vallecano,Jorge de Frutos,jorge-de-frutos,J. de Frutos,M,19,173.0,1878,M,900003,EUR,849312000,M,19,19,False,21.0,14.0,2.0,,0.0,6.0,10.0,8.0,13.0,1.0,2.0,,,76.0,39.0,5.9,20.0,0.00805442,1,,,2.0,,1.0,10.0,4.0,3.0,,5.0,,,,,,,6.0,3.0,0.0398,,1.0,,,1.0,,,,1.0,,,,,
12437553,home,Rayo Vallecano,Óscar Trejo,oscar-trejo,Ó. Trejo,M,8,177.0,550,M,21949,EUR,578016000,M,8,8,False,22.0,18.0,2.0,,0.0,4.0,4.0,14.0,20.0,,2.0,,,62.0,41.0,6.7,13.0,0.0382993,2,,,2.0,,,11.0,2.0,3.0,4.0,3.0,2.0,,,,,,1.0,,0.3044,,1.0,2.0,,3.0,0.553,,,,1.0,,,,
12437553,home,Rayo Vallecano,Álvaro García,alvaro-garcia,Á. García,M,18,168.0,1132,M,345111,EUR,720144000,M,18,18,False,29.0,22.0,4.0,2.0,1.0,6.0,9.0,17.0,23.0,3.0,3.0,,,90.0,44.0,7.0,11.0,0.10208,1,,,3.0,1.0,,2.0,1.0,1.0,,,,,,,1.0,,2.0,,0.0541,1.0,1.0,1.0,,,0.1583,,,,,True,,,
