match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_totalOffside,stat_dispossessed,captain,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_accurateCross,stat_lastManTackle,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed,stat_goals
14065078,home,1. FSV Mainz 05,Robin Zentner,robin-zentner,R. Zentner,G,27,193,298,M,174345,EUR,783302400,G,27,27,False,39.0,20.0,25.0,6.0,0.0,16.0,17.0,4.0,22.0,2.0,8.0,1.0,1.0,2.0,2.0,2.0,90.0,47.0,6.1,19.0,0.00984774,0.0751,0,-0.5506,0.14,0.02,-0.02,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065078,home,1. FSV Mainz 05,Danny da Costa,danny-da-costa,D. Costa,D,21,186,305,M,97926,EUR,742521600,D,21,21,False,54.0,41.0,12.0,5.0,0.0,21.0,21.0,20.0,33.0,4.0,7.0,,,,,,90.0,72.0,6.7,17.0,0.0133349,,0,,0.14,0.15,-0.12,,1.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14065078,home,1. FSV Mainz 05,Stefan Bell,stefan-bell,S. Bell,D,16,192,142,M,106662,EUR,682992000,D,16,16,False,8.0,5.0,4.0,2.0,0.0,3.0,3.0,2.0,5.0,3.0,2.0,,,,,,15.0,11.0,6.4,3.0,0.00045526,,0,,0.03,0.0,-0.03,,,1.0,4.0,1.0,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,
14065078,home,1. FSV Mainz 05,Dominik Kohr,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,D,31,31,False,55.0,46.0,6.0,5.0,0.0,21.0,23.0,25.0,32.0,1.0,4.0,,,,,,90.0,76.0,8.3,10.0,0.17015,,2,,0.46,0.26,-0.04,,,3.0,4.0,16.0,1.0,2.0,2.0,3.0,1.0,1.0,7.0,,1.0,5.0,1.0,1.0,1.0,1.0,0.0813,-0.11,,,,,,,,,,,,,,
14065078,home,1. FSV Mainz 05,Anthony Caci,anthony-caci,A. Caci,M,19,184,357,M,846471,EUR,867715200,M,19,19,False,44.0,33.0,8.0,4.0,0.0,11.0,14.0,22.0,30.0,1.0,4.0,,,,,,75.0,73.0,7.0,19.0,0.0422956,,0,,0.23,0.16,-0.09,,3.0,,2.0,4.0,1.0,,2.0,1.0,,,1.0,1.0,2.0,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,
14065078,home,1. FSV Mainz 05,Kaishu Sano,kaishu-sano,K. Sano,M,6,176,2306,M,1028307,EUR,978134400,M,6,6,False,45.0,37.0,5.0,3.0,0.0,14.0,16.0,23.0,29.0,3.0,6.0,,,,,,90.0,68.0,7.2,16.0,0.0460315,,0,,0.34,0.32,0.52,,3.0,4.0,7.0,6.0,1.0,1.0,3.0,2.0,2.0,3.0,,,,4.0,,,,,,,1.0,2.0,,,,,,,,,,,,
14065078,home,1. FSV Mainz 05,Nadiem Amiri,nadiem-amiri,N. Amiri,M,10,180,2793,M,327755,EUR,846374400,M,10,10,False,48.0,41.0,5.0,3.0,0.0,12.0,12.0,29.0,36.0,1.0,6.0,,,,,,90.0,75.0,7.3,18.0,0.080231,,4,,0.41,0.49,-0.01,,4.0,,8.0,5.0,1.0,,,2.0,,2.0,,3.0,,,5.0,3.0,2.0,2.0,0.1926,-0.38,,2.0,True,,,,,,,,,,,
14065078,home,1. FSV Mainz 05,Phillipp Mwene,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,M,2,2,False,28.0,19.0,3.0,,0.0,6.0,7.0,13.0,21.0,1.0,3.0,,,,,,75.0,47.0,6.4,14.0,0.136603,,1,,0.29,0.09,-0.07,,4.0,,3.0,,1.0,,,,,,,1.0,2.0,,,,1.0,,0.2196,-0.51,,1.0,,,,,,,,,,,,
14065078,home,1. FSV Mainz 05,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,380,M,848458,EUR,900633600,F,9,9,False,28.0,23.0,,,0.0,6.0,8.0,17.0,20.0,,2.0,,,,,,75.0,38.0,7.1,11.0,0.287554,,3,,0.18,0.41,-0.06,,1.0,2.0,5.0,1.0,1.0,,,,,3.0,,1.0,1.0,1.0,,,2.0,,0.1591,0.09,1.0,1.0,,1.0,1.0,0.3273,,,,,,,,
14065078,home,1. FSV Mainz 05,William Bøving,william-boving,W. Bøving,M,14,176,768,M,1021075,EUR,1046476800,F,14,14,False,18.0,11.0,2.0,1.0,0.0,3.0,3.0,8.0,15.0,,3.0,,,,,,65.0,31.0,6.1,15.0,0.0110074,,1,,-0.16,0.1,0.0,,3.0,2.0,3.0,,,,,,,4.0,,,,,,,1.0,,0.0223,-0.08,,1.0,,,,,,,,,,,,
