match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_fouls,stat_totalCross,stat_shotOffTarget,stat_outfielderBlock,player_firstName,player_lastName,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,stat_bigChanceCreated,captain,stat_goalAssist,stat_bigChanceMissed,player_sofascoreId,stat_totalOffside,stat_hitWoodwork
11067545,home,Internacional,John Victor,john-victor,John,G,12,197,3318,M,840103,EUR,824169600,G,31,31,False,14.0,12.0,6.0,4.0,12.0,12.0,2.0,6.0,3.0,4.0,1.0,1.0,90.0,24.0,7.2,2.0,0.0,0.0,7.794e-05,0,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067545,home,Internacional,Fabricio Bustos,fabricio-bustos,F. Bustos,D,16,167,800,M,850023,EUR,830649600,D,16,16,False,50.0,40.0,5.0,2.0,18.0,24.0,26.0,6.0,,,,,90.0,62.0,7.2,10.0,0.0,0.0,0.100673,0,,22.0,1.0,1.0,1.0,6.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
11067545,home,Internacional,Vitão,vitao,Vitão,D,44,185,3503,M,876625,EUR,949449600,D,44,44,False,26.0,24.0,2.0,2.0,14.0,14.0,12.0,2.0,,,,,45.0,30.0,6.5,2.0,0.0,0.0,0.00857581,0,,10.0,2.0,3.0,3.0,3.0,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
11067545,home,Internacional,Nicolás Hernández,nicolas-hernandez,N. Hernández,D,22,180,256,M,887155,EUR,885081600,D,22,22,False,46.0,42.0,12.0,9.0,27.0,30.0,17.0,7.0,,,,,90.0,55.0,7.2,5.0,0.0446,0.0,0.0038702,1,,15.0,1.0,2.0,2.0,4.0,,,4.0,,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11067545,home,Internacional,Renê,rene,Renê,D,6,174,1464,M,243113,EUR,716428800,D,6,6,False,75.0,60.0,11.0,7.0,17.0,19.0,61.0,5.0,,,,,90.0,113.0,7.1,26.0,0.1078,0.0,0.0903469,1,,43.0,,2.0,3.0,9.0,2.0,2.0,1.0,1.0,2.0,,3.0,,1.0,5.0,,,,,1.0,1.0,1.0,3.0,,,,,,,,,,
11067545,home,Internacional,Rômulo Zwarg,romulo,R. Zwarg,M,23,182,491,M,989384,EUR,951868800,M,40,40,False,32.0,28.0,,,12.0,13.0,19.0,5.0,,,,,90.0,44.0,7.2,7.0,0.5927,0.9657,0.0313159,2,,16.0,2.0,,7.0,5.0,2.0,1.0,2.0,,2.0,1.0,2.0,,2.0,,1.0,,,,2.0,,,2.0,1.0,1.0,,,,,,,,
11067545,home,Internacional,Campanharo,campanharo,Campanharo,M,,178,121,M,220094,EUR,702345600,M,17,17,False,27.0,23.0,,,14.0,17.0,10.0,3.0,,,,,60.0,34.0,6.1,5.0,0.0,0.0,0.0037863,0,,9.0,,,6.0,1.0,,,,,,,1.0,,1.0,,,1.0,,,5.0,,,1.0,,,,,,,,,,
11067545,home,Internacional,Pedro Henrique,pedro-henrique,P. Henrique,M,7,179,1742,M,219190,EUR,645580800,M,28,28,False,20.0,15.0,,,4.0,5.0,21.0,3.0,,,,,89.0,42.0,6.8,15.0,0.0339,0.0,0.0879585,1,,13.0,2.0,,12.0,6.0,6.0,2.0,,,3.0,2.0,1.0,2.0,3.0,6.0,1.0,,,,2.0,1.0,,1.0,,,2.0,1.0,,,,,,
11067545,home,Internacional,Alan Patrick,alan-patrick,A. Patrick,M,10,177,6630,M,124997,EUR,674092800,M,10,10,False,46.0,35.0,3.0,2.0,5.0,5.0,42.0,4.0,,,,,90.0,71.0,6.1,22.0,0.0476,0.0,0.118856,2,,30.0,,1.0,9.0,7.0,6.0,3.0,1.0,,,,3.0,2.0,,1.0,1.0,,,,1.0,5.0,1.0,1.0,,,,,True,,,,,
11067545,home,Internacional,Wanderson,wanderson,Wanderson,M,94,175,1923,M,247483,EUR,781401600,M,11,11,False,26.0,19.0,1.0,,3.0,5.0,24.0,2.0,,,,,77.0,39.0,7.2,13.0,0.5809,0.8863,0.0455927,1,,16.0,,,5.0,3.0,3.0,2.0,,,,,1.0,1.0,,3.0,,,,,2.0,2.0,,,1.0,1.0,,,,,,,,
11067545,home,Internacional,Luiz Adriano,luiz-adriano,L. Adriano,F,,183,435,M,39438,EUR,545184000,F,9,9,False,14.0,11.0,2.0,,2.0,3.0,11.0,2.0,,,,,77.0,27.0,6.9,6.0,0.1772,0.4419,0.589988,1,,9.0,1.0,,3.0,4.0,,,1.0,2.0,1.0,,3.0,1.0,2.0,,,,,,1.0,,,3.0,1.0,,,1.0,,1.0,1.0,,,
11067545,home,Internacional,Rodrigo Moledo,rodrigo-moledo,R. Moledo,D,4,188,216,M,72080,EUR,562291200,D,4,4,True,16.0,14.0,1.0,,8.0,9.0,7.0,,,,,,45.0,21.0,6.6,2.0,0.0,0.0,0.00296299,0,,6.0,2.0,,2.0,1.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
11067545,home,Internacional,Matheus Dias,dias-matheus,Matheus Dias,M,6,187,234,M,1020610,EUR,1020902400,M,41,41,True,8.0,8.0,1.0,1.0,2.0,2.0,6.0,1.0,,,,,30.0,12.0,6.6,,0.0,0.0,0.0105455,0,,6.0,,2.0,2.0,2.0,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
11067545,home,Internacional,Jean Dias,jean-dias,J. Dias,F,7,170,112,M,1047201,EUR,656553600,F,38,38,True,7.0,6.0,,,2.0,2.0,6.0,1.0,,,,,13.0,13.0,6.9,1.0,0.15,0.0,0.0176692,2,,5.0,2.0,,2.0,2.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,
11067545,home,Internacional,Lucca,lucca,L. Holanda,F,99,180,616,M,1199435,EUR,1049241600,F,45,45,True,2.0,2.0,,,1.0,1.0,1.0,,,,,,13.0,5.0,6.6,,0.0,0.0,0.00472842,0,,1.0,,,2.0,3.0,,,,,1.0,,2.0,,,,,,Lucca,,2.0,,,,,,,,,,,,,
11067545,home,Internacional,Lucas Ramos,lucas-ramos,L. Ramos,M,16,173,132,M,990170,EUR,978480000,M,15,15,True,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,0.0,0.0,4.596e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067545,home,Internacional,Keiller,keiller,Keiller,G,18,193,462,M,840082,EUR,846547200,G,1,1,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067545,home,Internacional,Igor Gomes,igor-gomes,I. Gomes,D,25,186,325,M,997023,EUR,983836800,D,21,21,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067545,home,Internacional,Thauan Lara,thauan-lara,Thauan Lara,D,16,176,170,M,1116956,EUR,1074729600,D,36,36,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,Thauan Lara,,,,,,,,,,,,,,,
11067545,home,Internacional,Gabriel Barros,barros-gabriel,G. Barros,M,7,182,180,M,1020259,EUR,1003968000,F,42,42,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
