match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,captain,stat_shotOffTarget,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_punches,player_sofascoreId
11369465,home,Mallorca,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192,2732,M,188107,EUR,815097600,G,1,1,False,29.0,19.0,20.0,10.0,11.0,12.0,8.0,17.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,37.0,6.9,10.0,0.00130516,0,-0.1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369465,home,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173,2206,M,788216,EUR,868665600,D,15,15,False,16.0,12.0,2.0,1.0,5.0,5.0,8.0,15.0,7.0,1.0,2.0,1.0,,,,,,90.0,53.0,6.1,19.0,0.0191154,0,,4.0,1.0,5.0,3.0,14.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,
11369465,home,Mallorca,Giovanni González,giovanni-gonzalez,G. González,D,20,175,319,M,590404,EUR,780019200,D,20,20,False,36.0,31.0,3.0,2.0,14.0,14.0,17.0,22.0,15.0,4.0,6.0,2.0,,,,,,90.0,61.0,7.9,6.0,0.413926,2,,,,4.0,5.0,6.0,1.0,,2.0,1.0,5.0,7.0,3.0,,,,1.0,1.0,2.0,0.0278,1.0,,,,,,,,,,,
11369465,home,Mallorca,Antonio Raíllo,antonio-raillo,A. Raíllo,D,21,186,793,M,807116,EUR,686880000,D,21,21,False,65.0,57.0,9.0,5.0,28.0,32.0,29.0,33.0,8.0,,6.0,,,,,,,90.0,72.0,7.4,8.0,0.584877,3,,,,8.0,6.0,9.0,1.0,,,,1.0,2.0,2.0,,,,,1.0,1.0,0.0705,1.0,True,2.0,,,,,,,,,
11369465,home,Mallorca,José Copete,jose-copete,J. Copete,D,3,190,437,M,913695,EUR,939513600,D,6,6,False,48.0,38.0,6.0,2.0,24.0,26.0,14.0,22.0,6.0,1.0,6.0,2.0,,,,,,90.0,61.0,6.7,12.0,0.00438529,0,,,,1.0,3.0,4.0,,,,,3.0,1.0,,2.0,3.0,,,,,,,,,,,,,,,,,
11369465,home,Mallorca,Toni Lato,toni-lato,T. Lato,D,3,173,265,M,828239,EUR,880070400,D,3,3,False,41.0,33.0,4.0,,9.0,14.0,25.0,34.0,3.0,3.0,4.0,1.0,,,,,,80.0,68.0,7.0,15.0,0.115397,0,,7.0,1.0,,,2.0,1.0,,2.0,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,
11369465,home,Mallorca,Antonio Sánchez,antonio-sanchez,A. Sánchez,M,6,179,256,M,949722,EUR,861667200,M,18,18,False,25.0,12.0,3.0,1.0,2.0,6.0,11.0,20.0,4.0,,3.0,1.0,,,,,,70.0,43.0,6.5,20.0,0.0885843,2,,1.0,1.0,,2.0,7.0,1.0,2.0,3.0,1.0,1.0,,,2.0,2.0,,,,,0.058,1.0,,2.0,,,,,,,,,
11369465,home,Mallorca,Manu Morlanes,manu-morlanes,M. Morlanes,M,8,178,430,M,826004,EUR,916099200,M,8,8,False,48.0,39.0,2.0,1.0,10.0,13.0,29.0,37.0,1.0,,7.0,,,,,,,70.0,55.0,6.7,12.0,0.100815,0,,2.0,,,,3.0,3.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,
11369465,home,Mallorca,Samú Costa,samuel-costa,S. Costa,M,12,183,1427,M,988351,EUR,975283200,M,12,12,False,40.0,29.0,6.0,4.0,14.0,15.0,15.0,25.0,9.0,,4.0,3.0,,,,,,65.0,60.0,7.0,18.0,0.0165384,2,,,,1.0,2.0,9.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,0.0737,1.0,,2.0,,,,,,,,,
11369465,home,Mallorca,Dani Rodríguez,dani-rodriguez,D. Rodríguez,M,9,177,524,M,349526,EUR,581558400,M,14,14,False,39.0,32.0,3.0,1.0,6.0,8.0,29.0,41.0,6.0,,5.0,2.0,,,,,,90.0,72.0,6.5,25.0,0.146879,0,,10.0,3.0,1.0,2.0,12.0,,4.0,5.0,1.0,,1.0,,2.0,4.0,,,,,,3.0,,,,,,,,,,,
11369465,home,Mallorca,Cyle Larin,cyle-larin,C. Larin,F,9,187,1609,M,790179,EUR,798076800,F,17,17,False,10.0,7.0,,,2.0,2.0,5.0,9.0,6.0,,2.0,,,,,,,90.0,32.0,6.4,11.0,0.0041145,7,,1.0,,,3.0,5.0,1.0,,2.0,1.0,,2.0,,4.0,3.0,,,,,1.5484,2.0,,2.0,,,4.0,5.0,1.0,2.2667,,,
11369465,home,Mallorca,Sergi Darder,sergi-darder,S. Darder,M,10,180,979,M,110783,EUR,756518400,M,10,10,True,7.0,4.0,1.0,,2.0,2.0,3.0,7.0,3.0,,4.0,3.0,,,,,,25.0,15.0,6.8,6.0,0.13459,0,,2.0,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,
11369465,home,Mallorca,Omar Mascarell,omar-mascarell,O. Mascarell,M,5,181,553,M,255999,EUR,728611200,M,5,5,True,10.0,9.0,,,3.0,3.0,6.0,7.0,3.0,,,1.0,,,,,,20.0,16.0,6.7,1.0,0.00147152,0,,,,3.0,1.0,4.0,,,1.0,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,
11369465,home,Mallorca,Abdón Prats,abdon-prats,A. Prats,F,9,181,325,M,146852,EUR,724550400,F,9,9,True,3.0,2.0,1.0,1.0,,,2.0,3.0,2.0,,,,,,,,,20.0,10.0,7.3,4.0,0.245353,1,,,,,1.0,3.0,,1.0,2.0,1.0,,,,1.0,1.0,,,1.0,,0.0448,1.0,,,,,,1.0,,0.0486,1.0,,
