match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_challengeLost,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_keyPass,stat_interceptionWon,stat_accurateCross,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_lastManTackle,stat_errorLeadToAShot
12764496,home,Sporting CP,Franco Israel,franco-israel,F. Israel,G,81,189,2256,M,1084846,EUR,956361600,G,1,1,False,31.0,28.0,5.0,2.0,0.0,27.0,27.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,90.0,36.0,7.1,3.0,0.00018366,0,0.3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764496,home,Sporting CP,Zeno Debast,zeno-debast,Z. Debast,D,6,191,3316,M,1126512,EUR,1066867200,D,6,6,False,66.0,59.0,6.0,3.0,0.0,47.0,50.0,12.0,16.0,,5.0,,4.0,,,,90.0,74.0,7.9,8.0,0.00730389,1,,,,2.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,0.0164,0.2715,,,,,,,,,,,,,,,,,,,
12764496,home,Sporting CP,Ousmane Diomande,diomande-ousmane,O. Diomande,D,26,190,4998,M,1394342,EUR,1070496000,D,26,26,False,65.0,61.0,3.0,1.0,0.0,47.0,48.0,14.0,17.0,2.0,3.0,1.0,5.0,,,,90.0,67.0,6.8,4.0,0.00599519,0,,Ousmane,Diomande,2.0,,,,,,1.0,1.0,,,ousdiomande,1.0,,,,,,,,,,,,,,,,,
12764496,home,Sporting CP,Gonçalo Inácio,goncalo-inacio,G. Inácio,D,25,186,6701,M,1001196,EUR,998697600,D,25,25,False,15.0,14.0,1.0,,0.0,13.0,13.0,1.0,2.0,,4.0,,1.0,,,,13.0,19.0,7.0,1.0,0.00024009,0,,Gonçalo,Inácio,,,,,4.0,3.0,,,,,goncaloinacio_25,,,,,,,,,,,,,,,,,,
12764496,home,Sporting CP,Geovany Quenda,geovany-quenda,G. Quenda,M,7,172,12866,M,1403165,EUR,1177891200,M,57,57,False,23.0,17.0,2.0,,0.0,11.0,12.0,6.0,12.0,,3.0,1.0,5.0,,,,73.0,39.0,6.9,10.0,0.011778,3,,Geovany,Quenda,2.0,,,,,,2.0,,0.1761,,GeoQuenda07,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,
12764496,home,Sporting CP,Morten Hjulmand,hjulmand-morten,M. Hjulmand,M,42,185,4430,M,859917,EUR,930268800,M,42,42,False,52.0,44.0,3.0,,0.0,27.0,29.0,17.0,23.0,,5.0,1.0,6.0,,,,90.0,62.0,6.9,8.0,0.0714577,1,,Morten,Hjulmand,4.0,,,,3.0,1.0,2.0,1.0,0.0109,,,2.0,,,,,,1.0,,True,1.0,2.0,,,,,,,
12764496,home,Sporting CP,Hidemasa Morita,hidemasa-morita,H. Morita,M,5,177,3110,M,926560,EUR,800064000,M,5,5,False,24.0,19.0,,,0.0,15.0,19.0,4.0,5.0,,,1.0,5.0,,,,45.0,30.0,6.6,5.0,0.00815197,1,,Hidemasa,Morita,1.0,,,,,,,1.0,0.0273,,,,,,,,1.0,,,,,,1.0,,,,,,
12764496,home,Sporting CP,Geny Catamo,geny-catamo,G. Catamo,M,10,172,11085,M,1001140,EUR,980467200,M,21,21,False,26.0,24.0,,,0.0,13.0,14.0,13.0,16.0,,2.0,,4.0,,,,90.0,44.0,6.8,10.0,0.344659,1,,,,4.0,,,,1.0,1.0,1.0,1.0,0.1363,,,1.0,4.0,,3.0,,1.0,,2.0,,,1.0,,2.0,,,,,
12764496,home,Sporting CP,Francisco Trincão,francisco-trincao,F. Trincão,F,17,184,11957,M,830431,EUR,946425600,F,17,17,False,27.0,22.0,,,0.0,9.0,12.0,14.0,17.0,1.0,5.0,,5.0,,,,88.0,47.0,6.9,10.0,0.0496457,2,,Francisco,Trincão,7.0,,,,,,3.0,3.0,0.1122,,trincao,,2.0,,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,
12764496,home,Sporting CP,Pedro Gonçalves,pedro-goncalves,P. Gonçalves,F,8,173,8291,M,895764,EUR,898992000,F,8,8,False,32.0,24.0,1.0,1.0,1.0,10.0,12.0,14.0,21.0,,6.0,,3.0,,,,90.0,50.0,7.4,14.0,0.0979223,4,,,,7.0,2.0,,,4.0,3.0,1.0,2.0,0.6786,0.529,pedroogoncalves28,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,1.0,3.0,,,1.0,,,,
