match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_aerialLost,stat_lastManTackle,stat_penaltyConceded,stat_fouls,stat_wonTackle,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_goals,stat_wonContest,stat_bigChanceMissed,player_sofascoreId,stat_hitWoodwork,stat_outfielderBlock,stat_totalOffside,stat_savedShotsFromInsideTheBox
14065699,home,Le Havre,Mory Diaw,mory-diaw,M. Diaw,G,99,197.0,3450,M,580226,EUR,740707200,G,99,99,False,31.0,22.0,13.0,5.0,0.0,18.0,22.0,4.0,9.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,40.0,6.5,9.0,0.00081583,0.0209,1.0,0,-0.4537,0.0,0.01,-0.25,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065699,home,Le Havre,Loic Négo,loic-nego,L. Négo,D,7,179.0,819,M,54308,EUR,663897600,D,7,7,False,63.0,51.0,5.0,1.0,0.0,24.0,25.0,27.0,38.0,,5.0,7.0,,3.0,,,,,,90.0,92.0,7.0,17.0,0.170975,,1.0,2,,0.35,0.11,-0.35,,,,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0422,0.2212,0.26,,,,,,,,,,,,,,,,
14065699,home,Le Havre,Arouna Sangante,arouna-sangante,A. Sangante,D,93,189.0,741,M,1035988,EUR,1018569600,D,93,93,False,88.0,81.0,5.0,1.0,0.0,53.0,55.0,28.0,33.0,3.0,9.0,1.0,,4.0,,,,,,84.0,101.0,6.9,7.0,0.0110288,,1.0,0,,0.17,0.14,0.0,,,,,,4.0,,,,,,,4.0,1.0,2.0,,,,True,1.0,1.0,1.0,4.0,,,,,,,,,,,
14065699,home,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188.0,195,M,287887,EUR,806025600,D,4,4,False,87.0,81.0,2.0,1.0,0.0,58.0,60.0,23.0,27.0,3.0,6.0,2.0,,,,,,,,90.0,95.0,7.5,6.0,0.00794029,,,0,,0.07,0.04,0.65,,,,,,1.0,,,,,,,3.0,2.0,3.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,
14065699,home,Le Havre,Yanis Zouaoui,yanis-zouaoui,Y. Zouaoui,D,18,183.0,294,M,1397882,EUR,893721600,D,18,18,False,63.0,52.0,7.0,4.0,0.0,25.0,28.0,27.0,35.0,1.0,1.0,5.0,,,,,,,,90.0,96.0,6.5,25.0,0.218479,,3.0,1,,0.34,0.16,-0.39,,Yanis Zouaoui,,13.0,2.0,2.0,,,,,,1.0,,1.0,,0.0398,0.1848,0.01,,,,,2.0,,1.0,,,,,,,,,
14065699,home,Le Havre,Ayumu Seko,ayumu-seko,A. Seko,D,15,186.0,730,M,873221,EUR,960336000,M,15,15,False,40.0,31.0,2.0,2.0,0.0,18.0,19.0,13.0,21.0,,1.0,2.0,,,,,,,,90.0,45.0,6.3,11.0,0.0346586,,,1,,-0.12,0.37,-0.08,,,,1.0,,4.0,,,,,1.0,,,1.0,1.0,0.0211,,-0.09,,2.0,,,2.0,,1.0,,,,,,,,,
14065699,home,Le Havre,Fodé Doucouré,fode-doucoure,F. Doucouré,M,13,172.0,1282,M,1035695,EUR,981158400,M,13,13,False,23.0,21.0,1.0,1.0,0.0,5.0,5.0,16.0,18.0,,2.0,2.0,,,,,,,,63.0,37.0,8.7,7.0,0.524585,,3.0,4,,0.72,0.1,-0.1,,,,5.0,2.0,2.0,,,1.0,2.0,1.0,2.0,,1.0,2.0,0.1729,0.2343,0.58,,1.0,,,,2.0,1.0,1.0,1.0,,,,,,,
14065699,home,Le Havre,Yassine Kechta,yassine-kechta,Y. Kechta,M,8,166.0,2008,M,1000442,EUR,1014595200,M,8,8,False,27.0,22.0,,,0.0,5.0,5.0,17.0,22.0,,4.0,6.0,,1.0,,,,,,84.0,38.0,6.5,10.0,0.289781,,1.0,0,,-0.1,0.36,-0.13,,,,,,7.0,1.0,2.0,2.0,,,,,1.0,3.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,
14065699,home,Le Havre,Rassoul Ndiaye,rassoul-ndiaye,R. Ndiaye,M,14,179.0,1884,M,992026,EUR,1008028800,M,14,14,False,19.0,18.0,3.0,3.0,0.0,5.0,5.0,13.0,14.0,,1.0,1.0,,1.0,,,,,,63.0,30.0,6.2,6.0,0.00934279,,,1,,0.0,-0.01,-0.2,,,,3.0,,5.0,2.0,1.0,1.0,,,,,,,0.0341,,-0.27,,,,,1.0,,,1.0,,,,,,,,
14065699,home,Le Havre,Issa Soumaré,issa-soumare,I. Soumaré,F,45,182.0,607,M,1001458,EUR,971136000,M,45,45,False,26.0,18.0,1.0,1.0,0.0,7.0,8.0,11.0,18.0,3.0,5.0,1.0,,1.0,,,,,,90.0,42.0,6.6,15.0,0.118087,,1.0,4,,0.09,1.0,-0.16,,,,3.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,1.2228,0.1372,-1.0,,3.0,,,1.0,,2.0,1.0,,1.0,3.0,,,,,
