match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,captain,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_goals,stat_hitWoodwork,stat_penaltyWon
14035880,home,Sint-Truidense VV,Léo Kokubo,,,leo-kokubo,L. Kokubo,G,16,193,966,M,997020,EUR,980208000,G,16,16,False,24.0,21.0,6.0,3.0,0.0,19.0,21.0,2.0,3.0,6.0,1.0,3.0,1.0,3.0,90.0,30.0,7.3,4.0,0.00024296,0.774,0,0.5738,0.01,-0.03,-0.32,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035880,home,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187,193,M,1047163,EUR,1027468800,D,20,20,False,26.0,21.0,2.0,,0.0,11.0,13.0,10.0,13.0,2.0,,,,,59.0,39.0,5.8,8.0,0.0114867,,0,,0.06,0.07,-0.54,,3.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14035880,home,Sint-Truidense VV,Shogo Taniguchi,Shogo,Taniguchi,shogo-taniguchi,S. Taniguchi,D,5,182,732,M,386958,EUR,679536000,D,5,5,False,90.0,77.0,14.0,5.0,0.0,50.0,55.0,27.0,35.0,6.0,,,,,90.0,98.0,5.8,13.0,0.0213416,,1,,0.16,0.17,-0.77,,2.0,1.0,4.0,3.0,,2.0,1.0,1.0,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1516,-0.48,,,,,,,,,,,,,
14035880,home,Sint-Truidense VV,Visar Musliu,Visar,Musliu,visar-musliu,V. Musliu,D,26,186,207,M,134231,EUR,784684800,D,26,26,False,78.0,73.0,11.0,11.0,0.0,39.0,42.0,34.0,36.0,7.0,,,,,90.0,98.0,6.5,6.0,0.0146,,2,,0.26,0.1,-0.6,,6.0,2.0,11.0,7.0,,6.0,4.0,2.0,,,,3.0,2.0,1.0,,1.0,2.0,,0.0367,-0.18,,,,,,,,,,,,,
14035880,home,Sint-Truidense VV,Taiga Hata,,,taiga-hata,T. Hata,M,3,175,259,M,1002356,EUR,1011484800,D,3,3,False,36.0,26.0,4.0,2.0,0.0,11.0,17.0,15.0,19.0,5.0,,,,,69.0,51.0,5.9,12.0,0.0126108,,0,,-0.14,0.05,-0.48,,,3.0,,5.0,,3.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
14035880,home,Sint-Truidense VV,Rihito Yamamoto,,,rihito-yamamoto,R. Yamamoto,M,6,179,455,M,1030211,EUR,1008115200,M,6,6,False,43.0,37.0,2.0,,0.0,11.0,12.0,26.0,31.0,4.0,,,,,90.0,60.0,6.5,11.0,0.0783838,,2,,0.08,0.14,-0.13,,1.0,,1.0,4.0,,2.0,2.0,,3.0,3.0,,,1.0,,,1.0,,,0.2414,-0.34,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
14035880,home,Sint-Truidense VV,Abdoulaye Sissako,,,abdoulaye-sissako,A. Sissako,M,8,186,79,M,846330,EUR,896140800,M,8,8,False,32.0,27.0,1.0,,0.0,16.0,19.0,11.0,13.0,4.0,,,,,59.0,41.0,6.1,7.0,0.00632333,,1,,0.01,0.09,-0.23,,1.0,1.0,5.0,4.0,,,2.0,1.0,1.0,1.0,,,1.0,,,,3.0,,0.0162,-0.09,,,2.0,1.0,,,,,,,,,
14035880,home,Sint-Truidense VV,Robert-Jan Vanwesemael,,,vanwesemael-robert-jan,R. Vanwesemael,M,60,175,67,M,1047164,EUR,1017100800,M,60,60,False,36.0,26.0,2.0,,0.0,7.0,8.0,19.0,28.0,4.0,,,,,90.0,69.0,6.8,25.0,0.318077,,2,,0.29,0.42,-0.13,,2.0,,5.0,4.0,2.0,1.0,1.0,1.0,5.0,2.0,,,1.0,1.0,,2.0,1.0,,0.0327,-0.1,8.0,1.0,1.0,1.0,,1.0,1.0,,,,,,
14035880,home,Sint-Truidense VV,Ryotaro Ito,Ryotaro,Ito,ryotaro-ito,R. Ito,M,13,174,672,M,831697,EUR,886723200,M,13,13,False,60.0,53.0,2.0,2.0,0.0,23.0,23.0,30.0,37.0,1.0,,,,,90.0,82.0,6.6,18.0,0.137583,,4,,0.26,0.18,-0.21,,,,4.0,4.0,1.0,,,,2.0,3.0,,,2.0,,,3.0,1.0,1.0,0.2817,0.12,7.0,2.0,3.0,1.0,1.0,1.0,,1.0,0.4066,,,,
14035880,home,Sint-Truidense VV,Ilias Sebaoui,Ilias Sebaoui,,ilias-sebaoui,I. Sebaoui,M,10,180,683,M,1154586,EUR,1002153600,M,10,10,False,18.0,13.0,2.0,,0.0,6.0,8.0,7.0,10.0,6.0,,,,,76.0,29.0,6.0,13.0,0.00818192,,0,,0.0,0.1,-0.24,,1.0,1.0,9.0,2.0,3.0,,,,2.0,,,2.0,,,,1.0,2.0,1.0,,,1.0,,1.0,,,,,,,,,,
