match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_height,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_challengeLost,captain,stat_totalOffside,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,player_lastName,stat_savedShotsFromInsideTheBox,stat_saves,stat_goals
12134222,home,Ballard FC,Charlie Lanphier,Charlie Lanphier,charlie-lanphier,C. Lanphier,M,13,5,M,1824410,EUR,1057536000,G,30,30,False,18.0,10.0,9.0,2.0,9.0,13.0,1.0,5.0,1.0,1.0,3.0,7.0,1.0,1.0,90.0,27.0,6.4,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134222,home,Ballard FC,Khai Brisco,Khai Brisco,khai-brisco,K. Brisco,D,24,0,M,1824408,EUR,973641600,D,24,24,False,31.0,19.0,5.0,2.0,6.0,9.0,13.0,22.0,4.0,11.0,3.0,11.0,,,90.0,75.0,7.6,29.0,0,173.0,2.0,4.0,1.0,3.0,3.0,6.0,3.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,
12134222,home,Ballard FC,Demian Alvarez,Demian Alvarez,demian-alvarez,D. Alvarez,D,47,0,M,1825771,EUR,1017532800,D,21,21,False,38.0,27.0,7.0,1.0,20.0,27.0,7.0,11.0,2.0,2.0,4.0,5.0,,,90.0,46.0,6.4,12.0,1,,1.0,2.0,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
12134222,home,Ballard FC,Isaac Ketcham,Isaac Ketcham,isaac-ketcham,I. Ketcham,,20,0,M,1824337,EUR,1056585600,D,20,20,False,33.0,23.0,11.0,3.0,16.0,20.0,7.0,13.0,2.0,3.0,4.0,2.0,,,62.0,42.0,6.9,11.0,0,,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
12134222,home,Ballard FC,Christopher Meyers,Christopher Meyers,christopher-meyers,C. Meyers,,7,1,M,1824325,EUR,1000252800,D,7,7,False,22.0,14.0,5.0,1.0,9.0,10.0,6.0,17.0,,1.0,2.0,2.0,,,62.0,49.0,6.5,20.0,0,,1.0,3.0,1.0,,,,,,,,,,,1.0,1.0,5.0,1.0,1.0,,,,,,,,,
12134222,home,Ballard FC,Bailey Letherman,Bailey Letherman,bailey-letherman,B. Letherman,M,14,0,M,1824409,EUR,907545600,M,14,14,False,38.0,25.0,7.0,2.0,13.0,18.0,12.0,21.0,3.0,5.0,1.0,12.0,,,90.0,56.0,6.9,17.0,3,,,4.0,3.0,,,4.0,,1.0,,,,3.0,,1.0,1.0,1.0,,1.0,True,,,,,,,,
12134222,home,Ballard FC,Taketo Onodera,Taketo Onodera,taketo-onodera,T. Onodera,M,6,1,M,1824398,EUR,1002844800,M,6,6,False,17.0,15.0,,,4.0,4.0,11.0,14.0,,2.0,,5.0,,,76.0,28.0,6.6,9.0,0,,1.0,7.0,2.0,2.0,,1.0,2.0,,,1.0,,,,2.0,2.0,1.0,,2.0,,,,,,,,,
12134222,home,Ballard FC,Joseph Dale,Joseph Dale,joseph-dale,J. Dale,M,14,1,M,1824345,EUR,1082160000,M,8,8,False,22.0,15.0,,,5.0,5.0,11.0,20.0,1.0,4.0,,3.0,,,76.0,38.0,6.9,15.0,0,,4.0,6.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,,,,1.0,1.0,3.0,1.0,,,1.0,,,,,,,
12134222,home,Ballard FC,Peter Kingston,,peter-kingston,P. Kingston,M,45,9,M,1025348,EUR,995068800,M,10,10,False,32.0,24.0,6.0,2.0,5.0,7.0,20.0,35.0,,1.0,3.0,2.0,,,90.0,60.0,7.3,24.0,4,175.0,1.0,4.0,,3.0,1.0,,5.0,,1.0,2.0,,,1.0,,,10.0,1.0,,,,1.0,2.0,2.0,,,,
12134222,home,Ballard FC,Richard Aman,Richard Aman,richard-aman,R. Aman,F,10,3,M,1485121,EUR,1079395200,M,11,11,False,31.0,23.0,1.0,1.0,6.0,8.0,19.0,27.0,,4.0,,6.0,,,90.0,49.0,6.4,18.0,0,,1.0,9.0,2.0,6.0,1.0,,1.0,3.0,1.0,2.0,,,,,,4.0,2.0,,,,,,,,,,
