match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_wonTackle,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,player_sofascoreId,stat_blockedScoringAttempt,stat_accurateCross,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_bigChanceMissed
12514179,home,FC Arouca,Nico Mantl,,,nico-mantl,N. Mantl,G,58,193,162,M,888592,EUR,949795200,G,58,58,False,20.0,18.0,3.0,2.0,0.0,18.0,19.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,90.0,28.0,6.8,2.0,4.932e-05,0,0.1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514179,home,FC Arouca,Tiago Esgaio,,,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,45.0,32.0,6.0,2.0,0.0,17.0,24.0,22.0,2.0,5.0,8.0,1.0,,,,90.0,67.0,7.0,20.0,0.0243629,1,,True,15.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0748,1.0,,,,,,,,,,,,,,,,,,,
12514179,home,FC Arouca,Chico Lamba,,,lamba-chico,C. Lamba,D,15,187,378,M,1153110,EUR,1047254400,D,73,73,False,60.0,49.0,10.0,4.0,1.0,37.0,41.0,19.0,1.0,3.0,2.0,2.0,,,,90.0,74.0,7.0,12.0,0.00270632,0,,,12.0,,5.0,8.0,,,,,2.0,,2.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,
12514179,home,FC Arouca,Jose Fontán,,,jose-fontan,J. Fontán,D,3,182,67,M,964609,EUR,950227200,D,3,3,False,69.0,61.0,7.0,6.0,0.0,47.0,52.0,17.0,1.0,5.0,2.0,,,,,90.0,81.0,7.1,8.0,0.00506549,0,,,14.0,,,3.0,,,4.0,,3.0,,,,,4.0,1.0,3.0,,,,,,,,,,,,,,
12514179,home,FC Arouca,Weverson,,,weverson,Weverson,D,36,185,168,M,905452,EUR,962755200,D,26,26,False,37.0,30.0,7.0,3.0,0.0,13.0,15.0,26.0,,3.0,1.0,,,,,78.0,61.0,6.6,16.0,0.00599583,0,,,17.0,4.0,1.0,4.0,,1.0,2.0,1.0,2.0,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,
12514179,home,FC Arouca,Mamadou Loum,,,mamadou-loum,M. Loum,M,21,193,531,M,796059,EUR,851904000,M,31,31,False,46.0,40.0,2.0,1.0,0.0,24.0,26.0,20.0,,3.0,7.0,1.0,,,,68.0,61.0,6.7,9.0,0.0070727,1,,,16.0,,3.0,7.0,,,1.0,,1.0,0.0156,,2.0,,4.0,2.0,1.0,,2.0,1.0,1.0,0.034,,,,,,,,,
12514179,home,FC Arouca,Pedro Santos,,,santos-pedro,P. S. Carvalho,M,89,183,49,M,1014259,EUR,971308800,M,89,89,False,47.0,43.0,6.0,3.0,0.0,24.0,25.0,23.0,1.0,3.0,6.0,1.0,,,,90.0,60.0,7.0,7.0,0.0122119,2,,,19.0,1.0,,5.0,1.0,,1.0,,2.0,0.0312,,2.0,,1.0,3.0,1.0,1.0,,,1.0,0.0452,,,,,,,,,
12514179,home,FC Arouca,Alfonso Trezza,,,alfonso-trezza,A. Trezza,M,19,166,267,M,973517,EUR,930009600,M,19,19,False,16.0,12.0,1.0,1.0,0.0,5.0,6.0,15.0,,3.0,9.0,,,,,90.0,40.0,6.1,18.0,0.00405284,0,,,7.0,5.0,2.0,14.0,,,1.0,2.0,4.0,,1.0,2.0,,1.0,1.0,1.0,2.0,6.0,2.0,,,1.0,,,,,,,,
12514179,home,FC Arouca,Morlaye Sylla,,,morlaye-sylla,M. Sylla,M,2,170,6425,M,822492,EUR,901497600,M,2,2,False,15.0,10.0,1.0,,0.0,3.0,5.0,10.0,1.0,3.0,2.0,1.0,,,,68.0,20.0,6.6,5.0,0.0216467,2,,,7.0,,1.0,2.0,1.0,,1.0,,1.0,0.086,,,,,,,,,,,,,morlayesylla2,1.0,,,,,,
12514179,home,FC Arouca,Jason,,,jason,Jason,M,23,179,253,M,330677,EUR,773452800,M,10,10,False,22.0,18.0,1.0,,0.0,2.0,3.0,25.0,1.0,6.0,3.0,2.0,,,,90.0,45.0,6.4,17.0,0.0338056,1,,,18.0,6.0,1.0,10.0,,,2.0,2.0,2.0,0.0307,2.0,2.0,,,1.0,,1.0,5.0,1.0,,,,,1.0,2.0,,,,,
12514179,home,FC Arouca,Vladislav Morozov,,,vladislav-morozov,V. Morozov,F,18,188,174,M,1009460,EUR,971308800,F,9,9,False,13.0,4.0,,,0.0,3.0,5.0,8.0,,2.0,2.0,2.0,,,,73.0,19.0,6.7,10.0,0.00234393,2,,,1.0,,1.0,4.0,,,,,1.0,0.0756,,,,1.0,,,1.0,1.0,,2.0,0.278,1.0,,,,,,,,
12514179,home,FC Arouca,Taichi Fukui,,,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,21,21,True,11.0,8.0,2.0,1.0,0.0,4.0,4.0,7.0,,1.0,2.0,,,,,22.0,13.0,6.7,3.0,0.00147952,0,,,4.0,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
12514179,home,FC Arouca,Pablo Gozálbez,,,pablo-gozalbez,P. Gozálbez,M,10,170,61,M,996932,EUR,988588800,M,22,22,True,5.0,3.0,2.0,,0.0,2.0,2.0,5.0,,1.0,1.0,,,,,22.0,10.0,6.4,5.0,0.00014682,0,,,1.0,2.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12514179,home,FC Arouca,Güven Yalçın,,,guven-yalcin,G. Yalçın,F,10,184,349,M,826162,EUR,916617600,F,50,50,True,4.0,2.0,,,0.0,2.0,2.0,2.0,,,2.0,,,,,17.0,12.0,7.1,6.0,5.732e-05,1,,,,,,2.0,,,,1.0,,0.1826,,1.0,,,,,,1.0,,1.0,0.3567,,,,,1.0,,,,
12514179,home,FC Arouca,Miguel Puche,,,puche-miguel,M. Puche,F,11,180,48,M,1000680,EUR,988588800,F,11,11,True,8.0,7.0,,,0.0,7.0,7.0,1.0,,,,,,,,12.0,14.0,6.6,2.0,0.00037764,0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12514179,home,FC Arouca,João Valido,,,joao-valido,J. Valido,G,1,185,54,M,973352,EUR,952041600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514179,home,FC Arouca,Mateus Quaresma,,,mateus-quaresma,M. Quaresma,D,66,181,70,M,874360,EUR,840672000,D,6,6,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514179,home,FC Arouca,Alex Pinto,,,pinto-alex,A. Pinto,D,78,187,68,M,1034711,EUR,899856000,D,78,78,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514179,home,FC Arouca,Amadou Dante,,,amadou-dante,A. Dante,D,44,179,1391,M,982610,EUR,970876800,D,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514179,home,FC Arouca,Boris Popović,,,boris-popovic,B. Popović,D,5,189,112,M,902050,EUR,951523200,D,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514179,away,Gil Vicente,Andrew,,,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,51.0,46.0,11.0,6.0,0.0,42.0,43.0,8.0,,,6.0,,,1.0,4.0,90.0,60.0,7.5,5.0,0.00055758,0,-0.2861,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,
12514179,away,Gil Vicente,Zé Carlos,Zé,Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,False,42.0,33.0,5.0,2.0,0.0,22.0,22.0,23.0,1.0,7.0,2.0,2.0,,,,90.0,66.0,6.9,15.0,0.0567366,0,,,12.0,3.0,1.0,4.0,,1.0,3.0,1.0,1.0,,,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,1.0,,,,,
12514179,away,Gil Vicente,Josué Sá,,,josue-sa,J. Sá,D,3,186,48,M,137982,EUR,708739200,D,23,23,False,55.0,49.0,9.0,5.0,0.0,43.0,46.0,9.0,,4.0,3.0,1.0,,,,89.0,63.0,6.9,6.0,0.00558546,0,,,6.0,,,1.0,,,2.0,,1.0,,,,,3.0,,2.0,,1.0,1.0,,,,,,,,,,,
