match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,player_sofascoreId,stat_challengeLost,stat_dispossessed,stat_wonTackle,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_goals,stat_bigChanceCreated,captain,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_lastManTackle
13981556,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194.0,1818,M,308182,EUR,763862400,G,94,94,False,38.0,28.0,20.0,10.0,0.0,22.0,22.0,6.0,16.0,7.0,3.0,4.0,90.0,47.0,7.3,10.0,0.0014749,54.677755907481,10.0,32.34,8.19,0.5246,0,0.0645,0.09,0.01,-0.04,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981556,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185.0,1131,M,267619,EUR,719280000,D,77,77,False,41.0,29.0,3.0,,0.0,17.0,22.0,12.0,19.0,4.0,,,90.0,54.0,5.7,13.0,0.0327817,108.509360223,8.0,61.53,23.31,,1,,0.05,-0.71,-0.29,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0867,1.0,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,
13981556,home,Lazio,Mario Gila Fuentes,mario-gila-fuentes,M. Gila,D,34,183.0,1766,M,965828,EUR,967507200,D,34,34,False,54.0,49.0,3.0,2.0,0.0,40.0,43.0,9.0,11.0,6.0,,,78.0,64.0,6.8,6.0,0.00396429,127.15513222061,16.0,-18.27,12.39,,1,,0.06,0.01,-0.04,,,,1.0,3.0,,1.0,2.0,,,2.0,,0.0208,,-0.08,,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
13981556,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185.0,1922,M,227864,EUR,789868800,D,13,13,False,65.0,56.0,5.0,2.0,0.0,48.0,53.0,8.0,12.0,2.0,,,90.0,71.0,6.0,11.0,0.00225625,47.049688708899,8.0,2.415,3.885,,0,,0.01,0.01,-0.19,,1.0,,2.0,4.0,,2.0,,,1.0,2.0,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
13981556,home,Lazio,Nuno Tavares,nuno-tavares,N. Tavares,D,17,185.0,4853,M,944973,EUR,948844800,D,17,17,False,19.0,14.0,2.0,1.0,0.0,9.0,11.0,5.0,8.0,2.0,,,45.0,35.0,6.1,11.0,0.0113939,138.22738374364,10.0,83.16,36.645,,1,,-0.03,0.09,-0.26,,3.0,,1.0,4.0,,1.0,,1.0,2.0,1.0,,0.0146,,-0.07,,,1.0,3.0,1.0,,,1.0,1.0,nuno_tavares71,1.0,1.0,1.0,,,,,,,,,,,,
13981556,home,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185.0,7016,M,852404,EUR,924048000,M,8,8,False,37.0,30.0,4.0,2.0,0.0,17.0,18.0,13.0,19.0,3.0,,,90.0,47.0,7.1,8.0,0.0677203,47.496217731659,9.0,1.365,5.88,,2,,0.28,0.07,-0.06,,3.0,2.0,,2.0,,,,,,1.0,,0.1256,1.0,0.12,,,1.0,4.0,,,,1.0,2.0,MatteoGuendouzi,1.0,,1.0,2.0,0.9094,,,,,,,,,,
13981556,home,Lazio,Danilo Cataldi,danilo-cataldi,D. Cataldi,M,32,180.0,952,M,317301,EUR,776131200,M,32,32,False,37.0,31.0,3.0,1.0,0.0,20.0,22.0,11.0,15.0,4.0,,,76.0,42.0,6.2,7.0,0.0106345,33.281151826574,7.0,2.94,5.355,,1,,0.0,0.0,-0.03,,,,2.0,5.0,,,,,,2.0,,0.0395,,0.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,
13981556,home,Lazio,Toma Bašić,toma-basic,T. Bašić,M,26,189.0,1423,M,798002,EUR,848880000,M,26,26,False,30.0,23.0,2.0,1.0,0.0,12.0,13.0,11.0,17.0,1.0,,,80.0,48.0,7.2,12.0,0.36765,91.677705472995,9.0,68.775,27.405,,2,,0.46,0.31,-0.07,,6.0,3.0,,3.0,1.0,,1.0,,1.0,1.0,,0.0939,1.0,-0.33,,,,3.0,1.0,,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,
13981556,home,Lazio,Gustav Isaksen,gustav-isaksen,G. Isaksen,M,18,181.0,3333,M,976381,EUR,987638400,F,18,18,False,14.0,10.0,,,0.0,5.0,6.0,5.0,8.0,3.0,,,45.0,25.0,7.2,8.0,0.0228368,130.57868119882,9.0,41.055,32.865,,2,,0.06,0.2,0.0,,,,,3.0,,,1.0,,2.0,1.0,,0.5545,,0.3,,,1.0,4.0,,,,2.0,,,,,1.0,2.0,1.1011,3.0,1.0,1.0,1.0,,,,,,
13981556,home,Lazio,Valentín Castellanos,valentin-castellanos,V. Castellanos,F,11,179.0,10645,M,877013,EUR,907372800,F,11,11,False,12.0,5.0,2.0,1.0,0.0,2.0,3.0,3.0,9.0,2.0,,,60.0,18.0,6.7,9.0,0.0456853,14.452410941001,2.0,7.665,7.98,,2,,0.01,0.2,-0.05,,,,,2.0,,,,,1.0,,,0.1009,1.0,-0.17,,,2.0,4.0,,,,1.0,1.0,tatycastellanos11,1.0,,,2.0,0.0946,1.0,,,,1.0,,,,,
