match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_blockedScoringAttempt,stat_expectedGoals,captain,stat_wonTackle,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_bigChanceMissed
11368723,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,34.0,18.0,21.0,5.0,14.0,16.0,4.0,18.0,1.0,1.0,2.0,11.0,2.0,3.0,5.0,1.0,1.0,1.0,90.0,46.0,8.1,16.0,0.00328359,0,1.2836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368723,home,Valencia,Dimitri Foulquier,dimitri-foulquier,D. Foulquier,D,20,183,461,M,,151138,EUR,732844800,D,20,20,False,39.0,31.0,3.0,2.0,15.0,18.0,18.0,25.0,,5.0,3.0,4.0,,,,,,,90.0,70.0,6.9,14.0,0.120075,0,,,,4.0,2.0,3.0,6.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11368723,home,Valencia,Cristhian Mosquera,cristhian-mosquera,C. Mosquera,D,3,191,15807,M,,1144630,EUR,1088294400,D,3,3,False,68.0,56.0,11.0,5.0,49.0,54.0,7.0,14.0,5.0,6.0,8.0,3.0,,,,,,,90.0,80.0,7.2,12.0,0.00609691,0,,Cristhian Mosquera,,,,7.0,9.0,,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,
11368723,home,Valencia,Cenk Özkaçar,cenk-ozkacar,C. Özkaçar,D,39,190,733,M,,953097,EUR,970790400,D,15,15,False,56.0,48.0,10.0,5.0,39.0,40.0,9.0,16.0,1.0,1.0,8.0,2.0,,,,,,,90.0,70.0,7.1,9.0,0.00613633,1,,,,,,6.0,7.0,,,,,1.0,,,1.0,1.0,1.0,1.0,0.0088,,,,,,,,,,,
11368723,home,Valencia,José Luis Gayà,jose-luis-gaya,J. L. Gayà,D,14,172,1685,M,,227922,EUR,801360000,D,14,14,False,41.0,34.0,7.0,4.0,22.0,23.0,12.0,22.0,,8.0,4.0,6.0,,,,,,,90.0,76.0,7.6,17.0,0.0391126,0,,,,4.0,,2.0,5.0,2.0,1.0,,5.0,2.0,3.0,1.0,1.0,1.0,,,,True,3.0,,,,,,,,,
11368723,home,Valencia,Fran Pérez,fran-perez,F. Pérez,M,21,176,466,M,,966637,EUR,1031529600,M,23,23,False,20.0,12.0,,,4.0,6.0,8.0,15.0,1.0,1.0,1.0,2.0,,,,,,,59.0,32.0,5.9,17.0,0.00842625,0,,,,1.0,,1.0,9.0,3.0,3.0,,,2.0,,,,,,,,,,2.0,,,,,,,,
11368723,home,Valencia,Pepelu,pepelu,Pepelu,M,18,185,1838,M,,826948,EUR,902793600,M,18,18,False,51.0,40.0,9.0,3.0,22.0,26.0,20.0,28.0,,4.0,3.0,8.0,,,,,,,90.0,67.0,6.9,13.0,0.0994841,1,,,,3.0,2.0,4.0,7.0,1.0,,,2.0,,2.0,2.0,,,1.0,,0.0212,,1.0,1.0,1.0,,,,,,,
11368723,home,Valencia,Javier Guerra,javier-guerra,J. Guerra,M,8,187,1800,M,,1122610,EUR,1052784000,M,8,8,False,37.0,27.0,3.0,2.0,17.0,17.0,10.0,21.0,1.0,6.0,4.0,6.0,,,,,,,84.0,55.0,6.7,15.0,0.597944,1,,,,1.0,,2.0,10.0,2.0,1.0,,3.0,1.0,2.0,1.0,,,3.0,,0.029,,1.0,2.0,,1.0,0.1271,,,,,
11368723,home,Valencia,Sergi Canós,sergi-canos,S. Canós,M,7,173,366,M,,790833,EUR,854841600,M,7,7,False,11.0,5.0,2.0,1.0,,1.0,5.0,10.0,,4.0,,3.0,,,,,,,59.0,26.0,7.2,12.0,0.10816,3,,,,,,,4.0,,4.0,1.0,2.0,1.0,1.0,1.0,,,2.0,1.0,0.1158,,,,2.0,,,1.0,1.0,,,
11368723,home,Valencia,Hugo Duro,hugo-duro,H. Duro,F,9,180,2868,M,,909119,EUR,942192000,F,9,9,False,13.0,8.0,1.0,1.0,,,8.0,13.0,1.0,6.0,1.0,1.0,,,,,,,84.0,26.0,7.8,7.0,0.0378728,2,,,,,,1.0,1.0,,1.0,1.0,1.0,2.0,3.0,,,,,,0.4156,,1.0,,1.0,1.0,0.3999,,,1.0,,
