match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_shotOffTarget,stat_accurateCross,stat_bigChanceMissed,stat_interceptionWon,stat_totalOffside,stat_outfielderBlock,stat_goalAssist,stat_lastManTackle,stat_errorLeadToAShot,stat_clearanceOffLine
10385391,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,True,31.0,22.0,14.0,5.0,20.0,21.0,2.0,10.0,1.0,8.0,2.0,2.0,1.0,1.0,90.0,40.0,6.4,9.0,0.0,0.0,0.00029306,0,-0.7809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385391,home,Everton,Nathan Patterson,patterson-nathan,N. Patterson,D,2,189,661,M,,1020141,EUR,1003190400,D,3,3,False,,55.0,48.0,4.0,1.0,25.0,25.0,23.0,36.0,3.0,7.0,,,,,90.0,87.0,6.4,18.0,0.0,0.0,0.0214877,0,,Nathan,Patterson,6.0,1.0,5.0,5.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,
10385391,home,Everton,Yerry Mina,yerry-mina,Y. Mina,D,26,195,5988,M,yerrymina,360396,EUR,780278400,D,13,13,False,,56.0,46.0,4.0,,35.0,40.0,11.0,16.0,4.0,4.0,,,,,76.0,65.0,7.2,11.0,0.0871,0.4114,0.00163301,1,,,,,3.0,4.0,5.0,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10385391,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,2,2,False,,88.0,84.0,12.0,9.0,52.0,52.0,32.0,36.0,2.0,7.0,,,,,90.0,98.0,6.9,7.0,0.0285,0.0,0.50538,1,,,,,3.0,1.0,5.0,1.0,,,,3.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10385391,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,,53.0,42.0,7.0,2.0,17.0,22.0,25.0,33.0,2.0,7.0,,,,,90.0,69.0,6.3,14.0,0.0405,0.0,0.0301949,1,,,,2.0,,3.0,3.0,,,3.0,2.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,
10385391,home,Everton,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,alexanderiwobi,352770,EUR,831081600,M,17,17,False,,47.0,37.0,4.0,1.0,21.0,26.0,17.0,23.0,,6.0,,,,,90.0,63.0,6.5,17.0,0.3025,0.0524,0.0261789,2,,,,2.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,4.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
10385391,home,Everton,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,its_onana,923973,EUR,997920000,M,8,8,False,,54.0,51.0,2.0,2.0,38.0,39.0,13.0,15.0,,4.0,,,,,90.0,68.0,7.0,6.0,0.0,0.0,0.00902326,0,,,,,1.0,4.0,9.0,,1.0,,,2.0,4.0,2.0,1.0,,,4.0,3.0,,,,,,,1.0,,,,,,
10385391,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,,44.0,37.0,4.0,3.0,21.0,24.0,16.0,20.0,2.0,8.0,,,,,83.0,64.0,7.7,9.0,0.0,0.0,0.287121,0,,,,,1.0,3.0,11.0,,1.0,2.0,2.0,1.0,6.0,,2.0,,,2.0,1.0,1.0,,1.0,,,,2.0,,1.0,,,,
10385391,home,Everton,Anthony Gordon,gordon-anthony,A. Gordon,F,10,183,15696,M,AGordon,914902,EUR,982972800,F,10,10,False,,18.0,11.0,2.0,1.0,4.0,4.0,7.0,15.0,1.0,2.0,,,,,90.0,46.0,6.1,19.0,0.5862,0.7533,0.011628,3,,,,1.0,,13.0,6.0,2.0,2.0,5.0,,4.0,,2.0,2.0,1.0,,6.0,4.0,,1.0,,1.0,,1.0,2.0,,,,,,
10385391,home,Everton,Neal Maupay,neal-maupay,N. Maupay,F,17,171,2370,M,,268903,EUR,839980800,F,20,20,False,,18.0,11.0,,,7.0,10.0,4.0,8.0,,4.0,,,,,83.0,34.0,7.0,13.0,0.1162,0.0416,0.00576507,2,,,,,2.0,5.0,7.0,,2.0,2.0,1.0,3.0,3.0,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,
