match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_unsuccessfulTouch,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
14844287,home,Inter,Yann Sommer,yann-sommer,Y. Sommer,G,1,183,12749,M,yannsommer,16206,EUR,598320000,G,1,1,False,24.0,21.0,5.0,2.0,0.0,20.0,20.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,90.0,27.0,6.9,3.0,0.00019986,49.258741886741,8.0,22.68,5.775,0.0779,0,0.5742,0.01,0.06,0.18,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14844287,home,Inter,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22699,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,54.0,49.0,4.0,2.0,0.0,31.0,33.0,18.0,21.0,3.0,6.0,,,,90.0,70.0,7.4,5.0,0.0606978,116.11233618139,14.0,40.215,12.81,,0,,0.26,0.02,0.48,,1.0,2.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14844287,home,Inter,Francesco Acerbi,francesco-acerbi,F. Acerbi,D,15,192,5573,M,,126816,EUR,571449600,D,15,15,False,63.0,61.0,1.0,1.0,0.0,39.0,40.0,22.0,23.0,7.0,4.0,,,,90.0,74.0,8.0,2.0,0.00930824,119.61517118746,20.0,25.62,7.77,,0,,0.1,0.07,0.67,,5.0,,7.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14844287,home,Inter,Alessandro Bastoni,alessandro-bastoni,A. Bastoni,D,95,190,15274,M,alessandrobastoni,826188,EUR,923961600,D,95,95,False,84.0,66.0,11.0,1.0,0.0,28.0,31.0,38.0,53.0,6.0,5.0,,,,90.0,118.0,7.7,29.0,0.261198,161.22711484341,17.0,83.895,36.75,,0,,0.58,0.1,0.24,,3.0,5.0,6.0,1.0,1.0,1.0,2.0,2.0,10.0,3.0,4.0,1.0,36.755095483484,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,
14844287,home,Inter,Andy Diouf,andy-diouf,A. Diouf,M,17,187,3993,M,,1048889,EUR,1053129600,M,17,17,False,25.0,22.0,1.0,,0.0,8.0,9.0,14.0,16.0,,6.0,,,,57.0,37.0,6.7,8.0,0.0270472,155.10160337105,10.0,102.27,50.19,,2,,0.15,0.21,-0.03,,1.0,4.0,3.0,,,,2.0,,,,,2.0,99.425984665409,3.0,,,,1.0,1.0,2.0,1.0,1.0,0.1403,0.0339,-0.48,,,,,,,,,,,,
14844287,home,Inter,Nicolò Barella,nicolo-barella,N. Barella,M,23,175,21290,M,nicolo_barella,363856,EUR,855273600,M,23,23,False,25.0,21.0,1.0,,0.0,7.0,8.0,14.0,17.0,,4.0,,,,57.0,39.0,6.6,11.0,0.0811475,63.738302780961,11.0,19.74,7.665,,1,,-0.1,0.14,0.15,,,,2.0,,1.0,,1.0,1.0,9.0,2.0,,,,,2.0,,,,,,,1.0,0.2145,0.1262,-0.53,True,,,,,,,,,,,
14844287,home,Inter,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180,18478,M,zielu_94,138605,EUR,769392000,M,7,7,False,79.0,71.0,7.0,5.0,0.0,19.0,19.0,52.0,60.0,1.0,4.0,,,,90.0,95.0,8.5,12.0,0.66408,355.07894801366,40.0,263.55,27.3,,1,,0.88,0.47,0.13,,1.0,3.0,6.0,,,2.0,2.0,1.0,6.0,4.0,1.0,2.0,114.30296655822,6.0,3.0,,,,,3.0,1.0,,0.0453,,-0.14,,3.0,1.0,,,,,,,,,
14844287,home,Inter,Henrikh Mkhitaryan,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8680,M,micki_taryan,37151,EUR,601344000,M,22,22,False,49.0,43.0,2.0,2.0,0.0,11.0,13.0,32.0,36.0,1.0,6.0,,,,72.0,72.0,7.2,15.0,0.0848996,179.13782233152,17.0,106.995,23.94,,6,,0.34,0.32,-0.02,,1.0,4.0,4.0,,1.0,1.0,1.0,,6.0,,,1.0,77.943137097877,4.0,1.0,,,1.0,,3.0,3.0,,0.1704,,-0.36,,1.0,,3.0,,,,,,,,
14844287,home,Inter,Carlos Augusto,carlos-augusto,C. Augusto,D,30,184,7355,M,,929199,EUR,915667200,M,30,30,False,38.0,29.0,3.0,,0.0,16.0,19.0,13.0,19.0,2.0,2.0,,,,90.0,72.0,7.6,23.0,0.256622,110.08225491915,13.0,40.215,16.38,,0,,0.26,0.04,0.14,,7.0,5.0,14.0,1.0,2.0,1.0,4.0,1.0,7.0,1.0,3.0,5.0,16.572104754677,1.0,2.0,,,1.0,1.0,1.0,,,,,,,1.0,,,2.0,,,,,,,
14844287,home,Inter,Marcus Thuram,marcus-thuram,M. Thuram,F,9,192,25521,M,m_thuram,791702,EUR,870825600,F,9,9,False,24.0,16.0,1.0,1.0,0.0,3.0,5.0,13.0,19.0,,3.0,,,,87.0,43.0,6.4,15.0,0.0696521,87.269135111678,11.0,33.915,9.135,,4,,0.03,0.19,-0.01,,3.0,4.0,5.0,,,1.0,2.0,1.0,1.0,,2.0,5.0,23.970934345239,2.0,1.0,,,1.0,,1.0,2.0,1.0,0.2503,0.0883,-0.52,,,,1.0,,,,,,,,
