match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_bigChanceMissed,stat_interceptionWon,stat_wasFouled,stat_shotOffTarget,stat_outfielderBlock,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalOffside,stat_wonContest,stat_goals,stat_errorLeadToAGoal,stat_clearanceOffLine
12530694,home,Antalyaspor,Kenan Pirić,kenan-piric,K. Pirić,G,13,193.0,309,M,840898,EUR,773539200,G,13,13,False,31.0,23.0,15.0,7.0,0.0,19.0,21.0,4.0,10.0,8.0,3.0,3.0,90.0,39.0,7.0,8.0,0.00125155,0,0.5049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530694,home,Antalyaspor,Mert Yilmaz,mert-yilmaz,M. Yilmaz,D,27,174.0,32,M,881966,EUR,920851200,D,27,27,False,38.0,32.0,3.0,1.0,0.0,21.0,24.0,12.0,15.0,3.0,,,67.0,58.0,6.6,11.0,0.020537,1,,,,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0304,0.0337,1.0,,,,,,,,,,,,,,,,,
12530694,home,Antalyaspor,Veysel Sarı,veysel-sari,V. Sarı,D,89,185.0,109,M,98276,EUR,585792000,D,89,89,False,58.0,52.0,9.0,6.0,0.0,42.0,42.0,10.0,16.0,2.0,,,90.0,72.0,7.3,9.0,0.0425448,2,,,,,,4.0,8.0,1.0,,2.0,5.0,1.0,1.0,1.0,1.0,0.3801,0.2884,,True,1.0,6.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12530694,home,Antalyaspor,Thalisson Kelven,thalisson-kelven,T. Kelven,D,2,184.0,112,M,863277,EUR,894499200,D,2,2,False,54.0,51.0,2.0,1.0,0.0,43.0,43.0,8.0,11.0,5.0,,,90.0,65.0,7.1,3.0,0.00303412,1,,,,,,2.0,7.0,,,,6.0,,,,2.0,0.0271,,,,,6.0,,,1.0,1.0,1.0,1.0,,,,,,,,
12530694,home,Antalyaspor,Güray Vural,guray-vural,G. Vural,D,77,177.0,69,M,43559,EUR,581990400,D,11,11,False,44.0,37.0,1.0,,1.0,29.0,32.0,10.0,16.0,8.0,,,81.0,65.0,7.1,13.0,0.483865,1,,,,4.0,2.0,3.0,,2.0,,,3.0,,,1.0,1.0,0.0319,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,
12530694,home,Antalyaspor,Jakub Kałuziński,jakub-kaluzinski,J. Kałuziński,M,18,185.0,896,M,1019026,EUR,1036022400,M,18,18,False,53.0,45.0,7.0,5.0,0.0,27.0,29.0,22.0,28.0,7.0,,,90.0,66.0,7.3,10.0,0.271423,0,,,,4.0,4.0,4.0,,1.0,,,1.0,,,1.0,3.0,,,5.0,,,,1.0,,4.0,,,,1.0,,1.0,1.0,,,,
12530694,home,Antalyaspor,Erdal Rakip,erdal-rakip,E. Rakip,M,,179.0,73,M,319871,EUR,824169600,M,6,6,False,27.0,17.0,5.0,,0.0,11.0,14.0,6.0,13.0,3.0,,,90.0,39.0,6.4,13.0,0.00776666,0,,,,,,5.0,6.0,,1.0,,1.0,4.0,1.0,2.0,1.0,,,,,2.0,,2.0,,,2.0,,1.0,,,,,,,,
12530694,home,Antalyaspor,Sander van de Streek,sander-van-de-streek,S. v. d. Streek,M,22,180.0,186,M,220155,EUR,732931200,M,22,22,False,30.0,21.0,2.0,2.0,0.0,10.0,12.0,13.0,27.0,5.0,,,90.0,58.0,7.5,21.0,0.235668,1,,,,9.0,2.0,9.0,13.0,2.0,5.0,1.0,,4.0,2.0,1.0,4.0,0.1591,0.1607,2.0,,1.0,4.0,1.0,1.0,1.0,1.0,,,1.0,,,,4.0,,,
12530694,home,Antalyaspor,Soner Dikmen,soner-dikmen,S. Dikmen,M,6,179.0,82,M,847782,EUR,746841600,M,5,5,False,16.0,13.0,,,0.0,10.0,13.0,3.0,3.0,2.0,,,64.0,25.0,7.1,5.0,0.00155688,1,,,,,,3.0,2.0,2.0,,1.0,,2.0,1.0,,,0.8806,0.9176,,,1.0,,,,,,,,,,,,,1.0,,
12530694,home,Antalyaspor,Braian Samudio,braian-samudio,B. Samudio,F,18,180.0,162,M,892933,EUR,819676800,M,81,81,False,27.0,22.0,2.0,,0.0,8.0,11.0,14.0,17.0,4.0,,,63.0,42.0,6.6,10.0,0.469297,3,,,,1.0,,4.0,3.0,,2.0,,1.0,1.0,,3.0,3.0,0.3585,,2.0,,1.0,1.0,,1.0,1.0,,3.0,,1.0,,,,1.0,,,
