match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_wonTackle,stat_wonContest,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,player_sofascoreId,stat_goodHighClaim,stat_punches,stat_goals,stat_goalAssist,stat_errorLeadToAShot
10390034,home,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,12.0,9.0,7.0,4.0,7.0,7.0,2.0,5.0,2.0,6.0,2.0,3.0,1.0,1.0,90.0,20.0,6.3,3.0,0.0,0.0,0.00034685,0,-1.4208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390034,home,Nantes,Jean-Charles Castelletto,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,49.0,42.0,2.0,,22.0,23.0,20.0,28.0,,10.0,,,,,90.0,65.0,6.1,13.0,0.0,0.0,0.135615,0,,,,2.0,2.0,1.0,7.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10390034,home,Nantes,Andrei Girotto,andrei-girotto,A. Girotto,D,3,186,273,M,794836,EUR,698284800,D,3,3,False,54.0,48.0,9.0,5.0,29.0,30.0,19.0,24.0,4.0,5.0,,,,,90.0,76.0,7.3,7.0,0.1739,0.0,0.0120982,2,,,,,1.0,1.0,6.0,10.0,1.0,1.0,,2.0,1.0,8.0,,1.0,3.0,2.0,6.0,,,,,,,,,,,,,,,
10390034,home,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,21.0,20.0,1.0,1.0,10.0,10.0,10.0,12.0,2.0,2.0,,,,,57.0,28.0,6.5,2.0,0.0,0.0,0.107231,0,,,,1.0,,,1.0,1.0,,,1.0,,2.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
10390034,home,Nantes,Fabien Centonze,fabien-centonze,F. Centonze,D,18,182,177,M,802034,EUR,821750400,M,28,28,False,37.0,29.0,2.0,,10.0,14.0,19.0,27.0,1.0,7.0,,,,,90.0,61.0,6.3,16.0,0.046,0.0,0.0294946,1,,,,4.0,1.0,,3.0,4.0,,,2.0,,1.0,3.0,1.0,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,
10390034,home,Nantes,Florent Mollet,florent-mollet,F. Mollet,M,91,174,195,M,234230,EUR,690508800,M,25,25,False,46.0,43.0,1.0,1.0,17.0,18.0,27.0,35.0,1.0,6.0,,,,,90.0,65.0,6.7,13.0,0.0775,0.0,0.114925,1,,,,7.0,1.0,1.0,5.0,2.0,1.0,1.0,,,2.0,1.0,3.0,1.0,2.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,
10390034,home,Nantes,Samuel Moutoussamy,moutoussamy-samuel,S. Moutoussamy,M,92,178,6604,M,892624,EUR,839808000,M,8,8,False,54.0,47.0,4.0,1.0,21.0,21.0,26.0,34.0,,7.0,,,,,90.0,68.0,6.5,13.0,0.0788,0.25,0.0667959,1,,Samuel,Moutoussamy,1.0,1.0,1.0,7.0,6.0,2.0,2.0,2.0,,1.0,3.0,2.0,,2.0,,2.0,2.0,,,,,True,1.0,,,,,,,,
10390034,home,Nantes,Quentin Merlin,quentin-merlin,Q. Merlin,M,26,173,1164,M,1102502,EUR,1021507200,M,29,29,False,29.0,21.0,5.0,3.0,9.0,13.0,12.0,18.0,2.0,6.0,,,,,79.0,51.0,7.0,12.0,0.0,0.0,0.175646,0,,Quentin Merlin,,2.0,1.0,,3.0,3.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,,,,,1.0,,,,,,,
10390034,home,Nantes,Ludovic Blas,ludovic-blas,L. Blas,F,10,180,1176,M,806076,EUR,883526400,F,10,10,False,18.0,15.0,1.0,,2.0,2.0,14.0,23.0,,1.0,,,,,78.0,48.0,7.0,15.0,0.4274,0.6074,0.0874242,5,,,,7.0,,1.0,6.0,9.0,2.0,2.0,4.0,,,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,,,2.0,,1.0,,,,,,
10390034,home,Nantes,Moses Simon,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,F,27,27,False,20.0,15.0,,,3.0,4.0,14.0,22.0,,5.0,,,,,90.0,42.0,6.6,17.0,0.0724,0.0,0.0612996,2,,,,6.0,1.0,1.0,6.0,2.0,1.0,4.0,,,1.0,,3.0,1.0,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,
10390034,home,Nantes,Andy Delort,andy-delort,A. Delort,F,,182,2883,M,84744,EUR,686966400,F,99,99,False,,,,,,,,,,,,,,,5.0,,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LeTigre,,,,,
10390034,home,Nantes,Mostafa Mohamed,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,True,6.0,4.0,,,2.0,3.0,2.0,3.0,,1.0,,,,,85.0,16.0,6.5,5.0,0.0,0.0,0.00149981,0,,,,,2.0,2.0,5.0,4.0,2.0,,,,1.0,2.0,3.0,,2.0,,2.0,,,,,1.0,,,,,mostafamohamed11,,,,,
10390034,home,Nantes,Stredair Appuah,appuah-stredair,S. Appuah,M,19,185,119,M,1405932,EUR,1088294400,F,33,33,True,12.0,11.0,,,2.0,2.0,9.0,11.0,,2.0,,,,,33.0,21.0,6.6,6.0,0.0276,0.0,0.0675143,1,,Stredair Appuah,,1.0,,,2.0,2.0,,1.0,2.0,,1.0,,2.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,
10390034,home,Nantes,Marcus Coco,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,F,11,11,True,3.0,2.0,,,1.0,1.0,1.0,2.0,,,,,,,12.0,6.0,6.5,1.0,0.0,0.0,0.0004368,0,,,,,1.0,,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10390034,home,Nantes,Moussa Sissoko,moussa-sissoko,M. Sissoko,M,17,187,1081,M,27014,EUR,619228800,M,17,17,True,7.0,5.0,,,2.0,2.0,3.0,5.0,,1.0,,,,,11.0,11.0,6.2,4.0,0.0,0.0,0.00212428,0,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
10390034,home,Nantes,Rémy Descamps,remy-descamps,R. Descamps,G,40,194,488,M,788180,EUR,835660800,G,16,16,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390034,home,Nantes,Charles Traoré,charles-traore,C. Traoré,D,,180,144,M,816115,EUR,694224000,D,93,93,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390034,home,Nantes,João Victor,joao-victor,J. Victor,D,38,187,1786,M,982998,EUR,900633600,D,38,38,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390034,home,Nantes,Jaouen Hadjam,jaouen-hadjam,J. Hadjam,D,3,184,9178,M,1049534,EUR,1048636800,D,26,26,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,Jaouen Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,jaouen.h3,,,,,
10390034,home,Nantes,Santiago Bocari Eneme,santiago-bocari-eneme,S. B. Eneme,M,5,183,179,M,922371,EUR,970185600,M,47,47,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390034,away,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,42.0,33.0,18.0,10.0,30.0,31.0,3.0,11.0,2.0,13.0,2.0,3.0,,,90.0,62.0,7.8,10.0,0.0,0.0,0.00118666,0,0.8574,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,,
10390034,away,Montpellier,Falaye Sacko,falaye-sacko,F. Sacko,D,77,179,2233,M,796372,EUR,799286400,D,77,77,False,42.0,37.0,4.0,3.0,23.0,26.0,14.0,16.0,3.0,8.0,,,,,90.0,61.0,7.7,8.0,0.4175,0.2211,0.00631116,1,,,,,,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,
10390034,away,Montpellier,Boubakar Kouyaté,boubakar-kouyate,B. Kouyaté,D,25,192,907,M,848537,EUR,861062400,D,4,4,False,42.0,36.0,4.0,2.0,32.0,36.0,4.0,6.0,2.0,2.0,,,,,86.0,54.0,7.4,6.0,0.0,0.0,0.00098279,0,,,,,2.0,,2.0,4.0,,,1.0,2.0,1.0,3.0,,,,,2.0,1.0,,,,,,,,,,,,,,
10390034,away,Montpellier,Maxime Estève,maxime-esteve,M. Estève,D,5,192,1470,M,1117223,EUR,1022371200,D,14,14,False,52.0,44.0,3.0,1.0,41.0,45.0,3.0,7.0,4.0,4.0,,,,,90.0,62.0,7.0,9.0,0.0716,0.0,0.00112031,1,,Maxime Estève,,,1.0,2.0,3.0,3.0,,1.0,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10390034,away,Montpellier,Issiaga Sylla,issiaga-sylla,I. Sylla,D,4,180,3382,M,291695,EUR,757382400,D,3,3,False,61.0,56.0,3.0,1.0,40.0,43.0,16.0,19.0,2.0,10.0,,,,,90.0,79.0,6.8,8.0,0.0,0.0,0.00718657,0,,Issiaga,Sylla,1.0,,2.0,5.0,5.0,3.0,,2.0,,2.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,ISylla,,,,,
10390034,away,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,4,172,146,M,123229,EUR,700358400,M,12,12,False,76.0,68.0,7.0,4.0,47.0,48.0,21.0,28.0,,5.0,,,,,90.0,86.0,7.0,13.0,0.4288,0.2831,0.0154837,1,,,,,,,5.0,3.0,3.0,,2.0,,,2.0,3.0,1.0,,,1.0,,,,,,,1.0,,,,,,1.0,,
10390034,away,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,47.0,45.0,5.0,4.0,30.0,31.0,16.0,17.0,2.0,5.0,,,,,90.0,62.0,8.3,5.0,0.0,0.0,0.1055,0,,,,1.0,,1.0,2.0,7.0,,1.0,2.0,,,4.0,1.0,1.0,,,4.0,1.0,2.0,1.0,,,,,1.0,,,,,,2.0,1.0
10390034,away,Montpellier,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,384,M,848458,EUR,900633600,M,7,7,False,29.0,22.0,,,10.0,11.0,12.0,18.0,,4.0,,,,,90.0,50.0,6.9,17.0,0.6955,1.0451,0.142564,6,,,,,1.0,,8.0,4.0,1.0,3.0,4.0,,,2.0,4.0,1.0,,1.0,2.0,1.0,1.0,,2.0,1.0,,3.0,,1.0,,,,1.0,,
10390034,away,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,11,171,790,M,156682,EUR,693360000,M,11,11,False,54.0,36.0,10.0,7.0,15.0,20.0,21.0,41.0,,2.0,,,,,71.0,74.0,7.6,29.0,0.1252,0.0,0.0692612,2,,,,7.0,1.0,1.0,2.0,8.0,,1.0,3.0,,,1.0,3.0,3.0,,2.0,1.0,3.0,1.0,,,,True,,1.0,,,,,,1.0,
10390034,away,Montpellier,Faitout Maouassa,faitout-maouassa,F. Maouassa,M,27,172,207,M,801287,EUR,899683200,M,27,27,False,17.0,13.0,,,6.0,6.0,7.0,11.0,,3.0,,,,,79.0,35.0,6.5,12.0,0.0481,0.0,0.00601581,1,,,,,1.0,1.0,8.0,8.0,1.0,1.0,7.0,1.0,,2.0,2.0,2.0,1.0,,1.0,3.0,1.0,,1.0,,,,,,,,,,,
10390034,away,Montpellier,Wahbi Khazri,wahbi-khazri,W. Khazri,F,,176,1610,M,51640,EUR,665971200,F,99,99,False,31.0,29.0,6.0,5.0,13.0,13.0,16.0,18.0,2.0,2.0,,,,,70.0,38.0,7.1,5.0,0.0,0.0,0.143745,0,,,,,1.0,,4.0,2.0,,,2.0,,,,1.0,2.0,1.0,,,,2.0,,,1.0,,,1.0,,,,,,,
10390034,away,Montpellier,Stephy Mavididi,stephy-mavididi,S. Mavididi,M,10,182,1545,M,605338,EUR,896572800,F,10,10,True,3.0,2.0,,,,1.0,2.0,2.0,,1.0,,,,,20.0,7.0,6.8,2.0,0.0,0.0,0.0486399,0,,,,,,,2.0,3.0,,,2.0,,,2.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
10390034,away,Montpellier,Leo Leroy,leo-leroy,L. Leroy,M,22,185,170,M,976001,EUR,950486400,M,18,18,True,13.0,10.0,3.0,1.0,5.0,5.0,5.0,8.0,2.0,2.0,,,,,19.0,19.0,6.9,3.0,0.0691,0.0299,0.0157525,1,,,,,,1.0,2.0,4.0,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,
