match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_penaltyConceded,stat_fouls,stat_outfielderBlock,stat_unsuccessfulTouch,player_lastName,player_sofascoreId,stat_shotOffTarget,stat_expectedGoals,stat_dispossessed,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_punches,stat_ownGoals,stat_goalAssist,stat_errorLeadToAShot,stat_penaltyWon
11391348,home,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,27.0,24.0,11.0,8.0,24.0,24.0,3.0,1.0,9.0,2.0,1.0,1.0,2.0,1.0,1.0,90.0,40.0,7.2,3.0,0.00025581,0,-0.0506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391348,home,Montpellier,Enzo Tchato Mbiayi,enzo-tchato-mbiayi,E. T. Mbiayi,D,29,180,511,M,1103548,EUR,1038009600,D,29,29,False,68.0,59.0,2.0,1.0,26.0,27.0,46.0,1.0,7.0,,,,,,,90.0,87.0,6.8,15.0,0.106075,0,,Enzo Tchato Mbiayi,35.0,5.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391348,home,Montpellier,Boubakar Kouyaté,boubakar-kouyate,B. Kouyaté,D,25,192,907,M,848537,EUR,861062400,D,4,4,False,71.0,62.0,10.0,6.0,47.0,52.0,19.0,8.0,9.0,,,,,,,90.0,89.0,6.7,9.0,0.00778714,0,,,15.0,,,5.0,8.0,1.0,1.0,1.0,1.0,,2.0,4.0,2.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
11391348,home,Montpellier,Modibo Sagnan,modibo-sagnan,M. Sagnan,D,27,187,581,M,904759,EUR,924048000,D,5,5,False,58.0,54.0,6.0,4.0,47.0,47.0,11.0,5.0,3.0,,,,,,,90.0,75.0,7.2,6.0,0.00511109,0,,,7.0,,,3.0,5.0,,3.0,1.0,,,1.0,2.0,,,4.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
11391348,home,Montpellier,Issiaga Sylla,issiaga-sylla,I. Sylla,D,4,180,3382,M,291695,EUR,757382400,D,3,3,False,50.0,39.0,3.0,,14.0,18.0,40.0,1.0,8.0,,,,,,,90.0,71.0,6.8,21.0,0.196926,1,,Issiaga,27.0,8.0,2.0,2.0,1.0,1.0,,,,3.0,,1.0,1.0,,1.0,,,1.0,3.0,Sylla,ISylla,1.0,0.0545,,,,,,,,,,,,,,,
11391348,home,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,4,172,146,M,123229,EUR,700358400,M,12,12,False,64.0,55.0,6.0,3.0,15.0,15.0,54.0,,6.0,,,,,,,90.0,79.0,7.1,16.0,0.0925052,1,,,40.0,5.0,,5.0,7.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,,1.0,,,,,,0.0303,1.0,1.0,,,,,,,,,,,,,
11391348,home,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,32.0,25.0,10.0,8.0,14.0,15.0,18.0,2.0,3.0,,,,,,,68.0,42.0,7.0,9.0,0.0140104,0,,,11.0,1.0,,2.0,4.0,1.0,2.0,2.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11391348,home,Montpellier,Mousa Tamari,mousa-al-taamari,M. Tamari,F,11,175,5388,M,876600,EUR,865900800,M,9,9,False,29.0,21.0,2.0,1.0,3.0,5.0,27.0,,5.0,,,,,,,68.0,44.0,6.9,16.0,0.0289245,2,,,18.0,3.0,,5.0,6.0,1.0,,,1.0,,,2.0,5.0,3.0,,,1.0,,2.0,,,1.0,0.0629,1.0,1.0,,,,,,,,,,,,,
11391348,home,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,11,171,790,M,156682,EUR,693360000,M,11,11,False,57.0,47.0,12.0,10.0,19.0,20.0,49.0,,4.0,,,,,,,90.0,83.0,7.6,22.0,0.249248,3,,,31.0,12.0,3.0,5.0,4.0,2.0,,,2.0,1.0,,1.0,3.0,1.0,1.0,,1.0,,,,,,0.1165,,2.0,True,1.0,0.0209,,,,,,,,,,
11391348,home,Montpellier,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,384,M,848458,EUR,900633600,M,7,7,False,32.0,26.0,1.0,,11.0,12.0,24.0,2.0,5.0,,,,,,,90.0,54.0,9.0,15.0,0.299661,2,,,17.0,4.0,2.0,5.0,8.0,1.0,,,3.0,2.0,1.0,4.0,2.0,1.0,,,2.0,,6.0,,,1.0,0.169,,,,1.0,0.2489,1.0,1.0,,,,,,,,
