match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,player_gender,stat_totalCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_wonContest,stat_outfielderBlock,stat_fouls,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_penaltyMiss,stat_accurateCross,stat_penaltyWon,stat_keyPass,captain,stat_totalOffside,stat_bigChanceCreated,stat_goals,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_blockedScoringAttempt
13444488,home,Sarasota Paradise,Eric Walker,Eric Walker,,eric-walker,E. Walker,G,185.0,1,1198221,EUR,1019433600.0,G,1,1,False,23.0,15.0,14.0,7.0,0.0,10.0,11.0,5.0,12.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,90.0,33.0,6.7,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13444488,home,Sarasota Paradise,Travis Ward,,,travis-ward,T. Ward,F,185.0,0,983357,EUR,831600000.0,D,7,7,False,26.0,10.0,9.0,1.0,0.0,5.0,11.0,5.0,15.0,,5.0,3.0,4.0,,,,,,90.0,54.0,5.9,26.0,1,7,M,1.0,3.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
13444488,home,Sarasota Paradise,Jivan Rodriguez,Jivan Rodriguez,,jivan-rodriguez,J. Rodriguez,D,,0,2072967,EUR,912384000.0,D,4,4,False,30.0,17.0,10.0,3.0,0.0,12.0,16.0,5.0,14.0,1.0,4.0,3.0,1.0,,,,,,90.0,42.0,6.4,14.0,0,4,,,1.0,5.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
13444488,home,Sarasota Paradise,Enzo Panozzo,Enzo Panozzo,,enzo-panozzo,E. Panozzo,D,,1,2072963,EUR,1086048000.0,D,14,14,False,32.0,23.0,11.0,5.0,0.0,18.0,21.0,5.0,11.0,1.0,2.0,4.0,3.0,,,,,,90.0,42.0,6.5,12.0,0,14,,,1.0,1.0,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,
13444488,home,Sarasota Paradise,Pablo Herrera,Pablo Herrera,,pablo-herrera,P. Herrera,D,,0,2072981,EUR,1045872000.0,D,21,21,False,29.0,15.0,11.0,3.0,0.0,6.0,10.0,9.0,19.0,1.0,3.0,3.0,3.0,,,,,,90.0,60.0,6.9,21.0,1,21,,1.0,1.0,8.0,2.0,,,1.0,,6.0,3.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,
13444488,home,Sarasota Paradise,Chris Solari,Chris Solari,,chris-solari,C. Solari,M,,0,2072956,EUR,864777600.0,M,8,8,False,18.0,15.0,,,0.0,7.0,9.0,8.0,9.0,3.0,8.0,2.0,2.0,,,,,,90.0,34.0,6.0,10.0,2,8,,,2.0,4.0,,2.0,2.0,,1.0,2.0,1.0,,,,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,
13444488,home,Sarasota Paradise,Nathan Lam,Nathan Lam,,nathan-lam,N. Lam,M,,0,2072978,EUR,973123200.0,M,6,6,False,28.0,19.0,3.0,,0.0,11.0,11.0,8.0,17.0,2.0,7.0,2.0,3.0,,,,,,90.0,40.0,6.5,11.0,0,6,,2.0,,3.0,4.0,,1.0,,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,
13444488,home,Sarasota Paradise,Ángel Velásquez,Ángel Velásquez,,angel-velasquez,Á. Velásquez,F,,0,2072951,EUR,1123459200.0,M,25,25,False,10.0,5.0,1.0,,0.0,4.0,5.0,1.0,5.0,,8.0,,6.0,,,,,,77.0,24.0,6.5,10.0,1,25,,,,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,,,3.0,1.0,,,,,,,,,,,,,,
13444488,home,Sarasota Paradise,Nikola Sljivic,Nikola Sljivic,,nikola-sljivic,N. Sljivic,M,,0,2072980,EUR,1000512000.0,M,19,19,False,9.0,5.0,,,0.0,4.0,4.0,1.0,5.0,4.0,10.0,,2.0,,,,,,73.0,27.0,6.7,14.0,1,19,,1.0,1.0,4.0,,3.0,,1.0,1.0,1.0,1.0,2.0,,,3.0,7.0,,,,1.0,1.0,1.0,,,,,,,,
13444488,home,Sarasota Paradise,Juan Felipe Rojas,Juan Felipe Rojas,,juan-felipe-rojas,J. F. Rojas,M,,0,1193442,EUR,900201600.0,M,12,12,False,9.0,7.0,1.0,,0.0,2.0,3.0,5.0,6.0,2.0,4.0,1.0,3.0,,,,,,58.0,25.0,6.9,8.0,0,12,M,4.0,,6.0,1.0,1.0,,,1.0,3.0,1.0,3.0,,,,1.0,,,,1.0,,2.0,True,,,,,,,
