match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_interceptionWon,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,player_firstName,player_lastName,stat_dispossessed,stat_totalCross,stat_totalContest,stat_wonContest,stat_totalOffside,stat_keyPass,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_accurateCross,stat_goalAssist,stat_goals,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_penaltyWon,stat_hitWoodwork,stat_penaltyMiss
10390127,home,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,31.0,21.0,14.0,5.0,20.0,25.0,1.0,6.0,6.0,1.0,4.0,1.0,1.0,5.0,90.0,41.0,7.1,11.0,0.0,0.0,0.00011376,0,1.4428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390127,home,Montpellier,Boubakar Kouyaté,boubakar-kouyate,B. Kouyaté,D,25,192,907,M,848537,EUR,861062400,D,4,4,False,43.0,34.0,3.0,,20.0,24.0,14.0,19.0,7.0,,,,,,90.0,53.0,6.3,9.0,0.0,0.0,0.00760343,0,,2.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10390127,home,Montpellier,Christopher Jullien,christopher-jullien,C. Jullien,D,6,195,127,M,229598,EUR,732758400,D,6,6,False,23.0,21.0,4.0,3.0,18.0,19.0,3.0,4.0,1.0,,,,,,90.0,35.0,6.1,3.0,0.0,0.0,0.0015765,0,,,,2.0,1.0,1.0,4.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10390127,home,Montpellier,Maxime Estève,maxime-esteve,M. Estève,D,5,192,1470,M,1117223,EUR,1022371200,D,14,14,False,35.0,29.0,2.0,1.0,21.0,25.0,8.0,10.0,11.0,,,,,,90.0,43.0,6.2,7.0,0.0,0.0,0.00334152,0,,1.0,,3.0,1.0,,1.0,,1.0,,,4.0,,,1.0,Maxime Estève,,1.0,,,,,,,,,,,,,,,,,,
10390127,home,Montpellier,Falaye Sacko,falaye-sacko,F. Sacko,D,77,179,2233,M,796372,EUR,799286400,M,77,77,False,23.0,15.0,2.0,1.0,11.0,13.0,4.0,15.0,4.0,,,,,,85.0,41.0,6.4,16.0,0.0,0.0,0.0152644,0,,,,2.0,2.0,,2.0,,,,1.0,2.0,1.0,,,,,1.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,
10390127,home,Montpellier,Leo Leroy,leo-leroy,L. Leroy,M,22,185,170,M,976001,EUR,950486400,M,18,18,False,18.0,10.0,,,7.0,10.0,3.0,8.0,8.0,,,,,,62.0,25.0,6.2,11.0,0.0,0.0,0.00039553,0,,2.0,1.0,8.0,3.0,2.0,,1.0,1.0,1.0,,,,,2.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,
10390127,home,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,27.0,25.0,1.0,,15.0,16.0,10.0,11.0,6.0,,,,,,83.0,42.0,7.1,2.0,0.0,0.0,0.0777822,0,,,,1.0,3.0,1.0,2.0,,2.0,,1.0,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
10390127,home,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,11,171,790,M,156682,EUR,693360000,M,11,11,False,49.0,37.0,10.0,7.0,16.0,19.0,21.0,31.0,7.0,,,,,,90.0,75.0,6.9,18.0,0.1507,0.0211,0.0984835,2,,1.0,,11.0,11.0,2.0,,,3.0,3.0,4.0,2.0,,,4.0,,,3.0,1.0,6.0,4.0,,1.0,True,1.0,1.0,,,,,,,,,,
10390127,home,Montpellier,Faitout Maouassa,faitout-maouassa,F. Maouassa,M,27,172,207,M,801287,EUR,899683200,M,27,27,False,29.0,22.0,4.0,1.0,14.0,17.0,10.0,15.0,4.0,,,,,,83.0,44.0,6.6,10.0,0.0,0.0,0.0149096,0,,,,3.0,4.0,2.0,,,2.0,1.0,1.0,,,,1.0,,,,3.0,1.0,1.0,,,,,,2.0,,,,,,,,,
10390127,home,Montpellier,Valère Germain,valere-germain,V. Germain,F,,180,599,M,140992,EUR,640310400,F,9,9,False,18.0,8.0,,,5.0,8.0,3.0,10.0,5.0,,,,,,62.0,26.0,6.6,10.0,0.0,0.0,0.00284526,0,,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
