match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_aerialLost,stat_fouls,stat_shotOffTarget,stat_interceptionWon,stat_ownGoals,stat_expectedGoals,stat_shotValueNormalized,stat_wonContest,stat_blockedScoringAttempt,stat_hitWoodwork,player_sofascoreId,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_lastManTackle,stat_errorLeadToAShot,stat_bigChanceMissed,stat_totalOffside
13981621,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,True,28.0,16.0,23.0,11.0,0.0,8.0,9.0,8.0,19.0,2.0,2.0,2.0,13.0,2.0,1.0,1.0,2.0,2.0,90.0,40.0,6.6,12.0,0.00564982,67.974157925688,8.0,45.99,17.43,-0.0005,0,-1.3271,0.16,0.02,-0.14,-0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981621,home,Lecce,Danilo Veiga,,,danilo-veiga,D. Veiga,D,17,183,380,M,1002045,EUR,1032912000,D,17,17,False,,24.0,17.0,5.0,2.0,0.0,9.0,11.0,8.0,13.0,1.0,4.0,3.0,6.0,,,,,,90.0,55.0,6.4,17.0,0.0513078,51.029547393387,6.0,34.65,14.805,,0,,0.23,0.05,-0.39,,4.0,1.0,6.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,12.46714726792,1.0,2.0,,,,,,,,,,,,,,,,,,,
13981621,home,Lecce,Kialonda Gaspar,Kialonda Gaspar,,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,,28.0,25.0,4.0,3.0,0.0,21.0,22.0,4.0,6.0,1.0,4.0,9.0,2.0,,,,,,90.0,45.0,6.6,4.0,0.00220042,21.861617692672,4.0,3.465,5.565,,0,,0.08,0.0,0.13,,,,3.0,,,1.0,1.0,1.0,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
13981621,home,Lecce,Tiago Gabriel,Tiago Gabriel,,tiago-gabriel,T. Gabriel,D,44,194,1285,M,1651825,EUR,1104019200,D,44,44,False,,32.0,29.0,1.0,,0.0,27.0,28.0,2.0,4.0,2.0,6.0,5.0,2.0,,,,,,90.0,47.0,5.8,3.0,0.023987,121.3907311703,12.0,20.79,17.325,,2,,0.11,0.05,-0.68,,,,7.0,1.0,,,1.0,1.0,,,3.0,,,,5.0,1.0,2.0,1.0,1.0,0.2465,-0.43,,,,,,,,,,,,
13981621,home,Lecce,Corrie Ndaba,,,ndaba-corrie,C. Ndaba,D,3,188,181,M,981470,EUR,946080000,D,3,3,False,,21.0,15.0,1.0,,0.0,7.0,11.0,8.0,10.0,,1.0,4.0,1.0,,,,,,78.0,32.0,6.3,7.0,0.0054697,21.204527363944,5.0,-9.975,3.045,,0,,0.01,0.0,-0.19,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
13981621,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,,25.0,19.0,3.0,,0.0,9.0,11.0,10.0,14.0,1.0,4.0,2.0,7.0,,,,,,78.0,37.0,6.7,7.0,0.15064,27.799186640029,4.0,-6.195,5.355,,0,,0.25,0.04,-0.1,,1.0,1.0,2.0,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,
13981621,home,Lecce,Youssef Maleh,,,maleh-youssef,Y. Maleh,M,29,177,1361,M,849274,EUR,903744000,M,93,93,False,,22.0,13.0,3.0,1.0,0.0,7.0,11.0,6.0,11.0,1.0,4.0,3.0,,,,,,,78.0,47.0,6.4,18.0,0.0666833,51.31622113452,7.0,13.86,12.285,,3,,0.01,0.09,-0.09,,5.0,1.0,3.0,,,2.0,,1.0,1.0,4.0,1.0,14.2434718029,1.0,1.0,,2.0,2.0,,,0.1525,-0.52,1.0,1.0,1.0,,,,,,,,,
13981621,home,Lecce,Santiago Pierotti,,,santiago-pierotti,S. Pierotti,F,50,189,760,M,984998,EUR,986256000,M,50,50,False,,15.0,12.0,1.0,,0.0,5.0,6.0,7.0,9.0,,4.0,3.0,7.0,,,,,,54.0,30.0,6.3,9.0,0.00742775,41.333161225167,6.0,24.675,8.4,,0,,0.09,0.1,-0.05,,,,9.0,2.0,,4.0,,3.0,2.0,2.0,,9.0721984105287,1.0,,,4.0,,,,,,1.0,,,,,,,,,,,
13981621,home,Lecce,Mohamed Kaba,,,mohamed-kaba,M. Kaba,M,21,185,693,M,1127590,EUR,1004140800,M,77,77,False,,16.0,14.0,2.0,1.0,0.0,5.0,6.0,9.0,10.0,2.0,6.0,,6.0,,,,,,90.0,30.0,6.3,7.0,0.0163623,39.277564711332,8.0,3.15,8.82,,0,,0.07,0.19,-0.18,,,,9.0,1.0,1.0,2.0,,1.0,1.0,3.0,3.0,,,1.0,5.0,1.0,,,,,,1.0,,,,,,,,,,,
13981621,home,Lecce,Lameck Banda,,,lameck-banda,L. Banda,M,19,165,4769,M,911350,EUR,980726400,M,19,19,False,,8.0,6.0,,,1.0,2.0,2.0,4.0,6.0,,6.0,,3.0,,,,,,57.0,31.0,5.7,10.0,0.0892795,86.321651294727,6.0,73.395,32.865,,2,,0.06,0.19,-0.16,,2.0,1.0,8.0,1.0,,5.0,,4.0,2.0,3.0,1.0,74.685954159738,3.0,2.0,,3.0,2.0,1.0,,0.1331,-0.51,1.0,,,lameckbanda.10,1.0,,,,,,,
