match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_wasFouled,player_firstName,player_lastName,captain,stat_totalClearance,stat_dispossessed,stat_totalContest,stat_wonContest,player_sofascoreId,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_goodHighClaim,stat_hitWoodwork
10389757,home,Nice,Kasper Schmeichel,kasper-schmeichel,K. Schmeichel,G,1,189,3913,M,1076,EUR,531532800,G,1,1,False,11.0,9.0,2.0,1.0,9.0,11.0,5.0,1.0,2.0,2.0,90.0,17.0,6.4,2.0,0.0,0.0,2.144e-05,0,-0.6507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389757,home,Nice,Pablo Rosario,pablo-rosario,P. Rosario,M,13,188,1208,M,804472,EUR,852595200,D,8,8,False,75.0,67.0,3.0,,33.0,35.0,6.0,,,,90.0,90.0,7.6,10.0,0.0707,0.0,0.101231,1,,1.0,36.0,43.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
10389757,home,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,945217,EUR,946512000,D,25,25,False,74.0,67.0,9.0,5.0,41.0,44.0,9.0,,,,90.0,84.0,7.3,7.0,0.0,0.0,0.0165453,0,,,26.0,30.0,,,1.0,2.0,2.0,7.0,1.0,,,,4.0,4.0,2.0,,,,1.0,,,,,,,,,,,,,,
10389757,home,Nice,Dante,dante,Dante,D,4,188,1257,M,3577,EUR,435283200,D,4,4,False,68.0,65.0,9.0,6.0,31.0,31.0,7.0,,,,90.0,82.0,7.5,4.0,0.1913,0.0,0.0525249,3,,,34.0,37.0,,,2.0,2.0,5.0,7.0,,,3.0,1.0,1.0,4.0,2.0,1.0,3.0,,1.0,,,True,1.0,,,,,,,,,,
10389757,home,Nice,Alexis Beka Beka,beka-beka-alexis,A. B. Beka,M,6,175,378,M,1001456,EUR,985824000,M,21,21,False,17.0,14.0,1.0,,6.0,6.0,1.0,,,,45.0,35.0,6.7,9.0,0.0,0.0,0.0572666,0,,,10.0,16.0,5.0,2.0,1.0,,3.0,3.0,1.0,,,,3.0,,,1.0,,,1.0,,,,,1.0,2.0,2.0,,,,,,,
10389757,home,Nice,Hicham Boudaoui,hicham-boudaoui,H. Boudaoui,M,6,176,11417,M,985923,EUR,938044800,M,28,28,False,62.0,57.0,2.0,2.0,24.0,25.0,6.0,,,,82.0,73.0,6.7,8.0,0.0461,0.0,0.0440868,1,,,33.0,37.0,,,,1.0,6.0,6.0,2.0,,,,1.0,4.0,,,2.0,1.0,1.0,,,,,2.0,,,hicham_boudaoui,1.0,,,,,
10389757,home,Nice,Khéphren Thuram,khephren-thuram,K. Thuram,M,19,191,11655,M,904832,EUR,985564800,M,19,19,False,46.0,39.0,2.0,2.0,14.0,14.0,8.0,,,,90.0,70.0,7.3,13.0,0.2421,0.0,0.0937315,4,,,25.0,32.0,,,,,6.0,9.0,1.0,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,6.0,5.0,k_thuram,2.0,,,,,
10389757,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,906075,EUR,973468800,M,26,26,False,23.0,18.0,1.0,,7.0,8.0,6.0,,,,45.0,40.0,7.2,9.0,0.0,0.0,0.0111752,0,,,11.0,18.0,3.0,,,1.0,2.0,9.0,1.0,,,,,5.0,4.0,,1.0,,,,,,,,3.0,3.0,,,1.0,,,,
10389757,home,Nice,Aaron Ramsey,aaron-ramsey,A. Ramsey,M,10,182,2882,M,23571,EUR,662169600,F,16,16,False,77.0,69.0,6.0,4.0,25.0,25.0,5.0,,,,90.0,99.0,7.2,17.0,0.0344,0.0,0.216912,1,,,46.0,59.0,7.0,2.0,,1.0,7.0,4.0,3.0,,,,2.0,2.0,,2.0,3.0,1.0,,,,,1.0,,2.0,1.0,,1.0,,,,,
10389757,home,Nice,Nicolas Pépé,nicolas-pepe,N. Pépé,F,19,183,12582,M,593526,EUR,801705600,F,29,29,False,41.0,36.0,,,10.0,10.0,5.0,,,,90.0,73.0,7.4,22.0,0.0,0.0,0.41129,0,,,29.0,38.0,7.0,3.0,,1.0,12.0,11.0,2.0,,,,,3.0,1.0,5.0,2.0,3.0,,,,,,8.0,7.0,7.0,nicolas_pepe19,,,,,,
