match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_aerialLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_accurateCross,stat_goals,stat_blockedScoringAttempt,player_sofascoreId
12117331,home,Red Bull Bragantino,Cleiton,cleiton,Cleiton,G,1,190,551,M,844576,EUR,871948800,G,1,1,False,True,33.0,18.0,24.0,9.0,0.0,12.0,13.0,6.0,20.0,2.0,3.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,45.0,6.8,15.0,0.00227283,0,-0.3224,,,,,,,,,,,,,,,,,,,,,,,,
12117331,home,Red Bull Bragantino,José Andrés Hurtado,andres-hurtado,J. A. Hurtado,D,34,178,537,M,987589,EUR,1009065600,D,34,34,False,,29.0,25.0,4.0,2.0,0.0,12.0,13.0,13.0,21.0,,1.0,6.0,5.0,,,,,,,90.0,57.0,6.9,13.0,0.00880001,1,,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0169,,,,,,,,,,,,,,,
12117331,home,Red Bull Bragantino,Pedro Henrique,pedro-henrique,P. Henrique,D,14,188,417,M,551774,EUR,812592000,D,14,14,False,,32.0,24.0,8.0,2.0,0.0,18.0,21.0,6.0,11.0,1.0,1.0,5.0,2.0,,,,,,,65.0,44.0,7.4,8.0,0.00238114,2,,,,,,,,1.0,2.0,0.137,1.0,2.0,0.135,,,,,,,,,,,,
12117331,home,Red Bull Bragantino,Lucas Cunha,lucas-cunha,L. Cunha,D,3,186,169,M,794139,EUR,853977600,D,4,4,False,,28.0,24.0,6.0,4.0,0.0,18.0,19.0,6.0,9.0,4.0,4.0,13.0,1.0,,,,,,,90.0,44.0,7.1,4.0,0.0127269,0,,,2.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,
12117331,home,Red Bull Bragantino,Juninho Capixaba,juninho-capixaba,J. Capixaba,D,29,176,909,M,870556,EUR,868147200,D,29,29,False,,30.0,16.0,6.0,2.0,0.0,8.0,14.0,8.0,16.0,3.0,7.0,5.0,5.0,1.0,,,,,,90.0,48.0,6.9,16.0,0.00348014,1,,,5.0,,,,,1.0,,0.1227,,,,4.0,3.0,2.0,1.0,,,,,,,,
12117331,home,Red Bull Bragantino,Matheus Fernandes,matheus-fernandes,M. Fernandes,M,35,183,759,M,840150,EUR,899164800,M,35,35,False,,29.0,22.0,6.0,4.0,0.0,8.0,10.0,14.0,19.0,,4.0,2.0,6.0,1.0,,,,,,73.0,36.0,7.0,7.0,0.0141502,0,,,3.0,,,1.0,1.0,,,,,,,,2.0,1.0,3.0,1.0,,,,,,,
12117331,home,Red Bull Bragantino,Lucas Evangelista,lucas-evangelista,L. Evangelista,M,30,181,3216,M,331397,EUR,799718400,M,8,8,False,,22.0,18.0,3.0,2.0,0.0,14.0,15.0,4.0,8.0,2.0,7.0,2.0,2.0,4.0,,,,,,90.0,38.0,7.0,7.0,0.00640023,1,,1.0,6.0,2.0,,,,1.0,3.0,0.0109,,1.0,,2.0,1.0,,2.0,1.0,2.0,,,,,,
12117331,home,Red Bull Bragantino,Vinicinho,vinicinho,Vinicinho,F,17,174,339,M,1587965,EUR,1077235200,M,54,54,False,,9.0,8.0,,,0.0,3.0,3.0,6.0,9.0,,5.0,,,3.0,,,,,,64.0,21.0,6.6,6.0,0.0500666,0,,3.0,7.0,,,2.0,,,,,,,,2.0,2.0,2.0,3.0,,1.0,Vinicius,Mendonça Pereira,1.0,,,
12117331,home,Red Bull Bragantino,Jhon Jhon,jhon-jhon,Jhon Jhon,M,10,178,2841,M,1167069,EUR,1031529600,M,6,6,False,,29.0,24.0,3.0,2.0,1.0,8.0,9.0,16.0,22.0,,7.0,,4.0,1.0,,,,,,90.0,47.0,7.5,12.0,0.0163299,0,,2.0,4.0,,1.0,6.0,4.0,,2.0,,,1.0,,,2.0,2.0,1.0,1.0,2.0,Jhon Jhon,,,,,
12117331,home,Red Bull Bragantino,Vitinho,vitinho,Vitinho,M,28,181,1064,M,982405,EUR,922924800,M,28,28,False,,10.0,7.0,3.0,2.0,0.0,2.0,4.0,7.0,11.0,1.0,1.0,2.0,1.0,,,,,,,83.0,28.0,6.5,12.0,0.152462,0,,5.0,8.0,1.0,1.0,3.0,,,,,,,,3.0,,,,3.0,2.0,,,2.0,,,
