match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_totalOffside,player_firstName,player_lastName,stat_aerialWon,stat_wonTackle,stat_fouls,stat_outfielderBlock,stat_challengeLost,stat_wonContest,stat_errorLeadToAShot,stat_keyPass,stat_unsuccessfulTouch,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_shotOffTarget,stat_goals,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented
12528186,home,Fenerbahçe,Dominik Livaković,dominik-livakovic,D. Livaković,G,40,186,12816,M,Livakovic40,190419,EUR,789609600,G,40,40,False,13.0,10.0,8.0,5.0,0.0,8.0,9.0,2.0,4.0,2.0,4.0,1.0,2.0,90.0,19.0,7.0,3.0,0.00033825,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528186,home,Fenerbahçe,Bright Osayi-Samuel,bright-osayi-samuel,B. Osayi-Samuel,D,26,175,5511,M,,791616,EUR,883526400,D,21,21,False,35.0,31.0,4.0,2.0,0.0,15.0,17.0,16.0,19.0,1.0,3.0,,,76.0,54.0,6.6,10.0,0.0106951,0,1.0,1.0,6.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12528186,home,Fenerbahçe,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182,4708,M,alex_djiku,289977,EUR,776390400,D,6,6,False,56.0,49.0,4.0,1.0,0.0,40.0,41.0,9.0,15.0,4.0,3.0,,,90.0,64.0,7.1,8.0,0.00313197,0,,,1.0,4.0,,,,2.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12528186,home,Fenerbahçe,Jayden Oosterwolde,jayden-oosterwolde,J. Oosterwolde,D,24,189,3122,M,,1048324,EUR,988243200,D,24,24,False,47.0,41.0,5.0,2.0,0.0,32.0,34.0,9.0,13.0,2.0,4.0,,,90.0,54.0,6.9,8.0,0.00276749,0,,1.0,4.0,3.0,1.0,,,,,,Jayden Oosterwolde,,3.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,
12528186,home,Fenerbahçe,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,24,174,21029,M,ferdikadioglu,825844,EUR,939254400,D,7,7,False,48.0,41.0,5.0,5.0,0.0,23.0,24.0,18.0,25.0,1.0,5.0,,,88.0,60.0,7.0,9.0,0.0183203,0,1.0,1.0,3.0,2.0,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
12528186,home,Fenerbahçe,İsmail Yüksek,ismail-yuksek,İ. Yüksek,M,5,183,3150,M,,952600,EUR,917308800,M,5,5,False,51.0,43.0,7.0,5.0,0.0,24.0,25.0,19.0,26.0,,8.0,,,90.0,71.0,7.6,12.0,0.0243113,0,,2.0,6.0,12.0,1.0,3.0,2.0,6.0,2.0,,,,2.0,3.0,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12528186,home,Fenerbahçe,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174,10886,M,szymanski_11,847983,EUR,926294400,M,53,53,False,43.0,36.0,4.0,3.0,0.0,16.0,18.0,20.0,27.0,1.0,5.0,,,90.0,55.0,7.0,11.0,0.0227063,0,2.0,,2.0,6.0,,,,4.0,,,,,2.0,2.0,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,
12528186,home,Fenerbahçe,İrfan Can Kahveci,irfan-can-kahveci,İ. C. Kahveci,M,71,180,4232,M,irfankahveci,226986,EUR,805766400,M,17,17,False,37.0,32.0,7.0,6.0,0.0,10.0,11.0,22.0,30.0,1.0,5.0,,,89.0,52.0,7.3,11.0,0.072392,0,4.0,1.0,5.0,4.0,,2.0,,3.0,,1.0,,,,2.0,4.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
12528186,home,Fenerbahçe,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181,12245,M,dusantadic,38560,EUR,595987200,M,10,10,False,30.0,25.0,1.0,,0.0,2.0,3.0,30.0,37.0,,3.0,,,90.0,54.0,8.1,15.0,0.759986,1,10.0,1.0,5.0,5.0,2.0,2.0,,,3.0,1.0,,,1.0,,1.0,,,1.0,,5.0,4.0,7.0,1.0,1.0,0.2074,,,,,,,,,,,
12528186,home,Fenerbahçe,Allan Saint-Maximin,allan-saint-maximin,A. Saint-Maximin,F,9,173,12629,M,st_maximin,347010,EUR,858124800,M,97,97,False,22.0,18.0,,,1.0,3.0,5.0,16.0,23.0,,1.0,,,76.0,42.0,7.6,13.0,0.365476,3,6.0,,6.0,5.0,,5.0,,1.0,1.0,1.0,,,1.0,,2.0,,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,0.0453,2.0,0.0545,,,,,,,,,
