match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_fouls,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_shotOffTarget,stat_expectedGoals,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim
12514037,home,AVS - Futebol SAD,Guillermo Ochoa,,,guillermo-ochoa,G. Ochoa,G,13,185,4425,M,GuiOchoa,15497,EUR,490060800,G,13,13,False,True,15.0,11.0,6.0,2.0,0.0,10.0,10.0,1.0,5.0,1.0,6.0,1.0,3.0,3.0,90.0,22.0,7.4,4.0,0.00023102,0,0.3973,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514037,home,AVS - Futebol SAD,Fernando Fonseca,,,fernando-fonseca,F. Fonseca,D,2,182,49,M,,792666,EUR,858297600,D,2,2,False,,48.0,44.0,8.0,5.0,0.0,20.0,22.0,26.0,32.0,2.0,5.0,1.0,,,90.0,71.0,7.1,13.0,0.182239,0,,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12514037,home,AVS - Futebol SAD,Cristian Castro,Cristian Castro,,cristian-castro,C. Castro,D,42,192,155,M,,1067320,EUR,980380800,D,42,42,False,,57.0,50.0,10.0,4.0,0.0,34.0,35.0,16.0,22.0,5.0,2.0,,,,90.0,66.0,7.2,7.0,0.00532973,0,,,,2.0,2.0,,,,1.0,1.0,5.0,7.0,1.0,,,,,,,,,,,,,,,
12514037,home,AVS - Futebol SAD,Baptiste Roux,,,baptiste-roux,B. Roux,D,5,190,62,M,,1049576,EUR,943574400,D,6,6,False,,55.0,50.0,2.0,,0.0,31.0,34.0,19.0,21.0,2.0,3.0,,,,83.0,57.0,6.7,5.0,0.00581073,0,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,
12514037,home,AVS - Futebol SAD,Kiki Afonso,,,kiki-afonso,K. Afonso,D,24,181,59,M,,324345,EUR,787017600,D,24,24,False,,38.0,30.0,7.0,4.0,0.0,14.0,14.0,16.0,28.0,3.0,5.0,,,,77.0,63.0,7.3,19.0,0.0162557,0,,4.0,,1.0,3.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,
12514037,home,AVS - Futebol SAD,Gustavo Assunção,,,gustavo-assuncao,G. Assunção,M,12,178,266,M,,981217,EUR,954374400,M,12,12,False,,75.0,71.0,8.0,5.0,0.0,33.0,34.0,38.0,41.0,6.0,10.0,1.0,,,90.0,84.0,7.0,5.0,0.026142,2,,,,1.0,6.0,3.0,3.0,2.0,,1.0,2.0,1.0,2.0,,,1.0,1.0,,,2.0,0.0277,,,,,,,
12514037,home,AVS - Futebol SAD,Jaume Grau,,,jaume-grau,J. G. Ciscar,M,15,183,72,M,,838633,EUR,862790400,M,15,15,False,,42.0,37.0,2.0,2.0,0.0,16.0,16.0,21.0,26.0,4.0,2.0,,,,61.0,50.0,6.6,8.0,0.0085619,0,,,,,5.0,1.0,1.0,1.0,,,1.0,,2.0,2.0,,2.0,2.0,,1.0,,,,,,,,,
12514037,home,AVS - Futebol SAD,Issiaka Kamate,,,kamate-issiaka,I. Kamate,M,41,186,932,M,,1176557,EUR,1091404800,M,9,9,False,,21.0,17.0,1.0,1.0,0.0,4.0,5.0,13.0,17.0,6.0,3.0,,,,61.0,30.0,7.0,8.0,0.0164874,0,,1.0,,1.0,3.0,,3.0,3.0,,1.0,1.0,,2.0,,,2.0,1.0,,2.0,,,,,,,,,
12514037,home,AVS - Futebol SAD,Lucas Piazón,,,lucas-piazon,L. Piazón,M,12,182,408,M,,156025,EUR,759024000,M,14,14,False,,41.0,36.0,1.0,1.0,0.0,12.0,12.0,26.0,36.0,10.0,3.0,2.0,,,89.0,64.0,7.5,12.0,0.101175,0,,7.0,2.0,1.0,4.0,2.0,,,,1.0,5.0,1.0,1.0,,,4.0,3.0,,1.0,,,,,,,,,
12514037,home,AVS - Futebol SAD,John Mercado,,,john-mercado,John Mercado,F,7,184,889,M,,1002514,EUR,1023062400,M,17,17,False,,18.0,12.0,1.0,,0.0,4.0,4.0,10.0,23.0,3.0,2.0,,,,90.0,49.0,6.8,21.0,0.121124,4,,9.0,2.0,,7.0,,6.0,3.0,,2.0,,4.0,,4.0,1.0,,,,1.0,3.0,0.0502,1.0,,,,,,
