match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_fouls,stat_wasFouled,stat_accurateCross,stat_keyPass,captain,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goodHighClaim,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals
10570030,home,Cambridge United,William Mannion,william-mannion,W. Mannion,G,25,186,26,M,848457,EUR,894326400,G,25,25,False,40.0,23.0,33.0,16.0,7.0,7.0,16.0,33.0,2.0,7.0,4.0,6.0,1.0,1.0,90.0,50.0,7.1,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570030,home,Cambridge United,George Williams,george-williams,G. Williams,D,,176,6,M,370672,EUR,734745600,D,2,2,False,26.0,22.0,3.0,1.0,12.0,14.0,10.0,13.0,2.0,5.0,,,,,90.0,51.0,7.2,11.0,0,,,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10570030,home,Cambridge United,Zeno Ibsen Rossi,zeno-ibsen-rossi,Z. I. Rossi,D,16,191,31,M,1020667,EUR,972691200,D,16,16,False,34.0,28.0,11.0,8.0,20.0,21.0,8.0,13.0,8.0,4.0,,,,,90.0,45.0,6.9,6.0,0,,,,,1.0,2.0,,,,,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,
10570030,home,Cambridge United,Lloyd Jones,lloyd-jones,L. Jones,D,5,190,87,M,1096460,EUR,813024000,D,6,6,False,38.0,28.0,12.0,8.0,22.0,24.0,6.0,14.0,12.0,7.0,,,,,90.0,56.0,7.3,11.0,0,,,,1.0,1.0,5.0,,,,,4.0,,,,1.0,4.0,,1.0,,,,,,,,,,,,,
10570030,home,Cambridge United,Brandon Haunstrup,brandon-haunstrup,B. Haunstrup,D,3,172,12,M,803686,EUR,846288000,D,3,3,False,30.0,20.0,7.0,2.0,8.0,11.0,14.0,24.0,3.0,3.0,,,,,90.0,65.0,6.1,19.0,0,,,5.0,,4.0,4.0,3.0,2.0,1.0,,,2.0,,,,1.0,,2.0,2.0,,,,,,,,,,,,
10570030,home,Cambridge United,Lewis Simper,lewis-simper,L. Simper,M,8,181,24,M,1000590,EUR,986601600,M,22,22,False,24.0,19.0,3.0,3.0,11.0,12.0,8.0,12.0,1.0,1.0,,,,,65.0,34.0,6.8,8.0,0,Lewis,Simper,,1.0,2.0,4.0,,1.0,,,,1.0,2.0,1.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,,
10570030,home,Cambridge United,Paul Digby,paul-digby,P. Digby,M,8,175,21,M,182623,EUR,791683200,M,4,4,False,33.0,27.0,6.0,5.0,17.0,19.0,11.0,15.0,5.0,6.0,,,,,90.0,47.0,7.0,7.0,0,,,1.0,1.0,2.0,5.0,,,,,,1.0,3.0,1.0,1.0,2.0,,,1.0,,True,1.0,,,,,,,,,
10570030,home,Cambridge United,Sam Smith,sam-smith,S. Smith,F,28,181,358,M,892481,EUR,889315200,M,10,10,False,13.0,8.0,1.0,1.0,3.0,6.0,6.0,8.0,1.0,4.0,,,,,65.0,26.0,6.8,9.0,1,,,1.0,,2.0,7.0,1.0,,,,,,2.0,1.0,3.0,1.0,,4.0,1.0,,,1.0,1.0,,,,,,,,
10570030,home,Cambridge United,Jack Lankester,jack-lankester,J. Lankester,F,7,177,69,M,958240,EUR,948240000,M,14,14,False,24.0,14.0,3.0,,8.0,9.0,6.0,15.0,3.0,4.0,,,,,79.0,42.0,6.1,17.0,1,Jack,Lankester,,4.0,10.0,4.0,3.0,2.0,,,,,1.0,,1.0,1.0,1.0,2.0,,1.0,,,1.0,,,,,,,,
10570030,home,Cambridge United,Saikou Janneh,saikou-janneh,S. Janneh,F,27,181,56,M,945809,EUR,947548800,M,17,17,False,17.0,10.0,3.0,2.0,5.0,7.0,5.0,11.0,4.0,5.0,,,,,65.0,37.0,7.8,8.0,2,,,1.0,,,12.0,,2.0,2.0,,,1.0,8.0,3.0,,1.0,,1.0,,,,,1.0,1.0,,,,,,,
10570030,home,Cambridge United,Joe Ironside,joe-ironside,J. Ironside,F,29,180,49,M,255051,EUR,750729600,F,9,9,False,19.0,5.0,,,1.0,1.0,4.0,18.0,,1.0,,,,,90.0,33.0,6.5,22.0,1,Joe,Ironside,,4.0,9.0,10.0,3.0,1.0,,,,,1.0,1.0,4.0,8.0,2.0,1.0,,1.0,,,,1.0,,,,,,,
