match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_fouls,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_wasFouled,stat_blockedScoringAttempt,captain,stat_goalAssist,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goals,stat_errorLeadToAShot,stat_hitWoodwork,stat_bigChanceCreated
11407442,home,Cagliari,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193,684,M,284349,EUR,833500800,G,22,22,False,28.0,15.0,19.0,6.0,12.0,13.0,3.0,15.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,90.0,35.0,6.6,13.0,0.00058858,0,-0.2738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407442,home,Cagliari,Edoardo Goldaniga,edoardo-goldaniga,E. Goldaniga,D,5,193,345,M,295133,EUR,752198400,D,3,3,False,25.0,20.0,3.0,1.0,16.0,18.0,4.0,7.0,1.0,1.0,2.0,2.0,,,,,,90.0,41.0,6.2,10.0,0.0024411,0,,,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11407442,home,Cagliari,Alberto Dossena,dossena-alberto,A. Dossena,D,4,195,511,M,870211,EUR,908236800,D,4,4,False,40.0,30.0,8.0,3.0,25.0,31.0,5.0,9.0,1.0,4.0,9.0,10.0,,,,,,90.0,57.0,7.1,12.0,0.00129807,0,,,,1.0,4.0,,3.0,,,2.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
11407442,home,Cagliari,Pantelis Hatzidiakos,hatzidiakos-pantelis,P. Hatzidiakos,D,6,185,762,M,822163,EUR,853545600,D,17,17,False,28.0,24.0,3.0,1.0,20.0,22.0,4.0,6.0,2.0,2.0,5.0,3.0,,,,,,45.0,37.0,6.8,5.0,0.00076275,1,,,,,,,1.0,,,,,,,,1.0,0.0162,,,,,,,,,,,,,,,,,,
11407442,home,Cagliari,Tommaso Augello,tommaso-augello,T. Augello,M,3,181,354,M,596736,EUR,778204800,D,27,27,False,48.0,33.0,11.0,5.0,20.0,26.0,15.0,27.0,2.0,4.0,1.0,6.0,,,,,,89.0,75.0,7.0,25.0,0.0538302,1,,,,1.0,2.0,1.0,,,,,,,,3.0,1.0,0.0163,5.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
11407442,home,Cagliari,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186,535,M,920391,EUR,900720000,M,29,29,False,31.0,23.0,7.0,3.0,6.0,8.0,17.0,23.0,1.0,6.0,3.0,7.0,,,,,,90.0,47.0,6.7,12.0,0.00601493,1,,,,3.0,7.0,,,,1.0,1.0,1.0,3.0,2.0,1.0,,0.0244,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
11407442,home,Cagliari,Matteo Prati,matteo-prati,M. Prati,M,4,182,705,M,1111640,EUR,1072569600,M,16,16,False,41.0,31.0,7.0,3.0,20.0,20.0,11.0,21.0,1.0,6.0,1.0,9.0,,,,,,90.0,60.0,6.9,14.0,0.0107039,1,,,,1.0,2.0,,1.0,,2.0,1.0,,4.0,2.0,,,0.0125,,,,,,1.0,1.0,,,,,,,,,,,
11407442,home,Cagliari,Jakub Jankto,jakub-jankto,J. Jankto,M,,180,320,M,569556,EUR,822009600,M,21,21,False,24.0,16.0,2.0,,5.0,7.0,11.0,18.0,1.0,2.0,1.0,6.0,,,,,,78.0,32.0,6.6,12.0,0.0159928,0,,,,2.0,3.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
11407442,home,Cagliari,Marco Mancosu,marco-mancosu,M. Mancosu,M,,177,118,M,25522,EUR,588211200,M,5,5,False,16.0,9.0,2.0,,5.0,7.0,4.0,10.0,,,,2.0,,,,,,45.0,25.0,6.3,11.0,0.00271746,1,,,,2.0,5.0,,,,1.0,1.0,2.0,,,,1.0,0.0097,1.0,,,,,,,True,,,,,,,,,,
11407442,home,Cagliari,Gaetano Oristanio,gaetano-oristanio,G. Oristanio,F,21,174,968,M,965009,EUR,1033171200,F,19,19,False,8.0,6.0,,,1.0,1.0,5.0,8.0,1.0,6.0,1.0,3.0,,,,,,64.0,20.0,7.1,6.0,0.0209637,0,,,,1.0,3.0,,1.0,,2.0,1.0,,2.0,1.0,1.0,,0.2242,1.0,,,2.0,1.0,2.0,,,1.0,,,,,,,,,
