match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_penaltyConceded,stat_challengeLost,stat_totalContest,stat_unsuccessfulTouch,stat_wonContest,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss
14109783,home,Antalyaspor,Julián Cuesta,julian-cuesta,J. Cuesta,G,1,195.0,192,M,217110,EUR,670118400,G,1,1,False,25.0,11.0,20.0,6.0,0.0,8.0,10.0,3.0,15.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,90.0,32.0,7.4,16.0,0.00035952,26.563664435597,4.0,6.2287234227039,0.0,0.6925,0,0.7754,0.0,-0.01,-0.11,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109783,home,Antalyaspor,Bünyamin Balcı,bunyamin-balci,B. Balcı,D,7,180.0,128,M,967214,EUR,959731200,D,7,7,False,31.0,17.0,3.0,,0.0,14.0,19.0,3.0,12.0,5.0,,,,,,,,90.0,56.0,6.6,15.0,0.010628,52.454120721558,8.0,-17.901289838013,0.0,,0,,-0.01,-0.08,-0.11,,1.0,2.0,6.0,2.0,5.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109783,home,Antalyaspor,Veysel Sarı,veysel-sari,V. Sarı,D,89,185.0,109,M,98276,EUR,585792000,D,89,89,False,16.0,12.0,2.0,,0.0,11.0,12.0,1.0,4.0,3.0,,,,,,,,90.0,28.0,6.7,4.0,0.00030207,27.145981421548,5.0,8.8220683104191,0.0,,0,,-0.04,0.02,-0.02,,1.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,True,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14109783,home,Antalyaspor,Hüseyin Türkmen,huseyin-turkmen,H. Türkmen,D,4,183.0,128,M,913994,EUR,883612800,D,4,4,False,28.0,23.0,7.0,4.0,0.0,15.0,16.0,8.0,12.0,1.0,,,,,,,,90.0,35.0,5.9,5.0,0.00547278,37.472755232867,7.0,-9.2433444094395,0.0,,0,,0.18,-0.08,-0.62,,,2.0,2.0,3.0,,,1.0,3.0,,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
14109783,home,Antalyaspor,Kenneth Paal,kenneth-paal,K. Paal,D,3,175.0,247,M,285997,EUR,867110400,D,3,3,False,16.0,13.0,4.0,2.0,0.0,7.0,7.0,6.0,9.0,2.0,,,,,,,,90.0,32.0,6.4,8.0,0.00344519,43.912955090735,8.0,12.919452766919,0.0,,0,,0.15,0.08,-0.19,,1.0,6.0,3.0,,1.0,1.0,,2.0,,2.0,1.0,1.0,,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,
14109783,home,Antalyaspor,Soner Dikmen,soner-dikmen,S. Dikmen,M,6,179.0,82,M,847782,EUR,746841600,M,6,6,False,24.0,21.0,2.0,,0.0,14.0,14.0,7.0,10.0,3.0,,,,,,,,90.0,27.0,6.4,3.0,0.00455596,36.70860049269,6.0,19.853747485565,0.0,,0,,0.05,0.07,-0.06,,,4.0,2.0,,,,,3.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
14109783,home,Antalyaspor,Samuel Ballet,samuel-ballet,S. Ballet,F,11,184.0,199,M,966663,EUR,984355200,M,11,11,False,17.0,13.0,,,0.0,8.0,9.0,5.0,8.0,4.0,,,,,,,,89.0,45.0,6.1,17.0,0.0826265,91.059504581334,12.0,-15.021528172308,0.0,,0,,0.1,-0.53,-0.18,,1.0,19.0,9.0,3.0,6.0,5.0,2.0,6.0,,,,,,3.0,8.0,1.0,1.0,,,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
14109783,home,Antalyaspor,Dario Šarić,dario-saric,D. Šarić,M,88,180.0,555,M,848385,EUR,864950400,M,88,88,False,10.0,8.0,,,0.0,7.0,8.0,1.0,2.0,1.0,,,,,,,,69.0,22.0,6.4,5.0,0.0008401,58.602796016023,6.0,20.285626601643,1.0,,0,,-0.05,0.0,-0.08,,,4.0,2.0,1.0,,,2.0,,,,1.0,,,1.0,3.0,,,,,,,,,12.147781007776,12.163897401738,,,,,,,,,,,,,
14109783,home,Antalyaspor,Ramzi Safuri,ramzi-safuri,R. Safuri,M,8,184.0,208,M,186949,EUR,814233600,M,8,8,False,20.0,14.0,5.0,2.0,0.0,8.0,8.0,6.0,12.0,6.0,,,,,,,,90.0,40.0,6.8,17.0,0.0553062,135.05099653268,11.0,58.526721375308,2.0,,1,,0.2,0.15,-0.03,,2.0,6.0,6.0,1.0,1.0,,3.0,,,2.0,1.0,,,1.0,1.0,3.0,,,,5.0,1.0,2.0,1.0,20.928149102023,41.380430310505,1.0,0.0278,-0.12,,,,,,,,,,
14109783,home,Antalyaspor,Samet Karakoc,samet-karakoc,S. Karakoç,D,2,185.0,56,M,1148625,EUR,1035244800,M,2,2,False,5.0,4.0,1.0,,0.0,1.0,1.0,3.0,4.0,4.0,,,,,,,,86.0,22.0,6.0,9.0,0.00418064,95.808015957617,8.0,31.187661168105,2.0,,1,,0.0,0.33,-0.06,,4.0,9.0,3.0,1.0,,,,2.0,,1.0,,,,,4.0,2.0,2.0,Samet Karakoc,,3.0,1.0,1.0,,12.969775084811,39.096690035406,1.0,0.079,-0.23,1.0,,,,,,,,,
14109783,home,Antalyaspor,Sander van de Streek,sander-van-de-streek,S. v. d. Streek,M,22,180.0,186,M,220155,EUR,732931200,F,22,22,False,10.0,7.0,,,0.0,3.0,4.0,4.0,6.0,2.0,,,,,,,,86.0,24.0,7.9,5.0,0.00458227,44.648568716984,6.0,21.709652881529,1.0,,2,,-0.16,0.39,-0.08,,1.0,7.0,5.0,1.0,1.0,1.0,,1.0,,3.0,3.0,,,3.0,3.0,,1.0,,,,,,1.0,13.126691609249,13.149572198364,,0.5167,0.49,1.0,2.0,1.0,0.4922,,,,,,
14109783,home,Antalyaspor,Jesper Ceesay,jesper-ceesay,J. Ceesay,M,23,192.0,178,M,1021269,EUR,1003536000,M,23,23,True,1.0,,,,0.0,,,,1.0,,,,,,,,,21.0,5.0,6.5,1.0,,,,,,,0,,-0.01,,0.0,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14109783,home,Antalyaspor,Lautaro Giannetti,lautaro-giannetti,L. Giannetti,D,30,184.0,385,M,233856,EUR,753148800,D,30,30,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,,,13.0,2.0,6.8,,8.25e-06,,,,,,0,,0.0,,0.18,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109783,home,Antalyaspor,Yohan Boli,yohan-boli,Y. Boli,F,77,181.0,218,M,797732,EUR,753494400,F,77,77,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,,,,,13.0,2.0,6.6,,0.00093434,,,,,,0,,-0.04,,-0.04,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14109783,home,Antalyaspor,Doğukan Sinik,dogukan-sinik,D. Sinik,M,70,180.0,124,M,796114,EUR,916876800,F,70,70,True,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
