match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,player_sofascoreId,stat_aerialWon,stat_dispossessed,stat_blockedScoringAttempt,stat_challengeLost,stat_totalOffside,stat_outfielderBlock,captain,stat_keyPass,stat_shotOffTarget,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated
10411611,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,26.0,8.0,22.0,5.0,4.0,8.0,4.0,18.0,3.0,4.0,1.0,1.0,2.0,2.0,90.0,31.0,6.6,18.0,0.0,0.0,0.00075272,52.789519388283,6.0,24.675,9.135,0,-0.2425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411611,home,Lecce,Valentin Gendrey,,,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,17,17,False,17.0,13.0,,,3.0,4.0,10.0,16.0,1.0,3.0,,,,,90.0,53.0,6.7,14.0,0.0,0.0,0.0196272,47.685324647393,3.0,38.43,21.525,0,,3.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,40.599932350561,2.0,,,,,,,,,,,,,,,
10411611,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,48.0,35.0,20.0,9.0,20.0,23.0,15.0,25.0,1.0,12.0,,,,,90.0,53.0,6.7,13.0,0.0,0.0,0.0190584,111.04789926578,13.0,47.355,27.195,0,,,2.0,2.0,,,,3.0,,,,,,28.048840421664,1.0,,,,,,,,,,,,,,,
10411611,home,Lecce,Samuel Umtiti,,,samuel-umtiti,S. Umtiti,D,,182,3972,M,96547,EUR,753235200,D,93,93,False,52.0,42.0,9.0,2.0,23.0,25.0,19.0,27.0,2.0,14.0,,,,,90.0,69.0,7.1,11.0,0.0474,0.0,0.0116102,124.51283534725,17.0,39.69,9.555,1,,,,3.0,7.0,,,4.0,5.0,2.0,,1.0,2.0,,,samumtiti,1.0,1.0,1.0,,,,,,,,,,,
10411611,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,25.0,19.0,2.0,,8.0,8.0,11.0,21.0,4.0,6.0,,,,,90.0,50.0,6.3,13.0,0.0,0.0,0.00733222,88.587694764086,7.0,85.785,19.32,0,,4.0,1.0,5.0,1.0,,,2.0,1.0,1.0,,,2.0,35.572577199802,2.0,,,1.0,,1.0,1.0,,,,,,,,,
10411611,home,Lecce,Alexis Blin,,,alexis-blin,A. Blin,M,28,184,149,M,318657,EUR,842832000,M,29,29,False,35.0,27.0,2.0,2.0,8.0,10.0,19.0,26.0,3.0,3.0,,,,,89.0,54.0,7.0,10.0,0.0,0.0,0.0195216,49.272886089734,6.0,-26.985,3.045,0,,1.0,2.0,4.0,7.0,1.0,,1.0,2.0,,,2.0,1.0,,,,3.0,,,,,1.0,,,,,,,,
10411611,home,Lecce,Morten Hjulmand,Morten,Hjulmand,hjulmand-morten,M. Hjulmand,M,42,185,4443,M,859917,EUR,930268800,M,42,42,False,49.0,39.0,4.0,2.0,8.0,11.0,31.0,38.0,4.0,5.0,,,,,90.0,62.0,7.1,12.0,0.0,0.0,0.0436187,19.807657609488,5.0,3.675,4.62,0,,,,3.0,5.0,,,,3.0,2.0,1.0,1.0,2.0,,,,1.0,1.0,,,,1.0,True,2.0,,,,,,
10411611,home,Lecce,Joan González,,,joan-gonzalez,J. González,M,,190,178,M,1137730,EUR,1012521600,M,16,16,False,33.0,26.0,1.0,1.0,9.0,11.0,17.0,24.0,,10.0,,,,,89.0,50.0,6.9,11.0,0.0652,0.0,0.0126999,97.299087519225,17.0,8.925,6.195,2,,2.0,2.0,4.0,5.0,2.0,1.0,,1.0,1.0,1.0,3.0,,,,,,,,1.0,,1.0,,,2.0,,,,,
10411611,home,Lecce,Gabriel Strefezza,,,gabriel-strefezza,G. Strefezza,M,7,168,2181,M,877201,EUR,861321600,F,27,27,False,27.0,17.0,1.0,1.0,4.0,5.0,14.0,27.0,,7.0,,,,,73.0,53.0,7.2,24.0,0.1765,0.0542,0.0190945,130.488136745,17.0,54.81,13.755,1,,5.0,1.0,9.0,5.0,2.0,,1.0,2.0,2.0,3.0,3.0,1.0,14.168981085456,1.0,,,5.0,,,,,,1.0,,1.0,1.0,1.0,,
10411611,home,Lecce,Lorenzo Colombo,,,lorenzo-colombo,L. Colombo,F,29,183,2440,M,930191,EUR,1015545600,F,9,9,False,18.0,10.0,2.0,1.0,2.0,5.0,8.0,13.0,,1.0,,,,,84.0,34.0,7.1,12.0,0.9077,0.9719,0.0373748,18.393548811722,4.0,-0.84,3.465,3,,,3.0,5.0,3.0,2.0,2.0,,,,3.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,1.0,1.0,,
