match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,from,player_id,player_name,playerName,reason,rescinded,confirmed,length
10665995,FT,3.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10665995,,,,,90,,,1,,,substitution,121493494.0,False,True,regular,,,,,,,,
10665995,,,,,90,,,1,,,substitution,121493493.0,False,True,regular,,,,,,,,
10665995,,3.0,0.0,,86,,,5,,,goal,167585665.0,,True,ownGoal,owngoal,920498.0,Abdullah Al Khateeb,,,,,
10665995,,,,,86,,,5,,,substitution,121493488.0,False,True,regular,,,,,,,,
10665995,,,,,79,,,12,,,substitution,121493473.0,False,True,regular,,,,,,,,
10665995,,,,,79,,,12,,,substitution,121493474.0,False,True,regular,,,,,,,,
10665995,,,,,73,,,18,,,substitution,121493464.0,False,False,regular,,,,,,,,
10665995,,,,,72,,,19,,,substitution,121493465.0,False,False,regular,,,,,,,,
10665995,,,,,56,,,35,,,card,120580854.0,,True,yellow,,31981.0,Éver Banega,Éver Banega,Foul,False,,
10665995,,,,,46,,,45,,,substitution,121493414.0,False,False,regular,,,,,,,,
10665995,,,,,46,,,45,,,substitution,121493413.0,False,False,regular,,,,,,,,
10665995,HT,2.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10665995,,,,,45,3.0,,1,,,varDecision,14708.0,,True,goalNotAwarded,,584430.0,Iago Santos,,,,False,
10665995,,2.0,0.0,,45,1.0,,1,,,goal,167584710.0,,True,regular,,584430.0,Iago Santos,,,,,
10665995,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,,,5.0
10665995,,,,,43,,,3,,,card,120580821.0,,False,yellow,,917267.0,Ibrahim Mahnashi,Ibrahim Mahnashi,Foul,False,,
10665995,,1.0,0.0,,21,,,25,,,goal,167584273.0,,True,regular,,306498.0,Santi Mina,,,,,
