match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,playerName,rescinded,id,isHome,incidentClass,player_id,player_name,length,injury,from,reason
11407370,FT,5.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
11407370,,,,,90,4.0,,1,,,card,Davide Frattesi,False,120896258.0,True,yellow,835600.0,Davide Frattesi,,,,
11407370,,5.0,1.0,,90,3.0,,1,,,goal,,,172292461.0,True,regular,835600.0,Davide Frattesi,,,,
11407370,,,,,90,0.0,,1,,,injuryTime,,,,,,,,5.0,,,
11407370,,,,,86,,,5,,,substitution,,,122013296.0,False,regular,,,,False,,
11407370,,,,,81,,,10,,,substitution,,,122013237.0,True,regular,,,,False,,
11407370,,4.0,1.0,,79,,,12,,,goal,,,172291991.0,True,penalty,135700.0,Hakan Çalhanoğlu,,,penalty,
11407370,,,,,77,,,14,,,substitution,,,122013214.0,False,regular,,,,False,,
11407370,,,,,77,,,14,,,substitution,,,122013213.0,False,regular,,,,False,,
11407370,,,,,77,,,14,,,substitution,,,122013212.0,False,regular,,,,False,,
11407370,,,,,74,,,17,,,substitution,,,122013157.0,True,regular,,,,False,,
11407370,,,,,72,,,19,,,card,Hakan Çalhanoğlu,False,120896073.0,True,yellow,135700.0,Hakan Çalhanoğlu,,,,Argument
11407370,,3.0,1.0,,69,,,22,,,goal,,,172291622.0,True,regular,37151.0,Henrikh Mkhitaryan,,,,
11407370,,,,,64,,,27,,,substitution,,,122013011.0,True,regular,,,,False,,
11407370,,,,,64,,,27,,,substitution,,,122012996.0,True,injury,,,,True,,
11407370,,,,,64,,,27,,,substitution,,,122012995.0,True,regular,,,,False,,
11407370,,,,,61,,,30,,,card,Theo Hernández,False,120896005.0,False,yellow,788027.0,Theo Hernández,,,,Foul
11407370,,2.0,1.0,,57,,,34,,,goal,,,172291289.0,False,regular,851284.0,Rafael Leão,,,,
11407370,,,,,56,,,35,,,substitution,,,122012893.0,False,regular,,,,False,,
11407370,HT,2.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
11407370,,2.0,0.0,,38,,,8,,,goal,,,172289605.0,True,regular,791702.0,Marcus Thuram,,,,
11407370,,,,,24,,,22,,,card,Malick Thiaw,False,120895696.0,False,yellow,1014286.0,Malick Thiaw,,,,Foul
11407370,,1.0,0.0,,5,,,41,,,goal,,,172288743.0,True,regular,37151.0,Henrikh Mkhitaryan,,,,
