match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_totalTackle,stat_unsuccessfulTouch,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wonTackle,stat_outfielderBlock,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_errorLeadToAShot,stat_goodHighClaim,stat_punches,stat_hitWoodwork,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_lastManTackle
12530803,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,True,33.0,24.0,18.0,9.0,0.0,20.0,23.0,4.0,10.0,1.0,3.0,2.0,2.0,1.0,1.0,90.0,39.0,7.2,10.0,0.00103876,0,0.1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530803,home,Trabzonspor,Pedro Malheiro,pedro-malheiro,P. Malheiro,D,79,179,416,M,1131249,EUR,980035200,D,79,79,False,,34.0,26.0,7.0,5.0,0.0,8.0,10.0,18.0,26.0,3.0,3.0,,,,,88.0,61.0,9.6,17.0,0.0490681,3,,,,2.0,8.0,4.0,4.0,1.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,0.2814,1.3139,1.0,,,,,,,,,,,,,,,,,,,
12530803,home,Trabzonspor,John Lundstram,john-lundstram,J. Lundstram,M,5,181,401,M,149815,EUR,761529600,D,5,5,False,,39.0,35.0,7.0,4.0,0.0,21.0,22.0,14.0,17.0,3.0,1.0,,,,,90.0,43.0,6.9,4.0,0.00800227,0,,,,,3.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
12530803,home,Trabzonspor,Arseniy Batagov,arsenii-batahov,A. Batagov,D,44,185,941,M,981395,EUR,1015286400,D,44,44,False,,54.0,48.0,6.0,3.0,0.0,35.0,38.0,13.0,16.0,4.0,5.0,,,,,90.0,63.0,7.3,7.0,0.00736399,0,,,,,1.0,2.0,,,,,,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12530803,home,Trabzonspor,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4102,M,981483,EUR,962928000,D,18,18,False,,32.0,27.0,2.0,1.0,0.0,9.0,9.0,18.0,25.0,1.0,4.0,,,,,90.0,57.0,6.8,11.0,0.125411,2,,,,2.0,3.0,4.0,,1.0,2.0,,,,,1.0,,0.0844,,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,
12530803,home,Trabzonspor,Batista Mendy,batista-mendy,B. Mendy,M,19,191,1292,M,859021,EUR,947635200,M,6,6,False,,42.0,38.0,1.0,1.0,1.0,15.0,15.0,23.0,27.0,,4.0,,,,,90.0,55.0,7.4,5.0,0.0298954,1,,,,,4.0,11.0,,1.0,,,,,,6.0,3.0,0.0304,,2.0,1.0,3.0,2.0,,,1.0,,,,,,,,,,,,,
12530803,home,Trabzonspor,Umut Güneş,umut-gunes,U. Güneş,M,20,177,131,M,876782,EUR,953164800,M,23,23,False,,33.0,30.0,2.0,2.0,0.0,11.0,11.0,19.0,22.0,,1.0,,,,,90.0,52.0,6.8,8.0,0.0457474,2,,,,,9.0,6.0,1.0,2.0,1.0,,,,,2.0,4.0,0.1256,,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
12530803,home,Trabzonspor,Edin Višća,edin-visca,E. Višća,M,7,172,1000,M,109779,EUR,635212800,M,7,7,False,,28.0,25.0,,,3.0,7.0,7.0,22.0,30.0,,5.0,,,,,86.0,56.0,9.1,15.0,0.518003,1,,,,9.0,6.0,7.0,1.0,2.0,5.0,2.0,,,1.0,1.0,,0.0619,,5.0,,,4.0,1.0,,1.0,3.0,,4.0,2.0,,,,,,,,,
12530803,home,Trabzonspor,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,990,M,958901,EUR,969926400,M,10,10,False,,30.0,21.0,1.0,1.0,0.0,5.0,6.0,16.0,29.0,1.0,6.0,,,,,74.0,59.0,7.4,21.0,0.0353505,3,,,,5.0,10.0,7.0,,3.0,4.0,1.0,1.0,1.0,,3.0,4.0,0.268,0.5277,1.0,,,3.0,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,,
12530803,home,Trabzonspor,Anthony Nwakaeme,anthony-nwakaeme,A. N. Nwakaeme,M,9,185,824,M,139455,EUR,606441600,M,9,9,False,,38.0,29.0,4.0,2.0,0.0,8.0,9.0,21.0,30.0,2.0,9.0,,,,,86.0,56.0,6.9,17.0,0.0412143,1,,,,1.0,7.0,5.0,,6.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.0449,0.0159,,,1.0,1.0,,,,1.0,,,,,,,,,,,,
12530803,home,Trabzonspor,Simon Banza,simon-banza,S. Banza,F,9,189,10384,M,825945,EUR,839894400,F,17,17,False,,5.0,5.0,1.0,1.0,1.0,,,5.0,5.0,,1.0,,,,,74.0,13.0,8.2,1.0,0.0223277,3,,,,,2.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.9769,0.9901,2.0,2.0,,,1.0,1.0,1.0,,,,,1.0,simbnz,,,,,,,
