match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_accurateLongBalls,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_penaltyWon,stat_accurateCross,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyMiss,player_sofascoreId,stat_penaltyConceded,stat_penaltySave,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,stat_lastManTackle,stat_hitWoodwork,stat_totalOffside
12436506,home,Southampton,Alex McCarthy,,,alex-mccarthy,A. McCarthy,G,1,193,297,M,45502,EUR,628646400,G,1,1,False,27.0,15.0,9.0,0.0,15.0,21.0,6.0,1.0,13.0,1.0,2.0,1.0,2.0,5.0,1.0,8.0,90.0,49.0,7.2,12.0,3.447e-05,0,1.1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436506,home,Southampton,Kyle Walker-Peters,,,kyle-walker-peters,K. Walker-Peters,D,2,173,1504,M,823085,EUR,860889600,D,2,2,False,33.0,30.0,,0.0,17.0,19.0,15.0,6.0,5.0,,,,,,,,90.0,61.0,6.2,11.0,0.0158223,0,,13.0,1.0,5.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436506,home,Southampton,Taylor Harwood-Bellis,,,taylor-harwood-bellis,T. Harwood-Bellis,D,6,185,1654,M,980637,EUR,1012348800,D,6,6,False,58.0,51.0,5.0,0.0,34.0,38.0,21.0,5.0,1.0,,,,,,,,90.0,73.0,7.0,10.0,0.0190819,0,,17.0,1.0,2.0,4.0,,,,,,1.0,,2.0,1.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12436506,home,Southampton,Flynn Downes,Flynn,Downes,flynn-downes,F. Downes,M,4,172,375,M,879810,EUR,916790400,D,4,4,False,37.0,33.0,5.0,0.0,30.0,32.0,5.0,6.0,1.0,1.0,,,,,,,90.0,47.0,5.9,5.0,0.00068789,1,,3.0,,1.0,2.0,,,,1.0,1.0,1.0,1.0,2.0,,,,1.0,,1.0,0.0493,0.253,,,,,,,,,,,,,,,,,,,
12436506,home,Southampton,Jack Stephens,Jack,Stephens,jack-stephens,J. Stephens,D,5,185,213,M,134361,EUR,759628800,D,5,5,False,42.0,33.0,2.0,0.0,30.0,37.0,5.0,3.0,4.0,,,,,,,,90.0,54.0,6.8,9.0,0.0147658,1,,3.0,,2.0,2.0,,,,2.0,1.0,,,2.0,,,2.0,1.0,,,0.0457,,True,1.0,1.0,2.0,,,,,,,,,,,,,,,
12436506,home,Southampton,Ryan Fraser,,,ryan-fraser,R. Fraser,M,7,163,555,M,138261,EUR,762048000,D,24,24,False,26.0,20.0,1.0,0.0,11.0,16.0,11.0,3.0,3.0,,,,,,,,77.0,41.0,6.5,10.0,0.00357188,0,,9.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
12436506,home,Southampton,Tyler Dibling,Tyler,Dibling,tyler-dibling,T. Dibling,M,20,178,2847,M,1174472,EUR,1140134400,M,33,33,False,17.0,15.0,2.0,0.0,6.0,7.0,11.0,1.0,5.0,,,,,,,,90.0,34.0,6.7,9.0,0.219543,1,,9.0,1.0,7.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,0.0313,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12436506,home,Southampton,Mateus Fernandes,,,mateus-fernandes,M. Fernandes,M,18,178,3830,M,1142562,EUR,1089417600,M,18,18,False,28.0,24.0,2.0,0.0,17.0,19.0,12.0,1.0,4.0,,1.0,,,,,,90.0,45.0,6.8,7.0,0.0709096,2,,9.0,3.0,8.0,5.0,,2.0,,4.0,1.0,,1.0,,,,,1.0,1.0,2.0,0.2165,0.6917,,5.0,,,,2.0,1.0,,,,,,,,,,,,
12436506,home,Southampton,Adam Lallana,,,adam-lallana,A. Lallana,M,10,172,1210,M,17054,EUR,579225600,M,10,10,False,23.0,19.0,,0.0,12.0,15.0,9.0,,3.0,,,,,,,,37.0,30.0,6.8,4.0,0.0373767,0,,8.0,1.0,2.0,4.0,,1.0,1.0,1.0,1.0,,2.0,,,,,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,
12436506,home,Southampton,Adam Armstrong,Adam,Armstrong,adam-armstrong,A. Armstrong,F,9,172,1450,M,361352,EUR,855532800,M,9,9,False,19.0,14.0,1.0,1.0,4.0,7.0,12.0,2.0,1.0,,,,,,,,77.0,29.0,7.3,7.0,0.0860787,2,,10.0,,3.0,,,1.0,,,,1.0,,,,,,2.0,1.0,2.0,0.933,0.9471,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
