match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialLost,stat_outfielderBlock,stat_keyPass,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_accurateCross,stat_wonContest,stat_interceptionWon,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_saves,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_totalOffside
14131889,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,44.0,36.0,17.0,10.0,0.0,30.0,35.0,6.0,9.0,3.0,1.0,1.0,1.0,1.0,90.0,47.0,6.7,8.0,0.00236668,0,0.08,-0.09,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131889,home,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,False,25.0,22.0,1.0,1.0,0.0,12.0,13.0,10.0,12.0,2.0,,,,,72.0,37.0,7.2,7.0,0.0560479,2,0.16,0.01,0.16,Zé,Carlos,True,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0284,0.009,-0.13,,,,,,,,,,,,,,,,,,,,
14131889,home,Gil Vicente,Marvin Elimbi,marvin-elimbi,M. Elimbi,D,4,186,83,M,1114164,EUR,1045699200,D,4,4,False,51.0,44.0,10.0,4.0,0.0,38.0,39.0,6.0,12.0,2.0,,,,,90.0,59.0,6.6,7.0,0.0053853,0,-0.04,0.05,0.29,Marvin,Elimbi,,,1.0,5.0,1.0,,,,,6.0,,,,,,5.0,1.0,1.0,,,,,,,,,,,,,,,,,
14131889,home,Gil Vicente,Jonathan Buatu,jonathan-buatu-mananga,J. Buatu,D,39,187,415,M,800348,EUR,749088000,D,39,39,False,54.0,49.0,5.0,3.0,0.0,47.0,51.0,2.0,3.0,1.0,,,,,90.0,63.0,7.0,7.0,0.00071453,1,-0.02,0.01,0.16,,,,,1.0,1.0,3.0,,,1.0,,3.0,1.0,1.0,0.0387,,-0.02,,,,2.0,1.0,1.0,,,,,,,,,,,,,,
14131889,home,Gil Vicente,Ghislain Konan,ghislain-konan,G. Konan,D,3,176,2821,M,831781,EUR,820022400,D,3,3,False,34.0,28.0,5.0,3.0,0.0,19.0,22.0,9.0,12.0,8.0,,,,,90.0,63.0,6.7,14.0,0.00607619,0,-0.08,0.07,0.23,Ghislain,Konan,,3.0,2.0,8.0,5.0,,4.0,,,1.0,1.0,1.0,,,,,1.0,,2.0,1.0,5.0,1.0,1.0,2.0,,,,,,,,,,,
14131889,home,Gil Vicente,Santi García,santi-garcia,S. García,M,95,184,131,M,1084746,EUR,999043200,M,95,95,False,26.0,22.0,2.0,2.0,0.0,9.0,9.0,13.0,17.0,6.0,,,,,90.0,49.0,7.1,13.0,0.0233149,1,0.01,0.09,0.16,,,,1.0,3.0,6.0,8.0,,3.0,1.0,,1.0,,,0.0465,,-0.37,3.0,,,3.0,3.0,1.0,,2.0,1.0,1.0,,,,,,,,,,
14131889,home,Gil Vicente,Facundo Cáseres,facundo-caseres,F. Cáseres,M,5,178,226,M,989837,EUR,991008000,M,5,5,False,44.0,40.0,2.0,1.0,0.0,23.0,25.0,17.0,19.0,5.0,,,,,90.0,58.0,7.4,5.0,0.0731264,0,0.23,0.01,0.34,,,,1.0,,4.0,4.0,1.0,,,,1.0,3.0,3.0,,,,1.0,2.0,1.0,1.0,1.0,3.0,1.0,,3.0,,,,,,,,,,,
14131889,home,Gil Vicente,Sergio Bermejo,sergio-bermejo,S. Bermejo,M,17,170,42,M,949449,EUR,871776000,M,17,17,False,11.0,9.0,,,0.0,,,9.0,11.0,1.0,,,,,45.0,18.0,6.9,6.0,0.0418883,0,0.11,0.15,0.13,Sergio,Bermejo,,1.0,,2.0,3.0,,2.0,,,,1.0,1.0,,,,,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,
14131889,home,Gil Vicente,Luís Esteves,luis-esteves,L. Esteves,M,10,171,237,M,1097527,EUR,892080000,M,10,10,False,37.0,29.0,7.0,4.0,1.0,13.0,15.0,16.0,22.0,5.0,,,,,72.0,50.0,7.0,16.0,0.0634694,2,0.36,0.2,-0.02,Luís,Esteves,,6.0,,3.0,1.0,,1.0,,1.0,1.0,,,0.0932,0.0462,0.0,,,1.0,,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,
14131889,home,Gil Vicente,Martin Fernández,martin-fernandez,M. Fernández,M,32,171,78,M,1083277,EUR,1056326400,M,32,32,False,9.0,9.0,,,0.0,,,9.0,9.0,,,,,,45.0,16.0,6.9,2.0,0.240144,0,0.38,0.03,0.14,Martin,Fernández,,3.0,1.0,3.0,3.0,,,,,,1.0,1.0,,,,2.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,
14131889,home,Gil Vicente,Pablo Felipe,pablo-felipe,P. Felipe,F,19,184,2627,M,1101174,EUR,1073001600,F,9,9,False,16.0,9.0,1.0,1.0,0.0,2.0,5.0,7.0,11.0,6.0,,,,,80.0,29.0,8.0,9.0,0.0114309,3,-0.01,0.16,-0.02,Pablo Felipe Pereira de Jesus,,,,5.0,7.0,11.0,,3.0,,1.0,,1.0,,0.3359,0.4204,0.5,3.0,,,1.0,3.0,3.0,,2.0,1.0,,2.0,1.0,,,,,,,,
