match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_wasFouled,stat_interceptionWon,stat_accurateCross,stat_wonTackle,stat_totalOffside,stat_keyPass,player_sofascoreId,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_blockedScoringAttempt,stat_wonContest,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_goals,stat_penaltyWon,stat_bigChanceMissed,stat_bigChanceCreated
11067337,home,Cuiabá,Walter,walter,Walter,G,22,188,774,M,329055,EUR,564192000,G,1,1,False,True,17.0,14.0,5.0,2.0,14.0,15.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,90.0,23.0,6.3,3.0,0.0,0.0,3.958e-05,0,0.2427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067337,home,Cuiabá,Matheus Alexandre,matheus-alexandre,M. Alexandre,D,33,188,291,M,953736,EUR,923443200,D,2,2,False,,41.0,32.0,1.0,1.0,20.0,23.0,20.0,2.0,1.0,9.0,,1.0,,,,90.0,57.0,6.4,12.0,0.0341,0.0,0.011544,1,,,,12.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11067337,home,Cuiabá,Marllon,marllon,Marllon,D,3,184,365,M,221206,EUR,703382400,D,4,4,False,,53.0,45.0,2.0,1.0,36.0,41.0,12.0,3.0,6.0,4.0,,2.0,,,,90.0,63.0,6.7,8.0,0.0,0.0,0.00252832,0,,,,9.0,,1.0,5.0,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,
11067337,home,Cuiabá,Alan Empereur,alan-empereur,A. Empereur,D,33,186,199,M,373740,EUR,763257600,D,33,33,False,,82.0,77.0,9.0,5.0,43.0,43.0,39.0,,3.0,7.0,,,,,,90.0,89.0,6.9,5.0,0.1779,0.0,0.0216696,2,,,,34.0,,,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
11067337,home,Cuiabá,Rikelme,rikelme,Rikelme,D,16,184,260,M,1102383,EUR,1058313600,D,20,20,False,,28.0,25.0,2.0,1.0,16.0,19.0,15.0,4.0,3.0,4.0,,1.0,,,,90.0,57.0,7.1,11.0,0.0539,0.0,0.0498664,1,,,,11.0,6.0,,6.0,3.0,1.0,5.0,4.0,1.0,,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,
11067337,home,Cuiabá,Raniele,raniele,Raniele,M,14,184,6186,M,866392,EUR,851990400,M,14,14,False,,39.0,30.0,2.0,2.0,16.0,17.0,23.0,8.0,,2.0,,2.0,,,,86.0,53.0,6.8,12.0,0.07,0.3249,0.0120135,2,,,,14.0,1.0,1.0,9.0,3.0,1.0,3.0,,4.0,2.0,1.0,,2.0,,,R14niele,1.0,1.0,1.0,1.0,,,,,,,,,
11067337,home,Cuiabá,Jonathan Cafú,jonathan-cafu,Jonathan Cafú,M,11,175,197,M,790103,EUR,679104000,M,7,7,False,,24.0,19.0,1.0,1.0,3.0,3.0,23.0,2.0,,3.0,,,,,,67.0,33.0,7.3,8.0,0.2583,0.1365,0.105736,2,,,,17.0,2.0,,3.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,4.0,,1.0,,1.0,,,,,,,,,,
11067337,home,Cuiabá,Fernando Sobral,fernando-sobral,F. Sobral,M,88,178,655,M,931479,EUR,787708800,M,88,88,False,,39.0,29.0,7.0,3.0,13.0,13.0,27.0,3.0,,6.0,,1.0,,,,67.0,55.0,7.4,13.0,0.1932,0.3278,0.0250591,5,,,,16.0,1.0,,5.0,1.0,,3.0,,1.0,1.0,2.0,,3.0,,2.0,,,1.0,3.0,,2.0,,,,,,,,
11067337,home,Cuiabá,Denilson,denilson,Denilson,M,8,180,370,M,1175760,EUR,985305600,M,27,27,False,,47.0,42.0,3.0,2.0,24.0,24.0,27.0,2.0,,8.0,,,,,,78.0,69.0,8.1,10.0,0.0633,0.1627,0.158386,2,,Denilson,,20.0,4.0,,10.0,2.0,1.0,4.0,3.0,,3.0,1.0,2.0,3.0,,4.0,,,3.0,1.0,,,3.0,,,,,,,
11067337,home,Cuiabá,Wellington Silva,wellington-silva,Wellington Silva,M,37,170,241,M,121264,EUR,726278400,M,11,11,False,,16.0,12.0,1.0,,6.0,6.0,10.0,4.0,1.0,1.0,,,,,,78.0,30.0,6.9,7.0,0.0754,0.0,0.0578923,2,,,,6.0,,1.0,7.0,2.0,,1.0,1.0,,1.0,,,,,2.0,,,6.0,,,2.0,5.0,,,,,,,
11067337,home,Cuiabá,Isidro Pitta,isidro-pitta,I. Pitta,F,9,183,1815,M,979861,EUR,934588800,F,9,9,False,,19.0,17.0,,,4.0,5.0,14.0,5.0,1.0,2.0,,2.0,,,,90.0,27.0,6.7,6.0,0.0372,0.4171,0.0440814,1,,,,13.0,,3.0,2.0,,,,4.0,2.0,,,,,,,,,,1.0,,,,,,,,,,
11067337,home,Cuiabá,Nicolás Quagliata,nicolas-quagliata,Nicolás Quagliata,F,27,170,222,M,1009556,EUR,928540800,F,25,25,True,,14.0,12.0,1.0,1.0,4.0,4.0,16.0,,,2.0,,,,,,23.0,23.0,6.8,9.0,0.0,0.0,0.0142442,0,,,,8.0,6.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
11067337,home,Cuiabá,Filipe Augusto,filipe-augusto,Filipe Augusto,M,6,182,119,M,254561,EUR,745113600,M,5,5,True,,28.0,23.0,,,10.0,13.0,15.0,4.0,,1.0,,1.0,,,,23.0,33.0,6.3,6.0,0.0382,0.0,0.0136201,1,,,,13.0,,,2.0,2.0,,,,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,
11067337,home,Cuiabá,Pablo Ceppelini,pablo-ceppelini,P. Ceppelini,M,,181,476,M,146599,EUR,684547200,M,10,10,True,,20.0,18.0,3.0,2.0,7.0,7.0,15.0,,,2.0,,,,,,12.0,27.0,7.0,4.0,0.0777,0.2741,0.0111959,3,,,,11.0,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,
11067337,home,Cuiabá,Iury Castilho,iury-castilho,I. Castilho,F,77,185,294,M,795020,EUR,810345600,F,99,99,True,,9.0,6.0,1.0,,1.0,1.0,9.0,,,2.0,,,,,,12.0,13.0,6.8,5.0,0.0518,0.1632,0.00566812,1,,,,5.0,1.0,,2.0,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,
11067337,home,Cuiabá,Ronald,ronald,Ronald,M,8,171,426,M,931521,EUR,866592000,M,8,8,True,,8.0,7.0,,,4.0,4.0,5.0,1.0,,2.0,,,,,,12.0,11.0,6.8,2.0,0.0,0.0,0.0113169,0,,,,3.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,
11067337,home,Cuiabá,João Carlos,joao-carlos,J. Carlos,G,12,190,52,M,795227,EUR,576288000,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067337,home,Cuiabá,Patric Calmon,patric-calmon,P. Calmon,D,94,181,131,M,987168,EUR,773366400,D,94,94,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067337,home,Cuiabá,Vitão,vitao,Vitão,D,34,194,85,M,1467772,EUR,969148800,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067337,home,Cuiabá,Allyson,allyson,Allyson,D,3,184,69,M,809194,EUR,656640000,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
