match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,playerName,rescinded,id,isHome,incidentClass,player_id,player_name,injury,reason,from
11407411,FT,3.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
11407411,,,,,90,0.0,,1,,,injuryTime,5.0,,,,,,,,,,
11407411,,,,,84,,,7,,,card,,Matías Vecino,False,120948545.0,True,yellow,158615.0,Matías Vecino,,,
11407411,,3.0,2.0,,83,,,8,,,goal,,,,173014883.0,True,regular,158615.0,Matías Vecino,,,
11407411,,,,,81,,,10,,,substitution,,,,122097403.0,False,regular,,,False,,
11407411,,,,,81,,,10,,,substitution,,,,122097402.0,False,regular,,,False,,
11407411,,,,,79,,,12,,,card,,Matteo Ruggeri,False,120948471.0,False,yellow,965011.0,Matteo Ruggeri,,Foul,
11407411,,,,,77,,,14,,,substitution,,,,122097334.0,True,regular,,,False,,
11407411,,,,,77,,,14,,,substitution,,,,122097333.0,True,regular,,,False,,
11407411,,,,,70,,,21,,,substitution,,,,122097224.0,False,regular,,,False,,
11407411,,,,,64,,,27,,,substitution,,,,122097120.0,True,regular,,,False,,
11407411,,2.0,2.0,,63,,,28,,,goal,,,,173014054.0,False,regular,142148.0,Sead Kolašinac,,,
11407411,,,,,60,,,31,,,substitution,,,,122097060.0,False,regular,,,False,,
11407411,,,,,56,,,35,,,substitution,,,,122097012.0,True,regular,,,False,,
11407411,,,,,55,,,36,,,substitution,,,,122097011.0,True,regular,,,False,,
11407411,,,,,46,,,45,,,substitution,,,,122096886.0,False,regular,,,False,,
11407411,HT,2.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
11407411,,,,,45,0.0,,1,,,injuryTime,3.0,,,,,,,,,,
11407411,,2.0,1.0,,33,,,13,,,goal,,,,173012447.0,False,regular,946888.0,Éderson,,,
11407411,,2.0,0.0,,11,,,35,,,goal,,,,173011762.0,True,regular,877013.0,Valentín Castellanos,,,
11407411,,1.0,0.0,,5,,,41,,,goal,,,,173011533.0,True,ownGoal,960441.0,Charles De Ketelaere,,,owngoal
11407411,,,,,-5,,,6,,,card,,Maurizio Sarri,False,120948562.0,True,red,,,,Argument,
