match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_totalCross,stat_challengeLost,stat_fouls,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_penaltyWon,stat_wonContest,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_lastManTackle
11391295,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,True,28.0,18.0,21.0,11.0,12.0,14.0,6.0,14.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,90.0,34.0,6.9,11.0,0.00072344,0,0.1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391295,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,,50.0,40.0,7.0,4.0,18.0,20.0,22.0,30.0,3.0,4.0,,,,,,,,90.0,56.0,7.1,10.0,0.0178283,1,,4.0,3.0,4.0,4.0,1.0,1.0,1.0,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391295,home,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,,58.0,49.0,10.0,4.0,31.0,34.0,18.0,25.0,4.0,8.0,,,,,,,,90.0,70.0,7.0,10.0,0.00890869,0,,1.0,1.0,3.0,4.0,,1.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11391295,home,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184,4462,M,860307,EUR,927849600,D,14,14,False,,74.0,59.0,11.0,3.0,38.0,41.0,22.0,35.0,3.0,8.0,,,,,,,,90.0,83.0,6.8,18.0,0.197161,0,,,2.0,4.0,2.0,,,,,2.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11391295,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,M,29,29,False,,47.0,41.0,4.0,3.0,12.0,14.0,29.0,34.0,2.0,6.0,,2.0,,,,,,90.0,73.0,7.6,11.0,0.345634,1,,,1.0,5.0,2.0,,5.0,,0.0286,1.0,2.0,2.0,,,,1.0,,,,przemek.franek_,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
11391295,home,RC Lens,Nampalys Mendy,nampalys-mendy,N. Mendy,M,23,168,5158,M,123166,EUR,709257600,M,26,26,False,,30.0,29.0,2.0,1.0,11.0,11.0,18.0,19.0,1.0,5.0,,,,,,,,90.0,46.0,7.7,2.0,0.217676,2,,3.0,,7.0,8.0,1.0,1.0,4.0,0.0537,,,4.0,,,,1.0,,1.0,,papy.mendy,1.0,1.0,4.0,3.0,3.0,,,,,,,,,,,
11391295,home,RC Lens,Neil El Aynaoui,neil-el-aynaoui,N. El Aynaoui,M,8,186,16055,M,1128530,EUR,994032000,M,23,23,False,,21.0,17.0,1.0,,9.0,11.0,8.0,10.0,1.0,4.0,,,,,,,,90.0,36.0,7.0,8.0,0.0162268,0,,2.0,2.0,9.0,6.0,,3.0,4.0,,,3.0,,Neil,El Aynaoui,,3.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,
11391295,home,RC Lens,Deiver Machado,deiver-machado,D. Machado,M,27,179,1117,M,822110,EUR,746928000,M,3,3,False,,14.0,12.0,1.0,1.0,8.0,8.0,4.0,6.0,,4.0,,,,,,,,85.0,36.0,6.4,11.0,0.00264113,0,,2.0,,10.0,4.0,,1.0,1.0,,,,3.0,,,,1.0,5.0,,,,,,2.0,1.0,1.0,,1.0,,,,,,,,,
11391295,home,RC Lens,Florian Sotoca,florian-sotoca,F. Sotoca,F,7,187,757,M,788921,EUR,656812800,F,7,7,False,,49.0,36.0,2.0,1.0,4.0,8.0,32.0,44.0,1.0,4.0,,3.0,,,,,,90.0,67.0,8.5,20.0,0.284948,4,,3.0,7.0,7.0,10.0,3.0,1.0,2.0,1.0064,3.0,,4.0,,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,0.9898,,,,,
11391295,home,RC Lens,Angelo Fulgini,angelo-fulgini,A. Fulgini,M,11,183,483,M,787540,EUR,840499200,F,11,11,False,,35.0,26.0,,,8.0,9.0,19.0,33.0,,7.0,,1.0,,,,,,77.0,64.0,7.5,19.0,0.0443653,4,,1.0,2.0,4.0,8.0,3.0,2.0,2.0,0.2742,7.0,1.0,,,,1.0,1.0,3.0,,,,,,2.0,2.0,1.0,,2.0,1.0,,,0.028,1.0,,,,
11391295,home,RC Lens,Elye Wahi,elye-wahi,E. Wahi,F,11,180,3162,M,979315,EUR,1041465600,F,9,9,False,,17.0,15.0,,,5.0,5.0,10.0,12.0,,4.0,,6.0,,,,,,89.0,36.0,5.6,13.0,0.0154666,5,,2.0,,8.0,1.0,1.0,,,0.5455,,,1.0,,,,2.0,4.0,,,e.wahi7,,2.0,,,1.0,,1.0,2.0,,,0.7571,3.0,,,,
11391295,home,RC Lens,David Pereira da Costa,david-pereira-da-costa,D. P. d. Costa,M,10,165,576,M,1023091,EUR,978652800,M,10,10,True,,4.0,4.0,,,1.0,1.0,3.0,3.0,,,,,,,,,,13.0,6.0,6.2,2.0,0.00189361,0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
11391295,home,RC Lens,Massadio Haïdara,massadio-haidara,M. Haïdara,D,21,179,600,M,143344,EUR,723254400,D,21,21,True,,1.0,1.0,,,1.0,1.0,,,2.0,,,,,,,,,11.0,4.0,6.7,,8.61e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391295,home,RC Lens,Morgan Guilavogui,morgan-guilavogui,M. Guilavogui,F,29,188,3076,M,990743,EUR,889488000,F,27,27,True,,4.0,3.0,,,2.0,2.0,1.0,2.0,,1.0,,,,,,,,1.0,5.0,,1.0,0.051593,0,,1.0,,1.0,,,,,,,,,,,,,,,,MorganGuila,,,,,1.0,,,,,,,,,,,
11391295,home,RC Lens,Jean-Louis Leca,jean-louis-leca,J. Leca,G,,180,46,M,39224,EUR,496108800,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391295,home,RC Lens,Abdukodir Khusanov,abdukodir-khusanov,A. Khusanov,D,45,186,85407,M,1194333,EUR,1078012800,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,abdukodir_khusanov,,,,,,,,,,,,,,,,
11391295,home,RC Lens,Andy Diouf,andy-diouf,A. Diouf,M,17,187,3993,M,1048889,EUR,1053129600,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391295,home,RC Lens,Salis Abdul Samed,abdul-samed-salis,S. A. Samed,M,99,180,2025,M,993455,EUR,954028800,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391295,home,RC Lens,Ayanda Sishuba,sishuba-ayanda,A. Sishuba,M,28,169,460,M,1514294,EUR,1107302400,M,32,32,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
