match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalContest,stat_wonContest,stat_challengeLost,stat_shotOffTarget,stat_fouls,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11352564,home,Tottenham Hotspur,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,hojbjerg23,149593,EUR,807580800,M,5,5,True,23.0,22.0,,,12.0,13.0,10.0,10.0,,1.0,4.0,,8.0,27.0,6.8,1.0,0.00428486,0,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
11352564,home,Tottenham Hotspur,Giovani Lo Celso,lo-celso-giovani,G. Lo Celso,M,20,177,15743,M,locelso_giovani,798835,EUR,829008000,M,18,18,True,14.0,13.0,1.0,1.0,4.0,5.0,9.0,9.0,,1.0,1.0,,8.0,15.0,6.7,1.0,0.00572746,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11352564,home,Tottenham Hotspur,Dane Scarlett,scarlett-dane,D. Scarlett,F,44,180,2445,M,,998772,EUR,1080086400,F,44,44,True,1.0,,,,,,,1.0,,,,,8.0,2.0,6.5,2.0,,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11352564,home,Tottenham Hotspur,Brandon Austin,austin-brandon,B. Austin,G,40,188,1395,M,,859896,EUR,915753600,G,40,40,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352564,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,,94758,EUR,735609600,D,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352564,home,Tottenham Hotspur,Radu Drăguşin,radu-dragusin,R. Drăguşin,D,3,191,13683,M,radudragusin5,997103,EUR,1012694400,D,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352564,home,Tottenham Hotspur,Oliver Skipp,skipp-oliver,O. Skipp,M,22,175,1315,M,,859901,EUR,969062400,M,4,4,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352564,away,Crystal Palace,Sam Johnstone,sam-johnstone,S. Johnstone,G,31,193,600,M,,98427,EUR,733017600,G,1,1,False,28.0,12.0,28.0,12.0,4.0,4.0,8.0,24.0,,,4.0,,90.0,36.0,6.8,16.0,0.0024967,0,-0.4257,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,1.0,1.0
11352564,away,Crystal Palace,Joel Ward,joel-ward,J. Ward,D,25,188,258,M,,39183,EUR,625622400,D,2,2,False,13.0,11.0,4.0,2.0,6.0,7.0,5.0,8.0,2.0,5.0,3.0,,90.0,28.0,6.4,5.0,0.00204005,0,,2.0,,2.0,3.0,8.0,,,3.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,
11352564,away,Crystal Palace,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,,362682,EUR,833500800,D,16,16,False,27.0,22.0,6.0,3.0,15.0,17.0,7.0,10.0,4.0,5.0,2.0,,90.0,37.0,6.2,6.0,0.00290297,0,,,,,1.0,4.0,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
11352564,away,Crystal Palace,Chris Richards,chris-richards,C. Richards,D,26,188,2004,M,,931844,EUR,954201600,D,26,26,False,21.0,15.0,3.0,1.0,9.0,13.0,6.0,8.0,1.0,3.0,6.0,,90.0,42.0,6.8,7.0,0.00248065,0,,,,,1.0,8.0,,3.0,2.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
11352564,away,Crystal Palace,Daniel Muñoz,daniel-munoz,D. Muñoz,M,2,183,12060,M,daniel.chitiva,870360,EUR,833068800,M,12,12,False,19.0,13.0,,,4.0,4.0,9.0,15.0,2.0,7.0,1.0,,90.0,46.0,6.6,11.0,0.00563456,0,,,,2.0,8.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,6.0,3.0,2.0,,1.0,,,,,,1.0,,,,,,,
11352564,away,Crystal Palace,Adam Wharton,adam-wharton,A. Wharton,M,20,182,5795,M,,1109771,EUR,1076025600,M,20,20,False,7.0,6.0,1.0,1.0,2.0,2.0,4.0,5.0,,2.0,3.0,,71.0,15.0,6.8,3.0,0.00154908,1,,,,1.0,3.0,,,1.0,1.0,1.0,1.0,1.0,,,,,0.0725,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
11352564,away,Crystal Palace,Jefferson Lerma,jefferson-lerma,J. Lerma,M,8,179,5444,M,jeffersonlerma,355796,EUR,783043200,M,8,8,False,32.0,27.0,4.0,3.0,9.0,12.0,18.0,20.0,1.0,3.0,10.0,,90.0,46.0,6.6,8.0,0.0378586,0,,,,,5.0,4.0,1.0,4.0,,,,2.0,,,,,,,,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,
11352564,away,Crystal Palace,Tyrick Mitchell,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,,988275,EUR,936144000,M,3,3,False,26.0,14.0,2.0,,6.0,12.0,8.0,15.0,1.0,6.0,7.0,,90.0,52.0,6.4,21.0,0.0267456,0,,1.0,,1.0,4.0,,,1.0,5.0,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,
11352564,away,Crystal Palace,Jordan Ayew,jordan-ayew,J. Ayew,F,9,182,13272,M,jordanayew9,103045,EUR,684547200,F,9,9,False,10.0,7.0,,,3.0,5.0,5.0,9.0,,5.0,3.0,,71.0,26.0,6.8,8.0,0.0574759,1,,4.0,1.0,1.0,4.0,,,,2.0,,,2.0,,,,,0.0799,,,3.0,1.0,,1.0,1.0,1.0,,,,,2.0,,,,,,,
11352564,away,Crystal Palace,Eberechi Eze,eberechi-eze,E. Eze,F,10,178,55840,M,eze,864921,EUR,899078400,F,10,10,False,13.0,8.0,3.0,2.0,3.0,4.0,5.0,9.0,1.0,2.0,5.0,,66.0,23.0,7.0,11.0,0.0123585,1,,,,1.0,6.0,,,1.0,,,1.0,1.0,,,1.0,1.0,0.0834,0.6326,,4.0,,,,1.0,,,,,,,,,,,,,
11352564,away,Crystal Palace,Jean-Philippe Mateta,jean-philippe-mateta,J. Mateta,F,14,192,9441,M,Matetajphilippe,848276,EUR,867456000,F,14,14,False,9.0,6.0,,,3.0,3.0,3.0,7.0,2.0,3.0,3.0,,90.0,25.0,6.4,12.0,0.00152303,1,,1.0,,6.0,11.0,1.0,,,1.0,,6.0,,,,,,0.0856,,1.0,1.0,,,,3.0,,,,,1.0,1.0,,,,,,,
11352564,away,Crystal Palace,Matheus França,matheus-franca,Matheus França,F,9,184,3714,M,,1116593,EUR,1080777600,F,11,11,True,6.0,5.0,1.0,,1.0,1.0,4.0,5.0,,,2.0,,24.0,9.0,6.1,3.0,0.00515274,0,,,,1.0,6.0,,,,,,,,Matheus França,,,,,,1.0,1.0,,2.0,,1.0,,,,,,,,,,,,,
11352564,away,Crystal Palace,Will Hughes,will-hughes,W. Hughes,M,19,185,1026,M,,193554,EUR,798076800,M,19,19,True,8.0,7.0,,,4.0,5.0,3.0,3.0,,,2.0,,19.0,9.0,6.0,1.0,0.0021326,0,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
11352564,away,Crystal Palace,Odsonne Édouard,odsonne-edouard,O. Édouard,F,11,187,6612,M,,795228,EUR,884908800,F,22,22,True,7.0,5.0,,,2.0,2.0,3.0,5.0,1.0,1.0,,,19.0,12.0,6.4,5.0,0.00582879,0,,,,1.0,2.0,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,
11352564,away,Crystal Palace,Dean Henderson,dean-henderson,D. Henderson,G,1,188,5010,M,deanhenderson,788134,EUR,858124800,G,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352564,away,Crystal Palace,Nathaniel Clyne,nathaniel-clyne,N. Clyne,D,17,175,676,M,,43215,EUR,670809600,D,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352564,away,Crystal Palace,James Tomkins,james-tomkins,J. Tomkins,D,,192,104,M,,32124,EUR,607132800,D,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352564,away,Crystal Palace,Naouirou Ahamada,naouirou-ahamada,N. Ahamada,M,8,183,454,M,,997104,EUR,1017360000,M,29,29,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352564,away,Crystal Palace,David Ozoh,david-ozoh,D. Ozoh,M,18,183,315,M,,1212155,EUR,1115337600,M,52,52,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352564,away,Crystal Palace,Luke Plange,luke-plange,L. Plange,F,7,188,230,M,,1082694,EUR,1036454400,F,48,48,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
