match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_aerialWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_punches,stat_goals
10389820,home,Angers,Paul Bernardoni,,,paul-bernardoni,P. Bernardoni,G,40,190,166,M,361314,EUR,861321600,G,1,1,False,13.0,3.0,13.0,3.0,1.0,1.0,2.0,12.0,1.0,4.0,2.0,3.0,90.0,21.0,6.3,10.0,0.0,0.0,0.00022198,0,-0.4913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389820,home,Angers,Farid El Melali,,,farid-el-melali,F. El Melali,M,28,173,1171,M,930584,EUR,862790400,D,28,28,False,23.0,14.0,5.0,3.0,5.0,8.0,9.0,21.0,1.0,6.0,,,88.0,57.0,7.0,21.0,0.386,0.0,0.0158567,2,,6.0,2.0,9.0,10.0,8.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10389820,home,Angers,Yan Valery,,,yan-valery,Y. Valery,D,22,186,2305,M,826202,EUR,919641600,D,94,94,False,40.0,35.0,8.0,5.0,17.0,18.0,18.0,25.0,1.0,11.0,,,90.0,57.0,6.6,12.0,0.0,0.0,0.0185339,0,,3.0,3.0,3.0,3.0,3.0,,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10389820,home,Angers,Miha Blažič,,,miha-blazic,M. Blažič,D,16,185,178,M,96552,EUR,736819200,D,5,5,False,33.0,26.0,5.0,2.0,19.0,20.0,7.0,13.0,4.0,1.0,,,90.0,41.0,6.6,7.0,0.0764,0.0,0.00346091,1,,,,3.0,,,1.0,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,
10389820,home,Angers,Cédric Hountondji,,,cedric-hountondji,C. Hountondji,D,4,195,551,M,342911,EUR,758937600,D,22,22,False,44.0,36.0,8.0,4.0,22.0,24.0,14.0,20.0,7.0,3.0,,,90.0,63.0,7.1,10.0,0.1432,0.0,0.00441893,1,,,4.0,8.0,,,1.0,3.0,1.0,1.0,,,1.0,5.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,
10389820,home,Angers,Souleyman Doumbia,,,souleyman-doumbia,S. Doumbia,D,15,175,136,M,366760,EUR,843523200,D,3,3,False,38.0,29.0,,,10.0,15.0,20.0,25.0,,6.0,,,90.0,72.0,7.0,18.0,0.4872,0.0,0.0673318,3,,2.0,3.0,9.0,4.0,3.0,2.0,4.0,3.0,2.0,,,2.0,1.0,,3.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,
10389820,home,Angers,Himad Abdelli,,,himad-abdelli,H. Abdelli,M,8,185,7344,M,945830,EUR,942796800,M,10,10,False,36.0,35.0,4.0,4.0,14.0,15.0,21.0,22.0,1.0,5.0,,,88.0,56.0,7.2,6.0,0.0,0.0,0.052326,0,,1.0,5.0,9.0,4.0,3.0,,,2.0,2.0,,,1.0,,,4.0,2.0,3.0,,,,1.0,,,,,,,,
10389820,home,Angers,Batista Mendy,,,batista-mendy,B. Mendy,M,19,191,1300,M,859021,EUR,947635200,M,2,2,False,47.0,43.0,4.0,3.0,22.0,22.0,21.0,25.0,,11.0,,,90.0,59.0,7.5,5.0,0.1022,0.0,0.0497867,1,,,3.0,7.0,6.0,5.0,1.0,1.0,,1.0,,,,,,1.0,,2.0,,,,2.0,,,,,,,,
10389820,home,Angers,Pierrick Capelle,,,pierrick-capelle,P. Capelle,M,15,181,58,M,209768,EUR,545443200,M,15,15,False,38.0,33.0,6.0,5.0,13.0,15.0,22.0,30.0,4.0,7.0,,,90.0,64.0,7.3,13.0,0.1873,0.2609,0.0860082,2,,7.0,3.0,4.0,1.0,,1.0,,2.0,,,2.0,,1.0,,3.0,2.0,,2.0,,,2.0,True,1.0,1.0,,,,,
10389820,home,Angers,Adrien Hunou,,,adrien-hunou,A. Hunou,M,23,176,98,M,283083,EUR,758937600,F,23,23,False,20.0,13.0,,,6.0,8.0,7.0,12.0,,,,,73.0,25.0,6.6,9.0,0.0,0.0,0.00937005,0,,,1.0,3.0,,,,,2.0,2.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,
10389820,home,Angers,Abdallah Sima,,,abdallah-sima,A.Sima,F,19,188,2455,M,1029018,EUR,992736000,F,19,19,False,13.0,10.0,,,3.0,3.0,7.0,10.0,1.0,1.0,,,64.0,18.0,6.5,5.0,0.0,0.0,0.00657776,0,,,5.0,3.0,3.0,2.0,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,
10389820,home,Angers,Ibrahima Niane,,,ibrahima-niane,I. Niane,F,,187,431,M,880775,EUR,921110400,F,7,7,True,5.0,5.0,,,,,5.0,6.0,,1.0,,,26.0,9.0,6.5,3.0,0.1567,0.0,0.0233853,1,,1.0,1.0,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,
