match_id,side,team,player_name,player_slug,player_shortName,player_position,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_height,stat_outfielderBlock,stat_interceptionWon,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_keyPass,stat_wonContest,captain,stat_goals,stat_clearanceOffLine,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_bigChanceCreated
10835040,home,De Treffers,Niels Kornelis,niels-kornelis,N. Kornelis,G,1,M,867090,EUR,634348800.0,G,1,1,False,22.0,9.0,19.0,7.0,2.0,4.0,7.0,18.0,1.0,7.0,1.0,1.0,5.0,7.0,90.0,33.0,8.6,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835040,home,De Treffers,Tjeu Langeveld,tjeu-langeveld,T. Langeveld,D,7,M,916537,EUR,922320000.0,D,21,21,False,19.0,7.0,4.0,,3.0,8.0,4.0,11.0,5.0,7.0,,,,,90.0,38.0,6.7,17.0,0,Tjeu,Langeveld,3,2.0,1.0,7.0,2.0,4.0,4.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
10835040,home,De Treffers,Gino van den Berg,gino-van-den-berg,G. v. d. Berg,D,1,M,802364,EUR,865382400.0,D,3,3,False,12.0,6.0,6.0,1.0,4.0,6.0,2.0,6.0,1.0,4.0,,,,,90.0,26.0,7.1,6.0,0,Gino,van den Berg,3,1.0,1.0,1.0,,7.0,,,,,186.0,1.0,4.0,,,,,,,,,,,,,,,,,,
10835040,home,De Treffers,Bryan Sirvania,bryan-sirvania,B. Sirvania,D,4,M,874486,EUR,928022400.0,D,5,5,False,24.0,12.0,8.0,2.0,8.0,14.0,4.0,10.0,9.0,3.0,1.0,,,,90.0,48.0,7.6,13.0,0,Bryan,Sirvania,5,2.0,6.0,4.0,1.0,11.0,2.0,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,
10835040,home,De Treffers,Rick Wouters,rick-wouters,R. Wouters,D,4,M,1145390,EUR,893980800.0,D,2,2,False,14.0,9.0,3.0,1.0,7.0,10.0,3.0,7.0,3.0,2.0,,,,,90.0,49.0,7.5,15.0,2,Rick Wouters,,5,,,5.0,2.0,1.0,3.0,1.0,,1.0,,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10835040,home,De Treffers,Brian Campman,brian-campman,B. Campman,M,6,M,861276,EUR,944956800.0,M,16,16,False,31.0,20.0,6.0,3.0,11.0,14.0,9.0,17.0,7.0,9.0,,,,,90.0,47.0,7.1,14.0,0,Brian,Campman,24,,1.0,4.0,2.0,3.0,5.0,1.0,1.0,1.0,185.0,,2.0,,,,2.0,,,,,1.0,,,,,,,,,
10835040,home,De Treffers,Robin Janssen,robin-janssen,R. Janssen,M,1,,867088,EUR,540259200.0,M,8,8,False,28.0,17.0,5.0,1.0,13.0,17.0,4.0,11.0,3.0,7.0,1.0,,,,90.0,36.0,6.5,13.0,0,,,,6.0,2.0,7.0,,1.0,,,1.0,,182.0,,2.0,,,,,1.0,,,1.0,,True,,,,,,,,
10835040,home,De Treffers,Willem den Dekker,willem-den-dekker,W. d. Dekker,M,13,M,956219,EUR,913248000.0,M,10,10,False,22.0,10.0,2.0,,5.0,11.0,5.0,12.0,3.0,7.0,1.0,,,,90.0,32.0,7.1,14.0,1,Willem,den Dekker,10,5.0,1.0,8.0,,,1.0,,1.0,2.0,,,1.0,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,
10835040,home,De Treffers,Gavin Vlijter,gavin-vlijter,G. Vlijter,F,5,M,789480,EUR,855705600.0,F,11,11,False,6.0,4.0,,,2.0,3.0,2.0,3.0,2.0,5.0,,,,,66.0,23.0,6.1,14.0,0,Gavin,Vlijter,11,2.0,,8.0,3.0,,2.0,1.0,6.0,3.0,177.0,,,,,,,2.0,,,,,,,,,,,,,
10835040,home,De Treffers,Azzedine Dkidak,azzedine-dkidak,A. Dkidak,M,26,M,992001,EUR,958003200.0,F,29,29,False,27.0,12.0,5.0,1.0,7.0,10.0,6.0,18.0,3.0,9.0,,,,,79.0,36.0,6.7,17.0,0,,,,,,5.0,2.0,,1.0,,1.0,2.0,177.0,,,,1.0,1.0,2.0,1.0,,,1.0,2.0,,,,,,,,,
