match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_outfielderBlock,stat_wasFouled,stat_accurateCross,stat_wonTackle,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_shotOffTarget,stat_hitWoodwork,stat_bigChanceMissed,stat_penaltyMiss,stat_goals,stat_penaltyWon,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded
11369428,home,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,unai_simon,797291,EUR,865987200,G,1,1,False,32.0,10.0,30.0,8.0,5.0,7.0,5.0,25.0,1.0,11.0,2.0,1.0,4.0,1.0,1.0,90.0,43.0,7.4,23.0,0.00140801,0,0.6779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369428,home,Athletic Club,Íñigo Lekue,inigo-lekue,Í. Lekue,D,15,180,388,M,,801837,EUR,736473600,D,15,15,False,44.0,31.0,6.0,1.0,15.0,18.0,16.0,28.0,,6.0,,,,,,90.0,68.0,7.1,21.0,0.0621365,0,,1.0,2.0,2.0,6.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11369428,home,Athletic Club,Daniel Vivian,daniel-vivian,D. Vivian,D,3,183,3110,M,,910978,EUR,931132800,D,3,3,False,29.0,23.0,6.0,1.0,19.0,20.0,4.0,9.0,,6.0,,,,,,90.0,39.0,6.9,6.0,0.00089861,0,,,,,2.0,1.0,,,,,3.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11369428,home,Athletic Club,Aitor Paredes,aitor-paredes,A. Paredes,D,4,186,1132,M,,959872,EUR,956966400,D,4,4,False,37.0,28.0,5.0,2.0,20.0,25.0,8.0,12.0,1.0,4.0,,,,,,90.0,45.0,6.9,9.0,0.0465473,0,,,,3.0,2.0,3.0,,,,,5.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
11369428,home,Athletic Club,Yuri Berchiche,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,,84531,EUR,634608000,D,17,17,False,45.0,35.0,2.0,2.0,15.0,18.0,21.0,29.0,1.0,10.0,,,,,,90.0,69.0,7.9,12.0,0.0964869,0,,,2.0,1.0,2.0,8.0,1.0,,,,5.0,5.0,,,2.0,,,1.0,,2.0,1.0,4.0,,,,,,,,,,,,,,,
11369428,home,Athletic Club,Ander Herrera,ander-herrera,A. Herrera,M,21,182,3084,M,,82474,EUR,619056000,M,21,21,False,40.0,35.0,2.0,2.0,12.0,14.0,23.0,26.0,,3.0,,,,,,90.0,52.0,7.1,8.0,0.589108,2,,1.0,,1.0,6.0,3.0,3.0,,3.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,0.0724,0.0579,,,,,,,,,,
11369428,home,Athletic Club,Beñat Prados,benat-prados,B. Prados,M,24,179,600,M,,1012409,EUR,981590400,M,24,24,False,36.0,31.0,1.0,,10.0,12.0,21.0,24.0,,10.0,,,,,,77.0,48.0,6.8,9.0,0.021586,0,,,,2.0,5.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,
11369428,home,Athletic Club,Iñaki Williams,inaki-williams,I. Williams,M,9,186,20741,M,IñakiWill,783374,EUR,771638400,M,9,9,False,25.0,19.0,1.0,,4.0,5.0,16.0,25.0,1.0,4.0,,,,,,85.0,45.0,7.8,12.0,0.30546,3,,,5.0,,3.0,5.0,1.0,,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,1.0,1.0,1.0,,1.0,1.0,0.268,0.2675,True,1.0,1.0,,,,,,,
11369428,home,Athletic Club,Oihan Sancet,oihan-sancet,O. Sancet,M,8,188,3356,M,,966801,EUR,956620800,M,8,8,False,37.0,31.0,1.0,,10.0,12.0,21.0,25.0,,4.0,,,,,,85.0,45.0,7.3,8.0,0.288615,3,,,,1.0,2.0,3.0,,,1.0,1.0,,1.0,2.0,1.0,5.0,,,1.0,,,,,1.0,1.0,,1.0506,0.0227,,2.0,,1.0,1.0,,,,,
11369428,home,Athletic Club,Nico Williams,nico-williams,N. Williams,M,10,180,84836,M,NicoWill,1085400,EUR,1026432000,M,11,11,False,25.0,18.0,1.0,,6.0,7.0,13.0,24.0,1.0,2.0,,,,,,89.0,51.0,8.1,19.0,0.0762358,3,,,6.0,,7.0,7.0,1.0,5.0,6.0,5.0,,1.0,1.0,,2.0,,,,1.0,1.0,1.0,1.0,,2.0,,0.3545,1.4019,,1.0,1.0,1.0,,1.0,1.0,1.0,,
11369428,home,Athletic Club,Gorka Guruzeta,gorka-guruzeta,G. Guruzeta,F,11,188,2498,M,,605672,EUR,842486400,F,12,12,False,24.0,17.0,,,7.0,10.0,10.0,14.0,,3.0,,,,,,90.0,37.0,7.6,9.0,0.0496148,3,,,,3.0,8.0,7.0,3.0,,,,2.0,2.0,2.0,1.0,1.0,,,4.0,,2.0,,,,2.0,,0.4569,1.3511,,1.0,,,,1.0,,,,
11369428,home,Athletic Club,Mikel Vesga,mikel-vesga,M. Vesga,M,6,191,504,M,,359742,EUR,734227200,M,6,6,True,5.0,2.0,,,1.0,2.0,1.0,3.0,,2.0,,,,,,13.0,8.0,6.7,3.0,0.00109735,1,,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.1095,,,1.0,,,,,,,,
11369428,home,Athletic Club,Unai Gómez,unai-gomez,U. Gómez,M,20,183,803,M,,1391375,EUR,1053820800,M,30,30,True,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,11.0,4.0,6.5,1.0,1.681e-05,1,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,0.1054,,,,,,,,,,,
11369428,home,Athletic Club,Mikel Jauregizar,mikel-jauregizar,M. Jauregizar,M,18,177,1766,M,,1495844,EUR,1068681600,M,31,31,True,5.0,3.0,,,2.0,3.0,2.0,3.0,,,,,,,,11.0,9.0,6.4,3.0,0.0528073,0,,,1.0,,3.0,,1.0,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
11369428,home,Athletic Club,Álex Berenguer,alex-berenguer,Á. Berenguer,M,7,175,1919,M,,592012,EUR,804816000,F,7,7,True,1.0,,,,,,,1.0,,,,,,,,1.0,3.0,,3.0,,0,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369428,home,Athletic Club,Julen Agirrezabala,julen-agirrezabala,J. Agirrezabala,G,25,187,1097,M,,1014412,EUR,977788800,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369428,home,Athletic Club,Imanol García de Albéniz,imanol-garcia-de-albeniz,I. G. d. Albéniz,D,19,177,202,M,,1009662,EUR,960422400,D,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369428,home,Athletic Club,Hugo Rincón,rincon-lumbreras-hugo,H. Rincón,D,2,183,270,M,,1632454,EUR,1043625600,D,32,32,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369428,home,Athletic Club,Raúl García,raul-garcia,R. García,M,22,184,373,M,,4581,EUR,521424000,M,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
