match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_shotOffTarget,stat_interceptionWon,player_firstName,player_lastName,stat_keyPass,player_sofascoreId,stat_accurateCross,stat_dispossessed,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_outfielderBlock
11396178,home,VfL Wolfsburg,Koen Casteels,koen-casteels,K. Casteels,G,1,197,1416,M,70987,EUR,709430400,G,1,1,False,41.0,19.0,33.0,11.0,0.0,15.0,19.0,4.0,22.0,7.0,1.0,1.0,3.0,90.0,46.0,5.9,22.0,0.001641,0,-0.1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396178,home,VfL Wolfsburg,Maxence Lacroix,maxence-lacroix,M. Lacroix,D,5,192,6983,M,879674,EUR,954979200,D,4,4,False,54.0,44.0,6.0,2.0,0.0,27.0,33.0,17.0,21.0,3.0,,,,90.0,64.0,6.3,11.0,0.0177568,1,,3.0,2.0,5.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0255,,,,,,,,,,,,,,,,,,,,,,
11396178,home,VfL Wolfsburg,Sebastiaan Bornauw,sebastiaan-bornauw,S. Bornauw,D,23,190,839,M,826167,EUR,922060800,D,3,3,False,62.0,48.0,4.0,2.0,0.0,34.0,43.0,14.0,19.0,4.0,,,,90.0,69.0,6.7,15.0,0.00796417,0,,3.0,10.0,5.0,14.0,,,,,1.0,4.0,4.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11396178,home,VfL Wolfsburg,Cedric Zesiger,cedric-zesiger,C. Zesiger,D,16,191,349,M,798926,EUR,898646400,D,5,5,False,55.0,45.0,6.0,,0.0,22.0,25.0,23.0,31.0,4.0,,,,90.0,72.0,6.9,11.0,0.0269942,2,,2.0,4.0,2.0,7.0,,,,,5.0,3.0,3.0,,0.1257,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
11396178,home,VfL Wolfsburg,Kilian Fischer,kilian-fischer,K. Fischer,D,2,179,189,M,995316,EUR,971308800,M,2,2,False,43.0,38.0,1.0,1.0,0.0,19.0,20.0,19.0,28.0,3.0,,,,90.0,67.0,7.2,12.0,0.038114,0,,2.0,,4.0,5.0,1.0,1.0,1.0,,2.0,3.0,3.0,1.0,,2.0,1.0,5.0,,,,,1.0,,,,,,,,,,,,,,
11396178,home,VfL Wolfsburg,Lovro Majer,lovro-majer,L. Majer,M,10,179,4795,M,841947,EUR,884995200,M,19,19,False,59.0,46.0,6.0,1.0,0.0,20.0,23.0,29.0,43.0,10.0,,,,90.0,79.0,6.7,22.0,0.179414,1,,,2.0,5.0,2.0,1.0,,,1.0,1.0,,,1.0,0.0251,3.0,3.0,7.0,,2.0,,,2.0,lovromajer,3.0,1.0,,,,,,,,,,,
11396178,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,57.0,45.0,8.0,2.0,0.0,18.0,20.0,28.0,39.0,6.0,,,,90.0,72.0,7.0,16.0,0.168514,3,,,1.0,2.0,5.0,1.0,,,,,4.0,1.0,,0.0579,2.0,1.0,2.0,2.0,,,,2.0,,1.0,1.0,True,1.0,0.1436,,,,,,,,
11396178,home,VfL Wolfsburg,Jakub Kamiński,jakub-kaminski,J. Kamiński,M,16,178,5205,M,801263,EUR,1023235200,M,16,16,False,46.0,37.0,4.0,2.0,1.0,13.0,16.0,25.0,34.0,3.0,,,,90.0,68.0,6.9,19.0,0.62675,0,,4.0,3.0,6.0,5.0,,,,,1.0,2.0,,,,4.0,,4.0,,,,,1.0,jakub.kaminskii,1.0,2.0,,,,1.0,,,,,,,
11396178,home,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,F,20,20,False,16.0,12.0,2.0,2.0,0.0,2.0,3.0,10.0,13.0,3.0,,,,76.0,30.0,6.4,9.0,0.028465,1,,2.0,1.0,9.0,5.0,2.0,3.0,,1.0,1.0,1.0,,3.0,0.0385,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,
11396178,home,VfL Wolfsburg,Jonas Wind,jonas-wind,J. Wind,F,23,190,2374,M,826069,EUR,918345600,F,23,23,False,16.0,12.0,2.0,,0.0,5.0,5.0,7.0,11.0,,,,,76.0,25.0,6.7,5.0,0.0181484,3,,4.0,1.0,7.0,4.0,1.0,,,1.0,1.0,1.0,,2.0,0.1843,,2.0,,1.0,,,,,,,1.0,,1.0,0.029,,1.0,,,,,,
