match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_accurateLongBalls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_errorLeadToAGoal,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_errorLeadToAShot,stat_keyPass,stat_totalCross,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_challengeLost,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_penaltyWon,stat_penaltyFaced,stat_punches,stat_penaltyConceded
14065087,home,Eintracht Frankfurt,Kauã Santos,kaua-dos-santos,Kauã,G,40,196,2816,M,1134203,EUR,1050019200,G,40,40,False,25.0,19.0,6.0,0.0,18.0,21.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,90.0,35.0,5.9,7.0,0.00021303,0.4997,0,-2.0261,0.0,-0.08,-0.32,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065087,home,Eintracht Frankfurt,Nnamdi Collins,nnamdi-collins,N. Collins,D,34,191,1316,M,1048569,EUR,1073692800,D,34,34,False,88.0,79.0,2.0,0.0,37.0,39.0,42.0,49.0,1.0,6.0,5.0,4.0,,,,,,89.0,117.0,5.7,15.0,0.0405394,,0,,0.26,0.21,-0.87,,Nnamdi Collins,,1.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14065087,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190,1832,M,581302,EUR,837561600,D,4,4,False,111.0,102.0,7.0,0.0,52.0,56.0,50.0,55.0,10.0,11.0,6.0,3.0,,,,,,90.0,128.0,6.8,10.0,0.321647,,2,,0.61,0.09,-0.89,,,,2.0,3.0,,,,2.0,,,1.0,1.0,1.0,True,4.0,1.0,1.0,2.0,1.0,0.0531,0.2669,-0.39,,,,,,,,,,,,,,,
14065087,home,Eintracht Frankfurt,Arthur Theate,arthur-theate,A. Theate,D,3,186,2196,M,965778,EUR,959212800,D,3,3,False,109.0,100.0,9.0,0.0,44.0,46.0,56.0,63.0,4.0,4.0,9.0,5.0,,,,,,90.0,125.0,6.6,11.0,0.140427,,0,,0.51,0.27,-0.8,,,,1.0,2.0,,,,1.0,,,,,1.0,,5.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,
14065087,home,Eintracht Frankfurt,Nathaniel Brown,nathaniel-brown,N. Brown,D,21,179,1784,M,1159759,EUR,1055721600,D,21,21,False,56.0,53.0,5.0,0.0,19.0,20.0,34.0,36.0,1.0,4.0,,6.0,,,,,,90.0,71.0,7.5,8.0,0.328599,,2,,0.32,0.24,-0.67,,,,1.0,2.0,,1.0,,,2.0,2.0,1.0,1.0,,,3.0,,2.0,,,0.0825,0.1061,0.54,,2.0,3.0,1.0,1.0,,,,,,,,,,
14065087,home,Eintracht Frankfurt,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183,17688,M,1192318,EUR,1038441600,M,8,8,False,60.0,49.0,1.0,0.0,14.0,16.0,35.0,44.0,2.0,3.0,,4.0,,,,,,61.0,70.0,6.4,15.0,0.10025,,1,,0.05,0.16,-0.27,,,,1.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,0.014,0.039,-0.05,,3.0,3.0,,,fareschaibi28,1.0,,,,,,,,
14065087,home,Eintracht Frankfurt,Hugo Larsson,hugo-larsson,H. Larsson,M,16,187,2774,M,1142211,EUR,1088294400,M,16,16,False,41.0,30.0,4.0,0.0,10.0,16.0,20.0,25.0,,1.0,2.0,3.0,,,,,,61.0,48.0,6.2,12.0,0.0265084,,1,,0.09,0.01,-0.29,,Hugo Larsson,,,1.0,,,,,1.0,1.0,,,,,1.0,,1.0,,,0.0915,0.1474,0.01,,2.0,,,,,1.0,,,,,,,,
14065087,home,Eintracht Frankfurt,Can Uzun,can-uzun,C. Uzun,M,42,186,10657,M,1440948,EUR,1131667200,M,42,42,False,53.0,44.0,3.0,0.0,10.0,11.0,34.0,42.0,,3.0,,2.0,,,,,,90.0,76.0,8.2,18.0,0.349689,,5,,0.45,0.34,-0.27,,Can Uzun,,1.0,5.0,1.0,2.0,1.0,,,,2.0,2.0,1.0,,1.0,1.0,2.0,1.0,,0.3701,0.9488,0.5,,4.0,7.0,,1.0,can.uzun10,1.0,2.0,2.0,,,,,,
14065087,home,Eintracht Frankfurt,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,F,20,20,False,49.0,41.0,1.0,0.0,10.0,11.0,31.0,38.0,,3.0,,5.0,,,,,,90.0,70.0,6.9,18.0,0.265272,,3,,0.46,0.12,-0.08,,,,1.0,7.0,2.0,1.0,,,1.0,,4.0,2.0,2.0,,1.0,,2.0,,,0.1018,0.6802,0.17,,2.0,6.0,,,doanritsu,1.0,3.0,1.0,,,,,,
14065087,home,Eintracht Frankfurt,Elye Wahi,elye-wahi,E. Wahi,F,11,180,3170,M,979315,EUR,1041465600,F,17,17,False,17.0,15.0,,1.0,7.0,7.0,8.0,10.0,,2.0,,1.0,,,,,,69.0,27.0,6.0,7.0,0.00871524,,1,,-0.18,-0.55,-0.01,,,,1.0,5.0,2.0,1.0,,,1.0,,2.0,1.0,1.0,,,1.0,,,,0.1964,,-0.53,,1.0,,,,e.wahi7,,,,1.0,1.0,,,,
14065087,home,Eintracht Frankfurt,Jean-Mattéo Bahoya,jean-matteo-bahoya,J. Bahoya,M,19,180,2331,M,1146148,EUR,1115424000,F,19,19,False,13.0,11.0,,0.0,3.0,3.0,8.0,10.0,,3.0,,1.0,,,,,,61.0,27.0,6.5,9.0,0.00934543,,2,,-0.04,0.14,-0.01,,Jean Bahoya,,1.0,5.0,,4.0,1.0,,1.0,,3.0,1.0,1.0,,,,,,,0.1223,,-0.44,,,1.0,,,,,,2.0,,,,,,
14065087,home,Eintracht Frankfurt,Ansgar Knauff,ansgar-knauff,A. Knauff,M,7,180,2079,M,997012,EUR,1010620800,F,7,7,True,6.0,4.0,,0.0,2.0,3.0,2.0,3.0,,,1.0,,,,,,,29.0,16.0,6.5,8.0,0.0798197,,0,,0.11,0.09,0.13,,,,1.0,2.0,,1.0,,,,,3.0,,,,,,,,,,,,,1.0,3.0,,,,,1.0,,,1.0,,,,
14065087,home,Eintracht Frankfurt,Oscar Højlund,oscar-hojlund,O. Højlund,M,6,184,1040,M,1149113,EUR,1104796800,M,6,6,True,22.0,20.0,,0.0,8.0,8.0,12.0,14.0,1.0,3.0,,1.0,,,,,,29.0,27.0,6.8,4.0,0.0212073,,0,,0.11,0.04,0.18,,Oscar Höjlund,,2.0,4.0,1.0,,,,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14065087,home,Eintracht Frankfurt,Jonathan Burkardt,jonathan-burkardt,J. Burkardt,F,9,181,3956,M,939830,EUR,963273600,F,9,9,True,5.0,4.0,,0.0,1.0,1.0,3.0,4.0,1.0,2.0,,,,,,,,29.0,11.0,7.0,3.0,0.00861229,,1,,-0.12,-0.86,-0.02,,,,2.0,4.0,,1.0,,,,,,1.0,1.0,,,,1.0,,,0.7884,0.6878,0.32,,,,,1.0,,,,,,,1.0,,,
14065087,home,Eintracht Frankfurt,Michy Batshuayi,michy-batshuayi,M. Batshuayi,F,22,185,6853,M,147745,EUR,749520000,F,30,30,True,7.0,7.0,1.0,0.0,3.0,3.0,4.0,4.0,,1.0,1.0,1.0,,,,,,21.0,11.0,6.7,1.0,0.0844115,,1,,0.23,0.01,0.16,,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,1.0,,,,,0.0836,,-0.25,,,,,,mbatshuayi,,,1.0,,,,,,
14065087,home,Eintracht Frankfurt,Aurèle Amenda,aurele-amenda,A. Amenda,D,5,194,696,M,999276,EUR,1059609600,D,5,5,True,12.0,11.0,2.0,0.0,2.0,2.0,9.0,10.0,1.0,2.0,,1.0,,,,,,10.0,17.0,7.0,1.0,0.0126728,,0,,0.17,0.01,0.15,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14065087,home,Eintracht Frankfurt,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187,476,M,190161,EUR,805507200,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065087,home,Eintracht Frankfurt,Aurélio Buta,aurelio-buta,A. Buta,D,17,169,495,M,357752,EUR,855532800,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065087,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,M,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MarioGotze,,,,,,,,,
14065087,home,Eintracht Frankfurt,Ellyes Skhiri,ellyes-skhiri,E. Skhiri,M,15,185,4745,M,591706,EUR,800064000,M,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ellyes_skhiri,,,,,,,,,
14065087,away,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,39.0,10.0,36.0,0.0,5.0,7.0,5.0,32.0,,,3.0,11.0,2.0,4.0,7.0,,,90.0,54.0,6.8,29.0,0.00537437,0.6913,0,-0.1239,0.24,-0.02,-0.21,0.36,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,
14065087,away,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,11.0,9.0,4.0,0.0,4.0,5.0,5.0,6.0,2.0,6.0,6.0,1.0,,,,,,90.0,24.0,6.7,3.0,0.00502096,,0,,0.14,0.03,-0.34,,,,,1.0,,,,,4.0,3.0,1.0,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,
14065087,away,1. FC Union Berlin,Leopold Querfeld,querfeld-leopold,L. Querfeld,D,14,190,1226,M,1086547,EUR,1071878400,D,14,14,False,18.0,13.0,4.0,0.0,9.0,9.0,4.0,9.0,5.0,8.0,12.0,,,,,,,90.0,36.0,5.7,6.0,0.00057961,,1,,0.05,0.02,-0.79,,,,,3.0,1.0,,,,1.0,,,2.0,2.0,,2.0,,,,,0.0199,,-0.01,,,,,,,,,1.0,,,,,,1.0
14065087,away,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,24.0,15.0,6.0,0.0,11.0,13.0,4.0,11.0,,2.0,6.0,4.0,,,,,,90.0,39.0,6.2,12.0,0.00075282,,0,,0.03,0.01,-0.32,,,,2.0,2.0,,,,,,,1.0,2.0,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,
14065087,away,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,M,28,28,False,6.0,3.0,1.0,0.0,1.0,3.0,2.0,3.0,,,4.0,1.0,,,,,,73.0,18.0,6.5,7.0,0.0363652,,0,,0.12,0.04,0.13,,,,,2.0,1.0,,,,,,,,1.0,True,,,,1.0,,,,,,1.0,2.0,,,,,1.0,,,,,,,
14065087,away,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,17.0,9.0,4.0,0.0,6.0,7.0,3.0,10.0,3.0,5.0,6.0,4.0,,,,,,90.0,31.0,6.4,10.0,0.00675223,,0,,0.0,0.02,-0.12,,,,1.0,5.0,,,,1.0,2.0,2.0,2.0,,3.0,,2.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,
