match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_errorLeadToAGoal,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_dispossessed,stat_keyPass,stat_blockedScoringAttempt,stat_shotOffTarget,stat_penaltyConceded,captain,stat_totalOffside,stat_accurateCross,player_sofascoreId,stat_bigChanceCreated,stat_penaltyWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals
10913391,home,Al Tai,Victor Braga,victor-braga,V. Braga,G,1,193,79,M,805020,EUR,698284800,G,1,1,False,32.0,26.0,8.0,2.0,25.0,30.0,1.0,2.0,2.0,2.0,13.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,90.0,50.0,7.0,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913391,home,Al Tai,Collins Fai,collins-fai,C. Fai,D,,167,535,,336551,EUR,713664000,D,40,40,False,36.0,31.0,3.0,1.0,22.0,25.0,9.0,14.0,4.0,1.0,5.0,,,2.0,,,,,83.0,48.0,6.2,8.0,0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10913391,home,Al Tai,Alfa Semedo,alfa-semedo,A. Semedo,M,30,190,367,M,887343,EUR,872899200,D,30,30,False,55.0,48.0,3.0,1.0,46.0,51.0,2.0,4.0,1.0,8.0,9.0,1.0,1.0,,,,,,90.0,69.0,6.9,7.0,0,,,,1.0,1.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,
10913391,home,Al Tai,Hussain Qasim,hussain-qasim,H. Qasim,D,12,179,18,M,948595,EUR,874800000,D,12,12,False,43.0,39.0,2.0,,37.0,40.0,2.0,3.0,2.0,5.0,1.0,1.0,,,,,,,90.0,53.0,5.9,4.0,0,,1.0,,3.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10913391,home,Al Tai,Abdulaziz Majrashi,abdulaziz-majrashi,A. Majrashi,D,33,162,10,M,818828,EUR,680054400,D,3,3,False,18.0,15.0,1.0,,15.0,16.0,,2.0,3.0,1.0,4.0,3.0,2.0,,,,,,59.0,27.0,6.6,5.0,0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
10913391,home,Al Tai,Amir Saâyoud,amir-saayoud,A. Saâyoud,F,11,170,2347,M,309154,EUR,654652800,M,10,10,False,28.0,19.0,3.0,1.0,8.0,10.0,11.0,18.0,5.0,,3.0,,,2.0,,,,,68.0,38.0,6.8,12.0,0,,,,5.0,1.0,1.0,1.0,,5.0,3.0,,,,,1.0,,,,,,,,,,,,,
10913391,home,Al Tai,Dener,dener,Dener,M,8,185,74,M,243167,EUR,700444800,M,8,8,False,47.0,41.0,3.0,1.0,31.0,34.0,10.0,13.0,3.0,2.0,3.0,2.0,2.0,,,,,,90.0,56.0,6.9,6.0,0,,1.0,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,
10913391,home,Al Tai,Mukhtar Ali,ali-mukhtar,A. Mukhtar,M,7,185,334,M,788258,EUR,878169600,M,7,7,False,52.0,48.0,7.0,5.0,38.0,40.0,10.0,12.0,4.0,,1.0,2.0,1.0,,,,,,90.0,59.0,6.8,5.0,1,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,
10913391,home,Al Tai,Mohammed Harzan Mohsen,mohammed-harzan-mohsen,M. H. Mohsen,M,,167,4,M,868439,EUR,600566400,M,75,75,False,16.0,11.0,,,6.0,6.0,5.0,10.0,2.0,1.0,4.0,,,,,,,,83.0,23.0,5.6,8.0,1,,,1.0,6.0,3.0,1.0,1.0,,2.0,1.0,,1.0,Mohammed,Harzan Mohsen,1.0,1.0,,1.0,1.0,,,,,,,,,
10913391,home,Al Tai,Knowledge Musona,knowledge-musona,K. Musona,M,,174,675,M,118368,EUR,645926400,F,11,11,False,32.0,23.0,5.0,3.0,13.0,14.0,10.0,23.0,3.0,1.0,4.0,2.0,1.0,,,,,,90.0,55.0,6.5,19.0,3,5.0,,1.0,6.0,2.0,,1.0,1.0,2.0,,,1.0,,,1.0,,2.0,1.0,,True,,,,,,,,
10913391,home,Al Tai,Guy Mbenza,guy-mbenza,G. Mbenza,F,9,182,384,M,979125,EUR,954547200,F,9,9,False,10.0,10.0,1.0,1.0,6.0,6.0,4.0,4.0,2.0,,2.0,,,,,,,,83.0,16.0,6.9,1.0,2,,2.0,,3.0,,,1.0,,2.0,2.0,,1.0,,,,1.0,,2.0,,,1.0,,,,,,,
10913391,home,Al Tai,Nawaf Al Qamiri,nawaf-al-qamiri,N. A. Qamiri,D,23,171,15,M,1398859,EUR,992131200,D,23,23,True,13.0,9.0,,,6.0,7.0,3.0,7.0,3.0,1.0,1.0,,,,,,,,31.0,21.0,6.5,5.0,0,1.0,,1.0,1.0,1.0,,,,2.0,2.0,,,Nawaf Al Qamiri,,,,,,,,,,,,,,,
10913391,home,Al Tai,Abdulwahab Jafar,abdulwahab-jafar,A. Jafar,M,,175,6,M,817951,EUR,748051200,M,15,15,True,7.0,1.0,2.0,,,1.0,2.0,8.0,1.0,,,,,,,,,,22.0,11.0,6.7,7.0,0,2.0,,,2.0,1.0,,1.0,,1.0,1.0,,,Abdulwahab,Jafar,,1.0,,,,,,1.0,,,,,,
10913391,home,Al Tai,Fahad Aljuhani,fahad-al-johani,F. Aljuhani,F,19,177,7,M,160947,EUR,688435200,F,32,32,True,1.0,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,,,15.0,3.0,6.5,,1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
10913391,home,Al Tai,Salem Abdullah Al-Toiawy,al-toiawy-salem-abdullah-salem,S. Al-Toiawy,D,13,175,4,M,1633371,EUR,991872000,M,13,13,True,9.0,6.0,,,2.0,2.0,4.0,7.0,2.0,,,,,1.0,,,,,15.0,15.0,6.6,4.0,0,,,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
10913391,home,Al Tai,Mohammed Alqunayan,mohammed-al-qunaian,M. Alqunayan,M,,168,6,M,970910,EUR,915840000,M,18,18,True,2.0,2.0,,,2.0,2.0,,,,,1.0,,,,,,,,15.0,4.0,6.3,1.0,0,,,,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
10913391,home,Al Tai,Moataz Al-Baqaawi,moataz-al-baqaawi,M. Al-Baqaawi,G,33,180,23,M,892891,EUR,883872000,G,44,44,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913391,home,Al Tai,Hassan Al-Jubairi,hassan-al-jubairi,H. Al-Jubairi,D,,176,2,M,1066586,EUR,694224000,D,19,19,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Hassan Al-Jubairi,,,,,,,,,,,,,,,
10913391,home,Al Tai,Jamal Bajandouh,jamal-bajandouh,J. Bajandouh,M,,180,21,M,540424,EUR,714441600,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
