match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_interceptionWon,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,captain,stat_aerialLost,stat_outfielderBlock,stat_wonContest,player_firstName,player_lastName,stat_aerialWon,stat_goals,stat_totalOffside,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork
10909915,home,Middlesbrough,Zack Steffen,zack-steffen,Z. Steffen,G,1,190,824,M,332995,EUR,796780800,G,1,1,False,35.0,22.0,18.0,5.0,18.0,20.0,4.0,15.0,1.0,6.0,1.0,1.0,3.0,5.0,90.0,46.0,6.0,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909915,home,Middlesbrough,Tommy Smith,tommy-smith,T. Smith,D,,185,25,M,305314,EUR,703209600,D,14,14,False,42.0,39.0,1.0,,35.0,36.0,4.0,6.0,7.0,2.0,1.0,,,,90.0,61.0,6.3,4.0,0,3.0,1.0,2.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10909915,home,Middlesbrough,Dael Fry,dael-fry,D. Fry,D,6,185,117,M,548194,EUR,872899200,D,6,6,False,57.0,53.0,5.0,2.0,47.0,50.0,6.0,7.0,,4.0,,,,,90.0,61.0,5.9,4.0,0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10909915,home,Middlesbrough,Paddy McNair,paddy-mcnair,P. McNair,D,37,187,231,M,592876,EUR,798940800,D,17,17,False,36.0,33.0,5.0,4.0,32.0,32.0,1.0,4.0,,4.0,,,,,90.0,43.0,6.0,3.0,0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909915,home,Middlesbrough,Ryan Giles,ryan-giles,R. Giles,D,3,179,243,M,931304,EUR,948844800,D,3,3,False,19.0,15.0,2.0,,9.0,12.0,7.0,12.0,1.0,7.0,,,,,81.0,31.0,6.3,9.0,0,1.0,,3.0,1.0,,1.0,,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10909915,home,Middlesbrough,Marcus Forss,marcus-forss,M. Forss,M,24,182,371,M,944201,EUR,929664000,M,21,21,False,10.0,7.0,3.0,1.0,4.0,5.0,3.0,6.0,2.0,3.0,1.0,,,,59.0,20.0,6.2,7.0,1,3.0,,,1.0,1.0,,,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10909915,home,Middlesbrough,Jonathan Howson,jonathan-howson,J. Howson,D,6,180,62,M,16589,EUR,580176000,M,16,16,False,26.0,19.0,3.0,,9.0,10.0,10.0,18.0,1.0,5.0,,,,,90.0,35.0,6.2,10.0,0,4.0,,1.0,1.0,,2.0,1.0,,2.0,,,,1.0,,,True,1.0,2.0,,,,,,,,,,,,,,
10909915,home,Middlesbrough,Hayden Hackney,hayden-hackney,H. Hackney,M,7,178,1282,M,1008471,EUR,1025049600,M,30,30,False,29.0,25.0,1.0,,17.0,20.0,8.0,9.0,3.0,4.0,,,,,59.0,37.0,6.3,7.0,0,4.0,,,2.0,2.0,2.0,,,,,1.0,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,
10909915,home,Middlesbrough,Riley McGree,riley-mcgree,R. McGree,M,8,178,305,M,835998,EUR,909964800,M,8,8,False,20.0,13.0,2.0,,7.0,9.0,6.0,11.0,,5.0,,,,,59.0,29.0,6.2,11.0,1,2.0,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10909915,home,Middlesbrough,Chuba Akpom,chuba-akpom,C. Akpom,F,29,186,1666,M,190867,EUR,813196800,F,29,29,False,12.0,9.0,,,3.0,3.0,6.0,9.0,4.0,1.0,2.0,,,,90.0,21.0,7.2,5.0,2,3.0,,,,,,1.0,,,,,,2.0,,2.0,,1.0,,,,,2.0,1.0,,,,,,,,,
10909915,home,Middlesbrough,Matt Crooks,matt-crooks,M. Crooks,M,25,193,129,M,140479,EUR,759024000,F,25,25,False,11.0,9.0,,,4.0,4.0,5.0,7.0,3.0,2.0,,,,,68.0,17.0,6.8,5.0,1,2.0,,,1.0,,,,,,,3.0,1.0,,,1.0,,2.0,,,,,2.0,,1.0,,,,,,,,
