match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_duelLost,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_fouls,player_sofascoreId,stat_aerialLost,stat_interceptionWon,stat_wasFouled,stat_totalOffside,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalCross,stat_dispossessed,stat_outfielderBlock,stat_wonTackle,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_bigChanceMissed,stat_accurateCross,stat_errorLeadToAShot,stat_shotOffTarget,stat_punches,stat_goals,stat_blockedScoringAttempt
13981495,home,Cagliari,Elia Caprile,,,elia-caprile,E. Caprile,G,1,191,1685,M,947954,EUR,998697600,G,1,1,False,28.0,17.0,13.0,4.0,0.0,14.0,16.0,3.0,12.0,1.0,1.0,1.0,10.0,2.0,1.0,5.0,2.0,2.0,90.0,41.0,6.4,12.0,0.00143788,0.1963,0,-0.4018,0.03,0.01,-0.09,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981495,home,Cagliari,Gabriele Zappa,,,gabriele-zappa,G. Zappa,D,28,183,617,M,927304,EUR,945820800,D,28,28,False,23.0,18.0,1.0,,0.0,17.0,18.0,1.0,5.0,1.0,2.0,3.0,3.0,,,,,,54.0,36.0,6.3,8.0,0.00051819,,0,,0.02,-0.03,-0.2,,True,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13981495,home,Cagliari,Yerry Mina,,,yerry-mina,Y. Mina,D,26,195,5988,M,360396,EUR,780278400,D,26,26,False,27.0,25.0,3.0,2.0,0.0,23.0,24.0,2.0,3.0,1.0,4.0,2.0,4.0,,,,,,68.0,37.0,6.6,2.0,0.00106265,,0,,-0.02,0.01,-0.17,,,1.0,,,1.0,,yerrymina,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
13981495,home,Cagliari,Sebastiano Luperto,,,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,6,6,False,47.0,42.0,4.0,3.0,0.0,40.0,42.0,2.0,5.0,1.0,2.0,7.0,2.0,,,,,,90.0,57.0,6.2,6.0,0.00059375,,1,,-0.01,0.01,-0.33,,,2.0,,,,,,2.0,,1.0,,1.0,1.0,0.048,0.0211,-0.22,,,,,,,,,,,,,,
13981495,home,Cagliari,Adam Obert,,,adam-obert,A. Obert,D,33,186,654,M,964153,EUR,1030060800,D,33,33,False,41.0,33.0,1.0,,0.0,20.0,23.0,13.0,18.0,2.0,4.0,3.0,3.0,,,,,,90.0,65.0,6.2,13.0,0.00794213,,0,,0.02,0.14,-0.28,,,4.0,,,1.0,2.0,,1.0,2.0,1.0,,,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
13981495,home,Cagliari,Marco Palestra,,,palestra-marco,M. Palestra,M,2,186,2182,M,1397736,EUR,1109808000,M,2,2,False,21.0,16.0,2.0,2.0,0.0,12.0,15.0,4.0,6.0,,11.0,4.0,3.0,,,,,,90.0,48.0,7.4,10.0,0.00223414,,0,,-0.05,0.09,0.16,,,2.0,,6.0,3.0,1.0,,,1.0,3.0,1.0,,1.0,,,,1.0,,,2.0,5.0,,,,,,,,,
13981495,home,Cagliari,Michel Adopo,,,michel-ndary-adopo,M. N. Adopo,M,8,187,534,M,928777,EUR,963964800,M,8,8,False,17.0,12.0,1.0,,0.0,9.0,10.0,3.0,7.0,,2.0,1.0,3.0,,,,,,90.0,24.0,6.1,7.0,0.00135615,,0,,-0.09,0.06,-0.09,,,5.0,,2.0,1.0,3.0,,,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,
13981495,home,Cagliari,Matteo Prati,,,matteo-prati,M. Prati,M,4,182,705,M,1111640,EUR,1072569600,M,16,16,False,23.0,17.0,5.0,2.0,0.0,11.0,13.0,6.0,10.0,,3.0,2.0,,,,,,,68.0,34.0,6.7,7.0,0.15058,,0,,0.11,0.02,0.15,,,2.0,,,2.0,2.0,,,1.0,1.0,,,1.0,,,,,,,2.0,,1.0,1.0,,,,,,,
13981495,home,Cagliari,Michael Folorunsho,,,michael-folorunsho,M. Folorunsho,M,90,190,1521,M,869795,EUR,886809600,M,90,90,False,14.0,10.0,2.0,1.0,0.0,4.0,4.0,6.0,10.0,,5.0,1.0,1.0,,,,,,90.0,39.0,6.2,13.0,0.00271313,,0,,-0.07,0.04,-0.19,,,8.0,2.0,3.0,2.0,2.0,,1.0,1.0,3.0,1.0,,2.0,,,,3.0,,,,,,,,,,,,,
13981495,home,Cagliari,Mattia Felici,,,felici-mattia,M. Felici,M,17,180,329,M,975811,EUR,987465600,M,17,17,False,8.0,5.0,,,0.0,2.0,4.0,3.0,4.0,1.0,5.0,1.0,2.0,,,,,,55.0,22.0,6.7,11.0,0.00118245,,1,,-0.05,0.15,-0.08,,,5.0,1.0,3.0,1.0,1.0,,,,3.0,,1.0,2.0,0.0822,0.1876,0.16,2.0,,,1.0,,,,1.0,,,,,,
