match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_wasFouled,player_firstName,player_lastName,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoals,stat_shotValueNormalized,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_dispossessed,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle
14167935,home,Lille,Berke Özer,berke-ozer,B. Özer,G,1,191.0,3024,M,847494,EUR,959212800,G,1,1,False,39.0,35.0,6.0,2.0,0.0,33.0,34.0,2.0,5.0,1.0,5.0,1.0,90.0,45.0,7.0,4.0,0.00253621,0.0787,0,0.4211,0.09,0.0,0.22,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167935,home,Lille,Thomas Meunier,thomas-meunier,T. Meunier,D,12,190.0,2781,M,128587,EUR,684633600,D,12,12,False,59.0,53.0,9.0,6.0,0.0,25.0,26.0,28.0,33.0,2.0,7.0,,90.0,81.0,8.6,11.0,0.76026,,0,,0.94,0.23,0.17,,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167935,home,Lille,Chancel Mbemba,chancel-mbemba,C. Mbemba,D,18,182.0,34725,M,238612,EUR,776304000,D,18,18,False,51.0,44.0,8.0,4.0,0.0,37.0,39.0,7.0,12.0,6.0,5.0,,90.0,68.0,7.2,9.0,0.00304141,,0,,0.08,0.13,0.36,,,,3.0,4.0,,3.0,2.0,1.0,1.0,,,chancel22,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14167935,home,Lille,Aïssa Mandi,aissa-mandi,A. Mandi,D,23,186.0,10320,M,122810,EUR,688089600,D,23,23,False,75.0,69.0,6.0,5.0,0.0,50.0,52.0,19.0,23.0,5.0,3.0,,90.0,87.0,8.4,8.0,0.0166646,,0,,0.33,0.07,0.8,,,,1.0,7.0,,,2.0,2.0,2.0,,,aissamandi23,1.0,4.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14167935,home,Lille,Calvin Verdonk,calvin-verdonk,C. Verdonk,D,24,174.0,14311,M,361780,EUR,862012800,D,24,24,False,52.0,46.0,5.0,2.0,0.0,26.0,26.0,20.0,26.0,3.0,11.0,,90.0,73.0,7.3,11.0,0.112125,,0,,0.39,0.16,0.33,,4.0,1.0,5.0,3.0,,3.0,1.0,1.0,1.0,3.0,,c.verdonk,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14167935,home,Lille,Ayyoub Bouaddi,bouaddi-ayyoub,A. Bouaddi,M,32,185.0,5410,M,1564180,EUR,1191283200,M,32,32,False,48.0,44.0,1.0,1.0,1.0,22.0,23.0,22.0,25.0,1.0,7.0,,90.0,65.0,7.4,9.0,0.0691595,,1,,0.36,0.3,-0.14,,,,4.0,8.0,1.0,,4.0,3.0,4.0,1.0,3.0,,2.0,1.0,1.0,2.0,,1.0,Ayyoub Bouaddi,,2.0,1.0,1.0,1.0,0.3105,-0.52,,,,,,,,,,,,,,
14167935,home,Lille,Benjamin André,benjamin-andre,B. André,M,21,180.0,759,M,51665,EUR,649641600,M,21,21,False,59.0,46.0,6.0,4.0,0.0,15.0,18.0,31.0,41.0,,3.0,,90.0,78.0,7.0,16.0,0.0348888,,3,,0.23,0.02,0.23,,,,5.0,7.0,,1.0,2.0,1.0,2.0,2.0,,,2.0,3.0,,2.0,,1.0,,,1.0,,,,0.4145,-0.56,True,2.0,1.0,,,,,,,,,,,
14167935,home,Lille,Matías Fernández,fernandez-matias,M. Fernandez,F,7,183.0,1612,M,1149144,EUR,1107388800,M,7,7,False,17.0,15.0,1.0,1.0,0.0,8.0,8.0,7.0,9.0,,3.0,,78.0,30.0,6.9,5.0,0.018853,,0,,0.18,0.13,0.13,,1.0,1.0,3.0,5.0,,,1.0,,1.0,,,,1.0,,,3.0,,2.0,Matias Fernandez,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,
14167935,home,Lille,Hakon Arnar Haraldsson,haraldsson-hakon-arnar,H. A. Haraldsson,M,10,180.0,2141,M,1138804,EUR,1049932800,M,10,10,False,33.0,25.0,3.0,2.0,0.0,8.0,8.0,17.0,25.0,,6.0,,79.0,57.0,7.1,19.0,0.295347,,2,,0.41,0.11,0.0,,8.0,2.0,4.0,4.0,1.0,,,,3.0,,2.0,,2.0,,,5.0,,1.0,,,3.0,,,,0.153,-0.28,,,2.0,,,,,,,,,,,
14167935,home,Lille,Félix Correia,felix-correia,F. Correia,M,27,178.0,1349,M,934498,EUR,980121600,M,27,27,False,44.0,33.0,2.0,2.0,0.0,13.0,15.0,20.0,29.0,,7.0,,85.0,65.0,7.9,19.0,0.113573,,5,,0.39,0.17,-0.04,,3.0,,5.0,3.0,,,1.0,1.0,2.0,1.0,,,,1.0,1.0,2.0,,,,,1.0,1.0,1.0,,0.504,0.45,,4.0,,2.0,,1.0,1.0,0.7881,,,,,,
14167935,home,Lille,Olivier Giroud,olivier-giroud,O. Giroud,F,9,192.0,23426,M,39070,EUR,528422400,F,9,9,False,19.0,16.0,,,0.0,5.0,5.0,11.0,14.0,,1.0,,71.0,24.0,5.8,4.0,0.137534,,2,,0.05,,0.0,,,,5.0,,,,,,,2.0,2.0,OGiroud,2.0,,,,,,,,,2.0,1.0,,0.6322,-0.67,,1.0,,1.0,,,,0.3339,,,,,,
14167935,home,Lille,Hamza Igamane,hamza-igamane,H. Igamane,F,29,181.0,17006,M,1140859,EUR,1036195200,F,29,29,True,12.0,10.0,1.0,,0.0,1.0,1.0,9.0,11.0,,,,19.0,20.0,7.0,7.0,0.0740006,,1,,0.35,0.23,-0.01,,,,2.0,2.0,,,,,3.0,,,hamza_igamane,,,,3.0,,,Hamza Igamane,,2.0,,1.0,,0.0086,-0.01,,,,1.0,,,,0.0208,,,,,,
