match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_errorLeadToAShot,stat_shotOffTarget,stat_dispossessed,stat_challengeLost,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_clearanceOffLine,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_penaltyFaced,stat_penaltyConceded
12514068,home,CD Nacional,Rúben Macedo,ruben-macedo,R. Macedo,F,20,171,33,M,318943,EUR,826329600,F,7,7,False,12.0,6.0,,,0.0,1.0,3.0,7.0,12.0,2.0,3.0,5.0,1.0,,,,89.0,31.0,7.4,13.0,0.505848,2,,,,3.0,2.0,,5.0,,,,,1.0,,0.9183,1.0,,3.0,1.0,,,1.0,2.0,1.0,,1.0,0.964,,,1.0,,1.0,,
12514068,home,CD Nacional,Dudu,dudu,Dudu,F,7,179,136,M,937743,EUR,934243200,F,99,99,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,2.0,,2.0,,,,,25.0,5.0,6.5,2.0,0.00054485,0,,,,,,,2.0,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,
12514068,home,CD Nacional,Djibril Soumaré,djibril-soumare,D. Soumaré,M,18,185,289,M,1394929,EUR,1041897600,M,27,27,True,6.0,3.0,,,0.0,2.0,5.0,1.0,1.0,,1.0,,,,,,14.0,7.0,6.4,3.0,0.00028066,0,,El Hadji Djibril,Soumaré,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12514068,home,CD Nacional,Adrián Butzke,adrian-butzke,A. Butzke,F,3,191,100,M,991292,EUR,922752000,F,9,9,True,5.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,,2.0,,,,14.0,9.0,6.6,3.0,0.00098952,1,,,,,,3.0,3.0,1.0,,,,,,0.088,,1.0,,,,,,,,,,,,,,,,,
12514068,home,CD Nacional,João Aurélio,joao-aurelio,J. Aurélio,D,2,185,24,M,44684,EUR,587779200,D,2,2,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,1.0,2.0,,,0.00024232,0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12514068,home,CD Nacional,Rui Encarnação,rui-encarnacao,R. Encarnação,G,1,185,30,M,1049407,EUR,891734400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,Rui Filipe Teixeira da Encarnação,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514068,home,CD Nacional,Arvin Appiah,arvin-appiah,A. Appiah,D,25,173,145,M,934229,EUR,978652800,F,70,70,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514068,home,CD Nacional,Léo Santos,leo-santos,L. Santos,D,34,186,158,M,822509,EUR,913161600,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514068,home,CD Nacional,Chiheb Labidi,chiheb-labidi,C. Labidi,M,15,190,432,M,1011997,EUR,991353600,M,15,15,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514068,home,CD Nacional,Tiago Reis,tiago-reis,T. Reis,F,23,183,225,M,975373,EUR,934588800,F,72,72,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514068,away,Santa Clara,Gabriel Batista,gabriel-batista,G. Batista,G,1,188,348,M,822526,EUR,896832000,G,1,1,False,23.0,17.0,7.0,1.0,0.0,16.0,16.0,1.0,7.0,2.0,1.0,13.0,2.0,3.0,1.0,2.0,90.0,40.0,7.0,6.0,0.00067658,0,0.0013000000000001,,,,,,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,1.0,
12514068,away,Santa Clara,Sidney Lima,sidney-lima,S. Lima,D,23,182,139,M,1131145,EUR,853459200,D,23,23,False,68.0,57.0,9.0,3.0,0.0,29.0,31.0,30.0,40.0,9.0,1.0,3.0,2.0,,,,90.0,90.0,7.4,14.0,0.0382048,2,,Sidney,,3.0,2.0,,1.0,,3.0,3.0,2.0,,,0.1396,,4.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,
12514068,away,Santa Clara,Luís Rocha,luis-rocha,L. Rocha,D,13,186,44,M,141012,EUR,524275200,D,13,13,False,78.0,72.0,1.0,,0.0,41.0,43.0,31.0,35.0,5.0,2.0,3.0,,,,,90.0,87.0,6.7,7.0,0.0181851,1,,,,,,,,1.0,2.0,,,1.0,,0.05,,5.0,,,,,,,,,,,,,,,,,
12514068,away,Santa Clara,Guilherme Ramos,guilherme-ramos,G. Ramos,D,13,191,220,M,827192,EUR,871257600,D,27,27,False,28.0,28.0,1.0,1.0,0.0,19.0,19.0,9.0,9.0,1.0,3.0,3.0,,,,,45.0,32.0,6.3,,0.00305567,0,,,,,,,2.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,
12514068,away,Santa Clara,Diogo Calila,diogo-calila,D. Calila,M,2,173,593,M,892083,EUR,907977600,M,2,2,False,30.0,23.0,4.0,1.0,0.0,5.0,6.0,22.0,29.0,1.0,3.0,,,,,,90.0,44.0,6.8,10.0,0.216381,0,,,,5.0,4.0,,2.0,,,1.0,1.0,2.0,1.0,,4.0,,,,,,,,1.0,,,,,,,,,,
12514068,away,Santa Clara,Adriano Firmino,adriano-firmino,A. Firmino,M,6,187,127,M,989383,EUR,941673600,M,6,6,False,46.0,40.0,1.0,1.0,0.0,22.0,22.0,18.0,24.0,3.0,,8.0,1.0,,,,70.0,52.0,6.0,9.0,0.006449,0,,,,,,,4.0,,,,,2.0,4.0,,,2.0,,,,,,1.0,,,,,,,,,,,1.0
12514068,away,Santa Clara,Pedro Ferreira,ferreira-pedro,P. Ferreira,M,8,183,121,M,851277,EUR,883958400,M,8,8,False,19.0,14.0,3.0,1.0,0.0,5.0,6.0,9.0,14.0,4.0,,5.0,1.0,,,,45.0,24.0,6.9,6.0,0.00275915,1,,,,1.0,,,,,,2.0,1.0,,,0.0603,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,
12514068,away,Santa Clara,Matheus Araújo,matheus-araujo,M. Araújo,D,32,185,323,M,1105841,EUR,983404800,M,32,32,False,60.0,52.0,6.0,2.0,0.0,19.0,20.0,34.0,43.0,6.0,2.0,9.0,1.0,,,,90.0,98.0,7.0,19.0,0.110825,1,,Matheus,,3.0,1.0,1.0,5.0,,1.0,2.0,,5.0,,0.0207,2.0,2.0,2.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,
12514068,away,Santa Clara,Vinícius Lopes,vinicius-lopes,V. Lopes,F,70,175,316,M,1001753,EUR,926035200,F,70,70,False,11.0,8.0,1.0,1.0,0.0,,1.0,8.0,11.0,4.0,,4.0,1.0,,,,70.0,17.0,7.1,6.0,0.0635581,1,,,,1.0,,1.0,2.0,1.0,,1.0,1.0,2.0,,0.0192,2.0,2.0,,,,,,,1.0,,,,,,,,1.0,,
12514068,away,Santa Clara,Alisson Safira,allison-safira,A. Safira,F,25,178,356,M,870927,EUR,795398400,F,9,9,False,11.0,8.0,,,0.0,4.0,4.0,4.0,7.0,4.0,1.0,1.0,1.0,,,,76.0,18.0,6.5,4.0,0.00168391,1,,,,,,4.0,7.0,1.0,,,,,2.0,0.0149,,3.0,1.0,,,,,,,,,,,,,,,,
12514068,away,Santa Clara,Gabriel Silva,gabriel-silva,Gabriel Silva,F,10,177,795,M,1046794,EUR,1016755200,F,11,11,False,26.0,14.0,1.0,,0.0,1.0,2.0,14.0,30.0,7.0,,2.0,3.0,,,,90.0,58.0,6.6,30.0,0.265535,6,,Gabriel Silva,,6.0,1.0,1.0,7.0,3.0,1.0,,,6.0,2.0,0.3406,2.0,2.0,5.0,2.0,,,1.0,2.0,,,2.0,0.2185,,2.0,,,1.0,,
12514068,away,Santa Clara,Bruno Almeida,bruno-almeida,B. Almeida,M,10,172,75,M,941314,EUR,842227200,M,19,19,True,18.0,14.0,3.0,1.0,0.0,2.0,2.0,12.0,22.0,,,1.0,,,,,45.0,32.0,6.5,13.0,0.033324,2,,,,6.0,,,3.0,2.0,,,,2.0,1.0,0.0855,,,1.0,,1.0,,,,1.0,,,,,,,,,,
12514068,away,Santa Clara,Gustavo Klismahn,gustavo-klismahn,G. Klismahn,M,77,179,89,M,1162051,EUR,943315200,M,77,77,True,20.0,18.0,2.0,2.0,0.0,3.0,3.0,19.0,23.0,2.0,1.0,3.0,1.0,,,,45.0,36.0,7.6,8.0,0.243223,1,,Klismahn,,6.0,4.0,,1.0,,,,,4.0,1.0,0.0701,5.0,1.0,,,,,,,,,1.0,0.6509,,,,,,,
12514068,away,Santa Clara,Serginho,serginho,Serginho,M,35,181,94,M,1019184,EUR,944006400,M,35,35,True,27.0,23.0,1.0,1.0,0.0,5.0,5.0,20.0,24.0,1.0,,,,,,,20.0,36.0,6.8,5.0,0.113097,1,,,,2.0,2.0,1.0,3.0,,1.0,,,,1.0,0.0978,2.0,1.0,1.0,,,,,,,,1.0,0.2353,,1.0,,,,,
12514068,away,Santa Clara,Ricardinho,ricardinho,Ricardinho,M,21,178,116,M,1094399,EUR,902361600,M,10,10,True,14.0,13.0,1.0,,0.0,1.0,1.0,12.0,14.0,2.0,,1.0,2.0,,,,20.0,23.0,6.7,3.0,0.0137764,3,,,,1.0,,,,3.0,,,,,,0.1444,,,,,,,,,,,,,,,,,,,
12514068,away,Santa Clara,João Costa,joao-costa,J. Costa,F,17,185,78,M,1511976,EUR,952387200,F,17,17,True,1.0,,,,0.0,,,,1.0,2.0,,,,,,,14.0,5.0,7.1,1.0,,2,,,,,,,,,,1.0,1.0,,,0.0967,,1.0,,,,,1.0,,,,1.0,0.4505,,,,,,,
12514068,away,Santa Clara,Neneca,neneca,Neneca,G,12,192,90,M,1186955,EUR,1061942400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514068,away,Santa Clara,Lucas Soares,lucas-soares,L. Soares,M,42,176,85,M,991358,EUR,894240000,D,42,42,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514068,away,Santa Clara,Daniel Borges,daniel-borges,D. Borges,M,41,183,73,M,1117007,EUR,1049587200,M,41,41,True,,,,,,,,,,,,,,,,,,,,,,0,,Daniel Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514068,away,Santa Clara,Matheus Pereira,matheus-pereira,M. Pereira,M,3,172,198,M,1016898,EUR,977356800,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
