match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,player_sofascoreId,stat_duelLost,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_challengeLost,stat_aerialLost,stat_shotOffTarget,stat_totalOffside,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,stat_accurateCross,stat_penaltyWon,stat_goals,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_penaltyConceded,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAGoal
10408618,home,Real Betis,Rui Silva,Rui,Silva,rui-silva,R. Silva,G,1,191,3299,M,253809,EUR,760579200,G,13,13,False,32.0,23.0,15.0,7.0,19.0,23.0,4.0,9.0,1.0,11.0,1.0,1.0,2.0,90.0,39.0,6.7,9.0,0.0,0.0,0.00088964,0,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408618,home,Real Betis,Martín Montoya,,,martin-montoya,M. Montoya,D,,174,175,M,99517,EUR,671587200,D,2,2,False,34.0,31.0,2.0,,20.0,20.0,11.0,15.0,3.0,3.0,2.0,,,55.0,47.0,6.8,6.0,0.0,0.0,0.0235786,0,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408618,home,Real Betis,Germán Pezzella,,,german-pezzella,G. Pezzella,D,6,187,3493,M,158241,EUR,677980800,D,16,16,False,53.0,49.0,2.0,1.0,43.0,46.0,6.0,7.0,2.0,4.0,1.0,,,80.0,64.0,7.0,4.0,0.0,0.0,0.0042901,0,,,,,2.0,5.0,,germanpezzella,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10408618,home,Real Betis,Luiz Felipe,,,luiz-felipe,L. Felipe,D,5,187,1042,M,850035,EUR,858988800,D,19,19,False,49.0,42.0,6.0,4.0,30.0,32.0,12.0,17.0,6.0,3.0,2.0,,,90.0,63.0,7.0,7.0,0.0,0.0,0.00680675,0,,,1.0,1.0,5.0,1.0,,,1.0,2.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10408618,home,Real Betis,Álex Moreno,,,alex-moreno,Á. Moreno,D,24,179,1206,M,294593,EUR,739497600,D,15,15,False,30.0,24.0,8.0,4.0,13.0,14.0,11.0,17.0,,6.0,,,,90.0,46.0,6.5,9.0,0.0155,0.0,0.0159976,1,,1.0,,,4.0,2.0,,,7.0,,,4.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10408618,home,Real Betis,Guido Rodríguez,,,guido-rodriguez,G. Rodríguez,M,2,185,3908,M,609752,EUR,766108800,M,5,5,False,50.0,44.0,6.0,4.0,24.0,26.0,20.0,24.0,5.0,8.0,4.0,,,90.0,62.0,7.4,7.0,0.0,0.0,0.0189103,0,,,1.0,1.0,2.0,2.0,1.0,guiido_rodriguez,1.0,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
10408618,home,Real Betis,William Carvalho,,,william-carvalho,W. Carvalho,M,41,187,1602,M,137978,EUR,702604800,M,14,14,False,49.0,45.0,3.0,2.0,22.0,23.0,23.0,26.0,5.0,3.0,2.0,,,90.0,65.0,6.7,10.0,0.0,0.0,0.0195812,0,,,2.0,2.0,,,1.0,,7.0,1.0,,1.0,1.0,1.0,1.0,,,2.0,4.0,,,,,,,,,,,,,,,,,
10408618,home,Real Betis,Luiz Henrique,Luiz Henrique,,luiz-henrique,L. Henrique,M,11,182,12996,M,1035995,EUR,978393600,M,11,11,False,21.0,18.0,,,6.0,6.0,12.0,17.0,5.0,4.0,1.0,,,65.0,39.0,6.5,10.0,0.2126,0.0427,0.0070724,3,,2.0,2.0,1.0,,1.0,,luizhenrique_07,6.0,,2.0,,1.0,1.0,,,,,4.0,1.0,2.0,,,,,,,,,,,,,,,
10408618,home,Real Betis,Sergio Canales,,,sergio-canales,S. Canales,M,10,176,2979,M,41560,EUR,666662400,M,10,10,False,32.0,26.0,3.0,1.0,7.0,8.0,21.0,30.0,1.0,5.0,,,,80.0,45.0,6.5,16.0,0.0,0.0,0.129528,0,,6.0,,,,,1.0,,5.0,,1.0,,,,,,,3.0,5.0,,,True,2.0,,,,,,,,,,,,,
10408618,home,Real Betis,Rodri Sánchez,,,rodri-sanchez,R. Sánchez,M,10,175,565,M,1031421,EUR,958435200,M,28,28,False,37.0,31.0,2.0,1.0,18.0,19.0,14.0,22.0,2.0,7.0,,,,90.0,52.0,6.6,16.0,0.0,0.0,0.0338208,0,,4.0,1.0,,,,2.0,,6.0,,2.0,,,1.0,1.0,,,,3.0,,,,1.0,1.0,,,,,,,,,,,,
