match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_totalCross,captain,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceMissed,stat_hitWoodwork,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_goalAssist,stat_outfielderBlock,stat_penaltyFaced,stat_punches,stat_penaltyConceded
11406895,home,Fiorentina,Pietro Terracciano,pietro-terracciano,P. Terracciano,G,1,193,1591,M,136856,EUR,636854400,G,1,1,False,23.0,22.0,3.0,2.0,22.0,22.0,1.0,2.0,4.0,1.0,4.0,90.0,33.0,7.1,1.0,8.1e-05,0,-0.2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406895,home,Fiorentina,Michael Kayode,michael-kayode,M. Kayode,D,33,179,2419,M,1137431,EUR,1089417600,D,33,33,False,30.0,23.0,4.0,3.0,16.0,18.0,12.0,1.0,2.0,,,45.0,48.0,6.2,15.0,0.0208083,0,,,,7.0,3.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406895,home,Fiorentina,Lucas Martínez Quarta,lucas-martinez-quarta,L. M. Quarta,D,28,183,3115,M,795297,EUR,831686400,D,28,28,False,96.0,78.0,20.0,7.0,48.0,52.0,44.0,2.0,9.0,,,90.0,115.0,6.8,20.0,0.0201484,0,,,,30.0,12.0,13.0,4.0,2.0,,2.0,chinomartinezquarta96,6.0,4.0,1.0,1.0,6.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11406895,home,Fiorentina,Luca Ranieri,luca-ranieri,L. Ranieri,D,6,187,1115,M,893998,EUR,924825600,D,16,16,False,85.0,82.0,5.0,4.0,59.0,59.0,27.0,5.0,4.0,,,88.0,93.0,6.6,4.0,0.0095933,0,,,,23.0,3.0,2.0,1.0,,,,,,1.0,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,
11406895,home,Fiorentina,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,122848,EUR,715305600,D,3,3,False,60.0,49.0,3.0,2.0,27.0,32.0,36.0,1.0,4.0,,,90.0,89.0,7.1,21.0,0.0888542,1,,,,23.0,6.0,9.0,3.0,,1.0,1.0,,,2.0,,1.0,6.0,4.0,3.0,1.0,8.0,True,1.0,1.0,1.0,0.0335,,,,,,,,,,,,,
11406895,home,Fiorentina,Rolando Mandragora,rolando-mandragora,R. Mandragora,M,8,183,2103,M,548178,EUR,867542400,M,38,38,False,28.0,23.0,1.0,,10.0,11.0,17.0,1.0,3.0,,,90.0,37.0,6.7,6.0,0.017368,1,,,,13.0,7.0,8.0,2.0,,1.0,3.0,,4.0,2.0,,,3.0,1.0,1.0,,,,,,,0.0317,1.0,0.1696,,,,,,,,,,,
11406895,home,Fiorentina,Alfred Duncan,alfred-duncan,A. Duncan,M,32,178,572,M,232224,EUR,731721600,M,32,32,False,25.0,22.0,,,12.0,13.0,13.0,,1.0,,,45.0,30.0,6.5,5.0,0.0103175,0,,,,10.0,2.0,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
11406895,home,Fiorentina,Jonathan Ikoné,jonathan-ikone,J. Ikoné,M,93,180,1415,M,802142,EUR,894067200,M,11,11,False,18.0,17.0,1.0,1.0,3.0,3.0,16.0,,2.0,,,88.0,31.0,6.4,5.0,0.0313091,1,,,,15.0,4.0,3.0,,3.0,1.0,2.0,,1.0,,1.0,,,,,,1.0,,1.0,,1.0,0.1985,,,1.0,1.0,,,,,,,,,
11406895,home,Fiorentina,Giacomo Bonaventura,giacomo-bonaventura,G. Bonaventura,M,,180,1099,M,36784,EUR,619747200,M,5,5,False,40.0,31.0,3.0,,10.0,13.0,28.0,,6.0,,,90.0,55.0,7.0,14.0,0.249124,1,,,,22.0,3.0,5.0,1.0,2.0,4.0,3.0,,,,1.0,2.0,1.0,,1.0,,1.0,,1.0,,1.0,0.0588,,,,,1.0,,,,,,,,
11406895,home,Fiorentina,Josip Brekalo,josip-brekalo,J. Brekalo,M,7,175,2234,M,357598,EUR,898560000,M,77,77,False,23.0,18.0,1.0,1.0,5.0,5.0,23.0,,1.0,,,76.0,35.0,6.3,13.0,0.0585024,1,,,,14.0,7.0,1.0,3.0,2.0,3.0,,,,,1.0,,,,3.0,1.0,5.0,,1.0,,1.0,0.0226,,,,,,,,,,,,,
