match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalLongBalls,stat_accurateLongBalls,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalCross,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_interceptionWon,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_fouls,stat_accurateCross,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_goalAssist,stat_goals
10433785,home,Kayserispor,Cenk Gönen,cenk-gonen,C. Gönen,G,190.0,21,M,43556,EUR,572400000,G,1,1,False,16.0,15.0,14.0,15.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,90.0,23.0,5.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433785,home,Kayserispor,Joseph Attamah,joseph-attamah,J. Attamah,D,180.0,183,M,332963,EUR,769564800,D,3,3,False,92.0,88.0,39.0,40.0,49.0,52.0,9.0,,,,,90.0,104.0,6.6,4.0,0,,,3,8.0,6.0,5.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10433785,home,Kayserispor,Majid Hosseini,majid-hosseini,M. Hosseini,D,187.0,803,M,359332,EUR,835228800,D,5,5,False,62.0,59.0,18.0,18.0,41.0,45.0,4.0,1.0,,,,45.0,70.0,7.0,4.0,1,,,5,2.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10433785,home,Kayserispor,Dimitris Kolovetsios,dimitris-kolovetsios,D. Kolovetsios,D,183.0,103,M,68228,EUR,687571200,D,4,4,False,94.0,89.0,40.0,41.0,49.0,53.0,3.0,,,,,90.0,101.0,5.8,6.0,1,,,,2.0,1.0,4.0,,1.0,,1.0,,1.0,,,,,True,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10433785,home,Kayserispor,Emrah Başsan,emrah-bassan,E. Başsan,M,177.0,60,M,174141,EUR,703468800,M,17,17,False,75.0,67.0,11.0,13.0,59.0,83.0,4.0,,,,,90.0,120.0,6.8,37.0,2,,,14,2.0,1.0,6.0,,2.0,,4.0,21.0,,,,1.0,3.0,,,,6.0,1.0,3.0,2.0,,,3.0,2.0,5.0,,,,,,,,
10433785,home,Kayserispor,Anthony Uzodimma,uzodimma-anthony,A. Uzodimma,D,176.0,59,M,993108,EUR,924307200,M,80,80,False,71.0,70.0,16.0,16.0,54.0,56.0,5.0,,,,,90.0,87.0,6.6,2.0,1,,,,1.0,,5.0,1.0,,,5.0,1.0,1.0,,,,2.0,,2.0,,4.0,2.0,,,,,,,,,,,,,,,
10433785,home,Kayserispor,Olivier Kemen,olivier-kemen,O. Kemen,M,177.0,827,M,280447,EUR,837820800,M,10,10,False,22.0,18.0,9.0,10.0,10.0,14.0,1.0,,,,,45.0,32.0,6.3,9.0,0,,,8,3.0,2.0,1.0,,,,1.0,2.0,,,,,1.0,,,,4.0,1.0,3.0,,,,1.0,,1.0,,,,,,,,
10433785,home,Kayserispor,Ramazan Civelek,ramazan-civelek,R. Civelek,M,172.0,61,M,781408,EUR,822268800,M,28,28,False,58.0,52.0,21.0,21.0,32.0,41.0,3.0,,,,,78.0,72.0,6.8,11.0,0,,,28,5.0,5.0,4.0,,2.0,1.0,1.0,4.0,,,,,1.0,,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,
10433785,home,Kayserispor,Miguel Cardoso,miguel-cardoso,M. Cardoso,M,176.0,326,M,344009,EUR,771984000,F,7,7,False,38.0,36.0,8.0,9.0,30.0,38.0,3.0,,,,,83.0,68.0,7.6,16.0,2,,,7,2.0,2.0,4.0,2.0,2.0,1.0,,9.0,1.0,,,,4.0,,,,3.0,,3.0,2.0,2.0,,2.0,,3.0,1.0,1.0,,,,,,
10433785,home,Kayserispor,Mame Thiam,mame-thiam,M. Thiam,F,185.0,1076,M,180981,EUR,718588800,F,27,27,False,22.0,21.0,11.0,11.0,10.0,12.0,1.0,,,,,90.0,26.0,6.6,3.0,2,,,17,,,,,,,,1.0,1.0,,,,,,4.0,,5.0,,,,,1.0,,1.0,,,,,,,,,
