match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_wonContest,stat_penaltyConceded,stat_fouls,captain,stat_totalTackle,player_firstName,player_lastName,stat_goalAssist,stat_dispossessed,stat_onTargetScoringAttempt,stat_wonTackle,stat_keyPass,stat_bigChanceCreated,player_sofascoreId,stat_shotOffTarget,stat_goals,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,stat_penaltyWon
11453204,home,Al-Fayha,Vladimir Stojković,vladimir-stojkovic,V. Stojković,G,28,194.0,228,M,13691,EUR,428198400,G,88,88,False,25.0,9.0,23.0,7.0,4.0,9.0,5.0,16.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,2.0,90.0,32.0,6.5,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453204,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,D,22,22,False,25.0,18.0,6.0,2.0,11.0,14.0,7.0,13.0,1.0,3.0,7.0,5.0,,,,,,89.0,48.0,6.7,12.0,0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11453204,home,Al-Fayha,Mokher Al-Rashidi,mokher-al-rashidi,M. Al-Rashidi,D,2,170.0,16,M,921767,EUR,927158400,D,2,2,False,22.0,20.0,6.0,5.0,15.0,16.0,5.0,6.0,1.0,4.0,9.0,7.0,,,,,,90.0,36.0,6.4,2.0,0,,2.0,3.0,,1.0,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11453204,home,Al-Fayha,Hussain Al-Shuweish,hussain-al-showaish,H. Al-Shuweish,D,33,185.0,17,M,818758,EUR,625881600,D,33,33,False,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,4.0,2.0,3.0,,0,,,1.0,,,,,,,,,1.0,True,1.0,,,,,,,,,,,,,,,
11453204,home,Al-Fayha,Ghislain Konan,ghislain-konan,G. Konan,D,3,176.0,2811,M,831781,EUR,820022400,D,3,3,False,35.0,26.0,3.0,,8.0,12.0,18.0,24.0,,4.0,5.0,7.0,,,,,,90.0,76.0,7.0,22.0,1,1.0,,9.0,,6.0,,2.0,3.0,,3.0,,2.0,,1.0,Ghislain,Konan,1.0,4.0,1.0,1.0,2.0,,,,,,,,
11453204,home,Al-Fayha,Abdulrahman Al-Safri,abdulrahman-al-safri,A. Al-Safri,M,8,176.0,22,M,990187,EUR,733536000,M,8,8,False,27.0,19.0,2.0,1.0,9.0,10.0,10.0,17.0,,3.0,,8.0,,,,,,90.0,38.0,7.0,10.0,0,,1.0,4.0,,,1.0,,1.0,,,,2.0,,3.0,,,1.0,1.0,,2.0,1.0,1.0,,,,,,,
11453204,home,Al-Fayha,Nawwaf Al Harthi,nawwaf-al-harthi,N. A. Harthi,M,7,169.0,18,M,948046,EUR,908150400,M,29,29,False,14.0,10.0,1.0,,7.0,7.0,3.0,7.0,,,,1.0,,,,,,45.0,18.0,6.7,4.0,0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11453204,home,Al-Fayha,Fashion Sakala,fashion-sakala,F. Sakala,F,10,178.0,8842,M,876626,EUR,858297600,M,17,17,False,17.0,15.0,,,3.0,3.0,12.0,15.0,1.0,7.0,,2.0,,,,,,90.0,45.0,8.9,14.0,6,1.0,1.0,6.0,,9.0,,,4.0,,5.0,,1.0,,1.0,,,,,3.0,1.0,,,fashionjr10,3.0,2.0,,,,
11453204,home,Al-Fayha,Abdelhamid Sabiri,abdelhamid-sabiri,A. Sabiri,M,11,186.0,4174,M,807400,EUR,849139200,M,77,77,False,29.0,23.0,5.0,3.0,4.0,6.0,20.0,27.0,3.0,8.0,3.0,6.0,,,,,,90.0,60.0,7.1,20.0,4,4.0,4.0,11.0,,1.0,,,5.0,5.0,,,1.0,,,,,,5.0,1.0,,1.0,,abdelhamidsabiri,2.0,1.0,1.0,1.0,,
11453204,home,Al-Fayha,Henry Onyekuru,henry-onyekuru,H. Onyekuru,F,7,175.0,741,M,809220,EUR,865468800,M,7,7,False,16.0,9.0,2.0,1.0,,,9.0,16.0,,2.0,1.0,2.0,,,,,,89.0,30.0,6.5,13.0,1,,,5.0,,5.0,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,
11453204,home,Al-Fayha,Satam Al Lehiyani,satam-al-lehiyani,S. A. Lehiyani,F,17,189.0,9,M,1797948,EUR,1089936000,F,45,45,False,4.0,3.0,,,,,3.0,4.0,,1.0,,1.0,,,,,,8.0,5.0,6.7,1.0,0,,,,,,,,,,,,,,1.0,Satam Al Lehiyani,,,,,,,,,,,,,,
11453204,home,Al-Fayha,Mohanad Alqaydhi,mohanad-alqaydhi,M. Alqaydhi,D,98,187.0,20,M,879649,EUR,896140800,D,98,98,True,29.0,19.0,9.0,2.0,9.0,13.0,10.0,16.0,,2.0,5.0,2.0,,,,,,82.0,42.0,6.9,10.0,1,,1.0,3.0,,,3.0,,,2.0,,,2.0,,,,,,,,,2.0,,,1.0,,,,,
11453204,home,Al-Fayha,Rakan Kaabi,rakan-kaabi,R. Kaabi,M,6,170.0,25,M,1171233,EUR,1038787200,M,66,66,True,15.0,13.0,2.0,1.0,3.0,5.0,10.0,11.0,,3.0,1.0,4.0,,,,,,45.0,25.0,6.6,5.0,0,1.0,,2.0,,1.0,,,,,,,1.0,,3.0,Rakan Kaabi,,,1.0,,2.0,,,,,,,,,
