match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,player_sofascoreId,stat_wonContest,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_accurateCross,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_lastManTackle,stat_bigChanceCreated,stat_clearanceOffLine,stat_hitWoodwork,stat_penaltyConceded
12437566,home,Las Palmas,Jasper Cillessen,,,jasper-cillessen,J. Cillessen,G,22,185.0,1502,M,123865,EUR,609206400,G,1,1,False,26.0,24.0,11.0,9.0,0.0,17.0,18.0,7.0,8.0,1.0,1.0,8.0,1.0,90.0,34.0,6.5,2.0,0.00422254,0,-0.2151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437566,home,Las Palmas,Alex Suárez,,,alex-suarez,A. Suárez,D,4,179.0,259,M,914848,EUR,725846400,D,4,4,False,32.0,27.0,3.0,2.0,0.0,16.0,17.0,11.0,15.0,3.0,,2.0,,60.0,43.0,6.6,7.0,0.0497178,1,,True,2.0,1.0,2.0,1.0,1.0,1.0,0.0383,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,
12437566,home,Las Palmas,Juanma Herzog,,,juanma-herzog,J. Herzog,D,15,186.0,242,M,1513451,EUR,1084406400,D,28,28,False,53.0,49.0,2.0,1.0,0.0,39.0,41.0,10.0,12.0,6.0,1.0,1.0,,90.0,64.0,6.7,5.0,0.00260566,0,,,4.0,2.0,6.0,,,2.0,,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12437566,home,Las Palmas,Scott McKenna,,,scott-mckenna,S. McKenna,D,26,188.0,973,M,358108,EUR,847756800,D,15,15,False,56.0,47.0,8.0,4.0,0.0,29.0,34.0,18.0,22.0,2.0,,2.0,,90.0,68.0,6.7,9.0,0.0193744,0,,,2.0,4.0,4.0,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437566,home,Las Palmas,Álex Muñoz,,,alex-munoz,Á. Muñoz,D,3,185.0,176,M,273227,EUR,775526400,D,23,23,False,22.0,13.0,1.0,,0.0,7.0,9.0,6.0,14.0,1.0,,3.0,,45.0,40.0,6.6,14.0,0.00776619,0,,,,2.0,5.0,,,3.0,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12437566,home,Las Palmas,Stefan Bajčetić,,,stefan-bajcetic,S. Bajčetić,M,43,185.0,10262,M,1142636,EUR,1098403200,M,21,21,False,27.0,22.0,5.0,2.0,0.0,11.0,13.0,11.0,14.0,1.0,,4.0,,45.0,32.0,6.8,6.0,0.0117412,0,,,,1.0,4.0,1.0,,,,,1.0,,,2.0,1.0,1.0,1.0,,stefanbajcetic,1.0,1.0,,,,,,,,,,,,,,,
12437566,home,Las Palmas,José Campaña,,,jose-campana,J. Campaña,M,20,179.0,241,M,96373,EUR,738806400,M,8,8,False,47.0,36.0,8.0,2.0,0.0,10.0,15.0,26.0,36.0,3.0,1.0,,,80.0,60.0,6.7,18.0,0.0239132,0,,,1.0,2.0,4.0,2.0,,1.0,,,,,1.0,,,1.0,,4.0,,1.0,1.0,,,,,,,,,,,,,,,
12437566,home,Las Palmas,Sandro Ramírez,,,sandro-ramirez,S. Ramírez,M,19,175.0,945,M,188407,EUR,805248000,M,19,19,False,21.0,16.0,,,0.0,9.0,11.0,7.0,13.0,3.0,1.0,5.0,,70.0,33.0,6.4,12.0,0.0040455,3,,,,,1.0,1.0,,1.0,0.1722,,,,,,,2.0,,3.0,,,,1.0,3.0,,,,,,,,,,,,,
12437566,home,Las Palmas,Javier Muñoz,,,javier-munoz,J. Muñoz,M,14,179.0,313,M,353154,EUR,793929600,M,5,5,False,40.0,34.0,9.0,6.0,0.0,12.0,13.0,22.0,31.0,3.0,2.0,4.0,,90.0,54.0,7.1,10.0,0.134298,1,,,1.0,,4.0,2.0,,2.0,0.02,,,,2.0,,,,,4.0,,2.0,,,1.0,,,,,,,,,,,,,
12437566,home,Las Palmas,Alberto Moleiro,,,alberto-moleiro,A. Moleiro,M,20,172.0,3634,M,1012444,EUR,1064880000,M,10,10,False,28.0,23.0,1.0,1.0,0.0,5.0,5.0,19.0,25.0,7.0,2.0,3.0,,90.0,57.0,7.9,15.0,0.0976268,5,,,1.0,,8.0,5.0,3.0,5.0,0.4098,0.6276,1.0,,,,,5.0,,2.0,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
