match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,captain,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_clearanceOffLine,stat_wonTackle,stat_fouls,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_goals
12514056,home,Famalicão,Ivan Zlobin,ivan-zlobin,I. Zlobin,G,1,191,247,M,788203,EUR,857692800,G,1,1,False,31.0,18.0,19.0,6.0,0.0,16.0,20.0,2.0,11.0,3.0,13.0,3.0,8.0,9.0,2.0,90.0,55.0,8.3,13.0,0.00089161,0,1.4248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514056,home,Famalicão,Calegari,calegari,Calegari,D,2,171,471,M,988906,EUR,1014768000,D,2,2,False,25.0,21.0,4.0,1.0,0.0,12.0,14.0,9.0,11.0,4.0,5.0,,,,,90.0,47.0,6.6,7.0,0.00534356,0,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12514056,home,Famalicão,Enea Mihaj,enea-mihaj,E. Mihaj,D,4,186,414,M,850828,EUR,899596800,D,4,4,False,22.0,17.0,3.0,,0.0,14.0,15.0,3.0,7.0,8.0,1.0,,,,,90.0,45.0,7.2,7.0,0.00056132,0,,,,1.0,5.0,6.0,,,3.0,,5.0,1.0,True,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,
12514056,home,Famalicão,Justin De Haas,justin-de-haas,J. De Haas,D,16,192,307,M,876255,EUR,949363200,D,16,16,False,41.0,31.0,16.0,8.0,0.0,25.0,31.0,6.0,10.0,5.0,1.0,,,,,90.0,55.0,6.9,11.0,0.00163314,0,,,,,1.0,6.0,,,2.0,2.0,2.0,,,3.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,
12514056,home,Famalicão,Rafa Soares,rafa-soares,R. Soares,D,5,177,195,M,190137,EUR,799977600,D,5,5,False,33.0,27.0,5.0,3.0,0.0,16.0,17.0,13.0,19.0,7.0,1.0,,,,,90.0,62.0,6.8,11.0,0.401502,0,,,,,1.0,2.0,,,,2.0,2.0,1.0,,,,1.0,,,,,3.0,2.0,1.0,2.0,,,,,,,,,
12514056,home,Famalicão,Zaydou Youssouf,zaydou-youssouf,Z. Youssef,M,33,183,570,M,862194,EUR,931651200,M,28,28,False,27.0,26.0,5.0,4.0,0.0,17.0,17.0,9.0,10.0,1.0,2.0,,,,,67.0,39.0,6.9,4.0,0.00833177,2,,,,,5.0,7.0,,,1.0,,3.0,1.0,,3.0,2.0,2.0,,3.0,1.0,1.0,,,,,2.0,0.0554,,,,,,,
12514056,home,Famalicão,Mirko Topić,mirko-topic,M. Topić,M,22,190,486,M,980797,EUR,981331200,M,8,8,False,42.0,38.0,2.0,2.0,0.0,24.0,25.0,14.0,17.0,4.0,4.0,,,,,90.0,53.0,6.9,4.0,0.0125497,1,,,,,5.0,4.0,,,,2.0,3.0,,,1.0,4.0,,,2.0,1.0,,,,,,,0.0193,1.0,0.1274,,,,,
12514056,home,Famalicão,Gil Dias,gil-dias,Gil,M,23,186,342,M,583838,EUR,843868800,M,23,23,False,11.0,8.0,1.0,,0.0,4.0,6.0,4.0,6.0,2.0,2.0,,,,,59.0,18.0,6.6,5.0,0.00066046,0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
12514056,home,Famalicão,Gustavo Sá,gustavo-sa,G. Sá,M,20,186,1268,M,1563665,EUR,1100131200,M,20,20,False,12.0,9.0,1.0,1.0,0.0,6.0,7.0,3.0,6.0,,3.0,,,,,44.0,23.0,7.0,5.0,0.006494,0,,,,2.0,4.0,5.0,2.0,1.0,2.0,,2.0,,,,1.0,,,1.0,,2.0,1.0,,,,,,,,1.0,,,,
12514056,home,Famalicão,Rochinha,rochinha,Rochinha,M,10,169,158,M,352874,EUR,799459200,M,10,10,False,15.0,11.0,2.0,,0.0,5.0,6.0,6.0,9.0,,5.0,,,,,67.0,25.0,6.2,10.0,0.00783799,0,,,,1.0,4.0,3.0,1.0,,1.0,,,3.0,,,,2.0,,,,3.0,,,,,,,,,1.0,,,,
