match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_unsuccessfulTouch,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_goals,stat_totalContest,stat_keyPass,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
14035920,home,KAA Gent,Davy Roef,,,davy-roef,D. Roef,G,33,187,232,M,156663,EUR,760492800,G,33,33,False,True,57.0,46.0,22.0,11.0,0.0,38.0,39.0,8.0,18.0,2.0,3.0,11.0,1.0,2.0,2.0,1.0,2.0,90.0,72.0,7.6,12.0,0.00105657,0.1411,0,0.4133,0.12,0.03,0.36,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035920,home,KAA Gent,Jean-Kévin Duverne,,,jean-kevin-duverne,J. Duverne,D,29,184,2644,M,845930,EUR,868665600,D,29,29,False,,34.0,24.0,4.0,,0.0,13.0,16.0,11.0,18.0,,2.0,3.0,1.0,,,,,82.0,58.0,7.1,16.0,0.033382,,1,,0.42,0.04,0.29,,4.0,1.0,4.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,0.1204,0.1765,0.13,,,,,,,,,,,,,
14035920,home,KAA Gent,Maksim Paskotsi,,,maksim-paskotsi,M. Paskotsi,D,3,183,399,M,954621,EUR,1042934400,D,3,3,False,,60.0,55.0,4.0,,0.0,45.0,45.0,10.0,15.0,1.0,1.0,,,,,,,90.0,69.0,6.9,5.0,0.0105495,,0,,0.11,0.12,0.49,,,,4.0,,,,6.0,,,,,,,,4.0,1.0,1.0,,,,,,,,,,
14035920,home,KAA Gent,Siebe Van Der Heyden,,,siebe-van-der-heyden,S. V. D. Heyden,D,44,185,270,M,842164,EUR,896486400,D,44,44,False,,65.0,59.0,7.0,2.0,0.0,44.0,44.0,15.0,21.0,1.0,4.0,2.0,1.0,,,,,90.0,76.0,9.4,7.0,0.00666446,,2,,0.09,0.16,0.24,,,,4.0,,,2.0,3.0,3.0,1.0,,,0.2321,1.4756,0.92,4.0,,1.0,2.0,,,,,,,,,
14035920,home,KAA Gent,Matisse Samoise,,,matisse-samoise,M. Samoise,M,18,180,256,M,1046245,EUR,1006300800,M,18,18,False,,35.0,25.0,4.0,1.0,0.0,7.0,9.0,18.0,26.0,2.0,5.0,6.0,1.0,1.0,,,,62.0,48.0,6.7,16.0,0.0236985,,0,,-0.27,0.11,0.14,,4.0,,3.0,1.0,,,2.0,2.0,2.0,,1.0,,,,,,2.0,,1.0,1.0,,,,,,,
14035920,home,KAA Gent,Mathias Delorge,Mathias Delorge-Knieper,,mathias-delorge-knieper,M. Delorge,M,17,189,582,M,1124749,EUR,1091232000,M,17,17,False,,49.0,47.0,9.0,8.0,1.0,32.0,32.0,15.0,17.0,,4.0,4.0,1.0,,,,,90.0,70.0,8.0,9.0,0.203037,,0,,0.51,0.01,0.39,,5.0,1.0,5.0,,1.0,,3.0,4.0,2.0,,,,,,3.0,,2.0,,1.0,2.0,,,,,,,
14035920,home,KAA Gent,Atsuki Ito,Atsuki Ito,,atsuki-ito,A. Ito,M,15,185,595,M,1034816,EUR,902793600,M,15,15,False,,20.0,17.0,4.0,3.0,0.0,9.0,10.0,8.0,10.0,,2.0,3.0,2.0,,,,,81.0,34.0,6.7,8.0,0.0219861,,2,,-0.15,0.33,0.21,,,,2.0,,1.0,,,1.0,,,,0.3781,,-0.51,,,1.0,,2.0,,1.0,2.0,,,,,
14035920,home,KAA Gent,Tiago Araújo,,,tiago-araujo,T. Araújo,D,20,184,265,M,997024,EUR,985651200,M,20,20,False,,37.0,31.0,7.0,6.0,0.0,21.0,21.0,10.0,16.0,3.0,6.0,5.0,,2.0,,,,90.0,57.0,7.5,8.0,0.125544,,0,,0.28,0.22,0.28,,2.0,1.0,4.0,,,,6.0,1.0,1.0,,3.0,,,,,,1.0,,1.0,1.0,,,,,,,
14035920,home,KAA Gent,Omri Gandelman,Omri Gandelman,,omri-gandelman,O. Gandelman,M,16,188,1075,M,1019125,EUR,958435200,F,6,6,False,,34.0,26.0,1.0,,0.0,15.0,18.0,11.0,16.0,2.0,4.0,9.0,,,,,,90.0,46.0,8.6,10.0,0.0118227,,3,,0.0,-0.01,0.18,,,,6.0,,2.0,2.0,1.0,2.0,1.0,,,0.5021,1.0948,0.87,4.0,,,2.0,,,,1.0,,,,,
14035920,home,KAA Gent,Momodou Sonko,Momodou Sonko,,momodou-sonko,M. Sonko,M,11,176,575,M,1135616,EUR,1107129600,F,11,11,False,,22.0,16.0,2.0,1.0,0.0,5.0,7.0,11.0,15.0,,1.0,2.0,6.0,,,,,68.0,36.0,6.6,14.0,0.116872,,3,,-0.04,0.4,0.15,,3.0,1.0,,,,,,,,,,0.1096,,-0.51,,,,,1.0,1.0,1.0,2.0,1.0,,,,
