match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,captain,stat_outfielderBlock,stat_lastManTackle,stat_errorLeadToAShot,stat_aerialLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_fouls,stat_shotOffTarget,stat_hitWoodwork,player_sofascoreId,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,player_firstName,player_lastName,stat_bigChanceMissed,stat_goodHighClaim
11453188,home,Al-Fayha,Vladimir Stojković,vladimir-stojkovic,V. Stojković,G,28,194.0,228,M,13691,EUR,428198400,G,88,88,False,19.0,14.0,8.0,3.0,12.0,13.0,2.0,6.0,2.0,11.0,4.0,5.0,1.0,1.0,1.0,90.0,33.0,7.4,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453188,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,D,22,22,False,42.0,38.0,9.0,6.0,27.0,29.0,11.0,13.0,3.0,4.0,,,,,,90.0,52.0,6.6,4.0,0,1.0,6.0,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453188,home,Al-Fayha,Sami Al-Khaibary,sami-al-khaibary,S. Al-Khaibary,D,4,185.0,15,M,893198,EUR,622080000,D,4,4,False,30.0,26.0,9.0,6.0,18.0,19.0,8.0,11.0,6.0,2.0,,,,,,90.0,42.0,6.9,4.0,0,,5.0,,5.0,3.0,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11453188,home,Al-Fayha,Hussain Al-Shuweish,hussain-al-showaish,H. Al-Shuweish,D,33,185.0,17,M,818758,EUR,625881600,D,33,33,False,55.0,45.0,7.0,3.0,30.0,37.0,15.0,18.0,2.0,4.0,,,,,,90.0,62.0,6.9,11.0,0,1.0,2.0,,2.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11453188,home,Al-Fayha,Osama Al Khalaf,osama-al-khalaf,O. A. Khalaf,D,8,178.0,26,M,818871,EUR,851558400,M,80,80,False,33.0,24.0,6.0,2.0,12.0,15.0,12.0,18.0,,5.0,,,,,,45.0,47.0,6.5,15.0,0,6.0,4.0,1.0,1.0,1.0,1.0,,,,,1.0,,2.0,1.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,
11453188,home,Al-Fayha,Nawwaf Al Harthi,nawwaf-al-harthi,N. A. Harthi,M,7,169.0,18,M,948046,EUR,908150400,M,29,29,False,61.0,55.0,6.0,5.0,33.0,37.0,22.0,24.0,,5.0,,,,,,89.0,73.0,7.2,9.0,1,5.0,7.0,4.0,4.0,3.0,1.0,,,,,,,3.0,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
11453188,home,Al-Fayha,Abdelhamid Sabiri,abdelhamid-sabiri,A. Sabiri,M,11,186.0,4174,M,807400,EUR,849139200,M,77,77,False,66.0,58.0,6.0,4.0,26.0,27.0,33.0,42.0,,4.0,,,,,,90.0,86.0,9.0,16.0,3,3.0,8.0,,2.0,1.0,4.0,,,,,,,3.0,6.0,2.0,2.0,1.0,,,,abdelhamidsabiri,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,
11453188,home,Al-Fayha,Ghislain Konan,ghislain-konan,G. Konan,D,3,176.0,2811,M,831781,EUR,820022400,M,3,3,False,52.0,47.0,1.0,1.0,15.0,17.0,32.0,35.0,,5.0,,,,,,90.0,66.0,6.6,10.0,1,5.0,2.0,,1.0,1.0,,,,,,,1.0,2.0,,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,Ghislain,Konan,,
11453188,home,Al-Fayha,Sultan Mandash,sultan-mandash,S. Mandash,F,23,175.0,362,M,818568,EUR,782352000,F,27,27,False,29.0,23.0,2.0,1.0,7.0,9.0,16.0,20.0,,4.0,,,,,,89.0,43.0,7.0,11.0,2,4.0,4.0,1.0,2.0,2.0,,,,,,,,2.0,1.0,1.0,4.0,2.0,,1.0,,,,,,,,,1.0,,,,,
11453188,home,Al-Fayha,Anthony Nwakaeme,anthony-nwakaeme,A. N. Nwakaeme,M,9,185.0,824,M,139455,EUR,606441600,F,9,9,False,17.0,16.0,2.0,2.0,6.0,7.0,10.0,10.0,,,,,,,,24.0,18.0,6.6,2.0,0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
