match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_keyPass,stat_totalClearance,stat_outfielderBlock,stat_challengeLost,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_bigChanceCreated,player_firstName,player_lastName,stat_bigChanceMissed,stat_errorLeadToAShot,stat_goodHighClaim,stat_goalAssist,stat_goals,stat_totalOffside
10411727,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,25.0,25.0,5.0,5.0,25.0,25.0,9.0,2.0,4.0,1.0,1.0,90.0,34.0,6.2,0.0,0.0,9.606e-05,0,-0.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411727,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,55.0,43.0,1.0,,16.0,22.0,10.0,,,,,90.0,79.0,6.6,0.2409,0.0,0.0207778,1,,dilorenzo22,True,27.0,35.0,2.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,17.0,1.0,,,,,,,,,,,,,,,,
10411727,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,74.0,65.0,5.0,1.0,45.0,48.0,7.0,,,,,90.0,84.0,6.1,0.0299,0.0,0.00654212,1,,,,20.0,26.0,,2.0,3.0,4.0,3.0,1.0,,1.0,,,,2.0,,1.0,12.0,,3.0,2.0,,,,,,,,,,,,,,
10411727,home,Napoli,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,15025,M,896569,EUR,848016000,D,3,3,False,69.0,58.0,6.0,1.0,39.0,44.0,2.0,,,,,81.0,75.0,5.8,0.0,0.0,0.00884846,0,,kiminjae3,,19.0,25.0,,1.0,3.0,3.0,3.0,,,,1.0,,,,,1.0,11.0,,2.0,,1.0,,,,,,,,,,,,,
10411727,home,Napoli,Mário Rui,mario-rui,M. Rui,D,,168,1034,M,99546,EUR,675302400,D,6,6,False,61.0,51.0,2.0,1.0,26.0,28.0,5.0,,,,,90.0,89.0,6.4,0.0612,0.1336,0.311988,1,,,,26.0,42.0,9.0,1.0,1.0,6.0,6.0,1.0,1.0,,,2.0,1.0,,2.0,1.0,20.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,
10411727,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,66.0,61.0,2.0,2.0,26.0,27.0,9.0,,,,,90.0,89.0,6.6,0.0207,0.0,0.201912,1,,anguiss_29,,35.0,39.0,,1.0,,9.0,3.0,2.0,,,4.0,1.0,1.0,3.0,2.0,,14.0,5.0,,,2.0,,4.0,,1.0,,,,,,,,,
10411727,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,56.0,50.0,2.0,2.0,25.0,26.0,2.0,,,,,68.0,62.0,6.7,0.0471,0.0589,0.0215874,2,,StanLobotka,,25.0,30.0,,,1.0,3.0,2.0,,,,2.0,1.0,1.0,1.0,,2.0,7.0,2.0,,,1.0,,,1.0,1.0,,,,,,,,,
10411727,home,Napoli,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180,18478,M,138605,EUR,769392000,M,20,20,False,41.0,36.0,1.0,,15.0,16.0,2.0,,,,,68.0,55.0,6.6,0.0448,0.1297,0.0908279,1,,zielu_94,,24.0,29.0,4.0,,,5.0,1.0,2.0,1.0,,,,,,,1.0,10.0,3.0,,,,3.0,3.0,1.0,,,,,,,,,,
10411727,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,F,21,21,False,27.0,23.0,,,5.0,7.0,4.0,,,,,68.0,46.0,6.5,0.0532,0.0,0.0577348,3,,,,20.0,24.0,4.0,,,4.0,3.0,2.0,,3.0,,1.0,,3.0,2.0,1.0,11.0,,,,1.0,2.0,,,,,,,,,,,,
10411727,home,Napoli,Giovanni Simeone,giovanni-simeone,G. Simeone,F,18,179,9782,M,341143,EUR,804902400,F,18,18,False,11.0,9.0,,,6.0,6.0,2.0,,,,,77.0,21.0,6.5,0.1628,0.0,0.00170538,2,,simeonegiovanni,,3.0,5.0,,1.0,,4.0,2.0,1.0,1.0,,,,,2.0,1.0,1.0,7.0,,,,1.0,,2.0,,2.0,,,,,,,,,
10411727,home,Napoli,Khvicha Kvaratskhelia,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,183,97764,M,889259,EUR,981936000,F,77,77,False,30.0,29.0,2.0,2.0,9.0,9.0,3.0,,,,,90.0,57.0,7.5,0.2606,0.0,0.125576,3,,Kvaradona,,22.0,28.0,7.0,1.0,2.0,6.0,7.0,8.0,5.0,2.0,,,,3.0,,1.0,14.0,4.0,,,,2.0,1.0,,1.0,1.0,,,,,,,,
10411727,home,Napoli,Eljif Elmas,eljif-elmas,E. Elmas,M,20,182,3699,M,838232,EUR,938131200,M,7,7,True,16.0,15.0,1.0,1.0,7.0,7.0,5.0,,,,,22.0,20.0,6.8,0.0,0.0,0.0132668,0,,,,8.0,9.0,,,,1.0,2.0,,,,,2.0,1.0,2.0,,,3.0,,,,1.0,,,,,,,,,,,,,
10411727,home,Napoli,Tanguy Ndombélé,tanguy-ndombele,T. Ndombélé,M,22,181,2715,M,845486,EUR,851731200,M,91,91,True,15.0,13.0,,,3.0,4.0,1.0,,,,,22.0,21.0,6.7,0.0,0.0,0.015401,0,,,,10.0,11.0,,,,2.0,3.0,5.0,3.0,,,,,,,,4.0,1.0,1.0,,,,,,,,,,,,,,,
10411727,home,Napoli,Hirving Lozano,hirving-lozano,H. Lozano,F,11,175,6583,M,385320,EUR,807062400,F,11,11,True,8.0,6.0,,,1.0,2.0,1.0,,,,,22.0,16.0,6.9,0.0897,0.2505,0.034767,3,,hirvinglozano,,6.0,7.0,1.0,,,1.0,2.0,1.0,,1.0,,2.0,,,,,3.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,
10411727,home,Napoli,Giacomo Raspadori,giacomo-raspadori,G. Raspadori,F,18,172,8190,M,865651,EUR,950832000,F,81,81,True,2.0,1.0,1.0,1.0,,,,,,,,13.0,7.0,6.3,0.2479,0.0,0.00072612,2,,giacomo.raspadori,,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,2.0,,,,,,,,1.0,,,,1.0,,,,,
